star_name,star_name,Right ascension,Declination,star_distance,star_distance_error_min,star_distance_error_max,source (xml)
Kepler-929,Kepler-929,,,820.0,,,
Kepler-93,Kepler-93,,,,,,
Kepler-930,Kepler-930,,,905.0,,,
Kepler-931,Kepler-931,,,490.0,,,
Kepler-932,Kepler-932,,,478.0,,,
Kepler-933,Kepler-933,,,922.0,,,
Kepler-934,Kepler-934,,,603.0,,,
Kepler-935,Kepler-935,,,482.0,,,
Kepler-936,Kepler-936,,,687.0,,,
Kepler-937,Kepler-937,,,1482.0,,,
Kepler-938,Kepler-938,,,861.0,,,
Kepler-939,Kepler-939,,,1029.0,,,
Kepler-94,Kepler-94,,,,,,
Kepler-940,Kepler-940,,,1317.0,,,
Kepler-941,Kepler-941,,,1105.0,,,
Kepler-942,Kepler-942,,,218.0,,,
Kepler-944,Kepler-944,,,1035.0,,,
Kepler-945,Kepler-945,,,1543.0,,,
Kepler-946,Kepler-946,,,918.0,,,
Kepler-947,Kepler-947,,,1188.0,,,
Kepler-948,Kepler-948,,,884.0,,,
Kepler-949,Kepler-949,,,572.0,,,
Kepler-95,Kepler-95,,,,,,
Kepler-950,Kepler-950,,,1489.0,,,
Kepler-951,Kepler-951,,,408.0,,,
Kepler-952,Kepler-952,,,1167.0,,,
KIC 8552719,KIC 8552719,,,,,,
Kepler-954,Kepler-954,,,224.0,,,
Kepler-955,Kepler-955,,,637.0,,,
Kepler-956,Kepler-956,,,631.0,,,
Kepler-957,Kepler-957,,,749.0,,,
Kepler-958,Kepler-958,,,467.0,,,
Kepler-959,Kepler-959,,,1003.0,,,
Kepler-96,Kepler-96,,,,,,
Kepler-960,Kepler-960,,,298.0,,,
Kepler-961,Kepler-961,,,607.0,,,
Kepler-962,Kepler-962,,,439.0,,,
Kepler-963,Kepler-963,,,786.0,,,
Kepler-964,Kepler-964,,,478.0,,,
Kepler-965,Kepler-965,,,618.0,,,
Kepler-966,Kepler-966,,,773.0,,,
Kepler-967,Kepler-967,,,499.0,,,
Kepler-968,Kepler-968,,,312.0,,,
Kepler-969,Kepler-969,,,411.0,,,
Kepler-970,Kepler-970,,,350.0,,,
Kepler-971,Kepler-971,,,345.0,,,
Kepler-972,Kepler-972,,,1304.0,,,
Kepler-973,Kepler-973,,,297.0,,,
Kepler-974,Kepler-974,,,121.0,,,
Kepler-975,Kepler-975,,,404.0,,,
Kepler-976,Kepler-976,,,1020.0,,,
Kepler-977,Kepler-977,,,664.0,,,
Kepler-978,Kepler-978,,,624.0,,,
Kepler-979,Kepler-979,,,606.0,,,
Kepler-980,Kepler-980,,,804.0,,,
Kepler-981,Kepler-981,,,913.0,,,
Kepler-982,Kepler-982,,,702.0,,,
Kepler-983,Kepler-983,,,655.0,,,
Kepler-984,Kepler-984,,,461.0,,,
Kepler-985,Kepler-985,,,741.0,,,
Kepler-986,Kepler-986,,,563.0,,,
Kepler-987,Kepler-987,,,936.0,,,
Kepler-988,Kepler-988,,,248.0,,,
Kepler-989,Kepler-989,,,484.0,,,
Kepler-990,Kepler-990,,,933.0,,,
Kepler-991,Kepler-991,,,370.0,,,
Kepler-992,Kepler-992,,,268.0,,,
Kepler-993,Kepler-993,,,298.0,,,
Kepler-994,Kepler-994,,,170.0,,,
Kepler-995,Kepler-995,,,659.0,,,
Kepler-996,Kepler-996,,,1098.0,,,
Kepler-997,Kepler-997,,,470.0,,,
Kepler-998,Kepler-998,,,996.0,,,
Kepler-999,Kepler-999,,,568.0,,,
LKCA 15,LKCA 15,,,145.0,15.0,15.0,
MOA-2007-BLG-192-L,MOA-2007-BLG-192-L,,,700.0,120.0,120.0,
MOA-2007-BLG-197L,MOA-2007-BLG-197L,,,4170.0,300.0,300.0,
MOA-2007-BLG-400-L,MOA-2007-BLG-400-L,,,6000.0,,,
MOA-2008-BLG-310-L,MOA-2008-BLG-310-L,,,6000.0,nan,inf,
MOA-2008-BLG-379L,MOA-2008-BLG-379L,,,3600.0,1300.0,1300.0,
MOA-2009-BLG-266L,MOA-2009-BLG-266L,,,3040.0,330.0,330.0,
MOA-2009-BLG-319,MOA-2009-BLG-319,,,6100.0,1.2,1.2,
MOA-2009-BLG-387L,MOA-2009-BLG-387L,,,5700.0,2200.0,2200.0,
MOA-2010-BLG-328L,MOA-2010-BLG-328L,,,810.0,100.0,100.0,
MOA-2010-BLG-353L,MOA-2010-BLG-353L,,,6430.0,1150.0,1150.0,
MOA-2010-BLG-477L,MOA-2010-BLG-477L,,,2300.0,600.0,600.0,
MOA-2011-BLGL-028L,MOA-2011-BLGL-028L,,,7380.0,620.0,520.0,
MOA-2011-BLG-262L,MOA-2011-BLG-262L,,,7350.0,350.0,350.0,
MOA-2011-BLG-274,MOA-2011-BLG-274,,,800.0,250.0,250.0,
MOA-2011-BLG-293L,MOA-2011-BLG-293L,,,7700.0,440.0,440.0,
MOA-2011-BLG-322,MOA-2011-BLG-322,,,7740.0,970.0,910.0,
MOA-2013-BLG-220L,MOA-2013-BLG-220L,,,2000.0,,,
MOA-2013-BLG-605L,MOA-2013-BLG-605L,,,3600.0,800.0,600.0,
MOA-bin-1,MOA-bin-1,,,5100.0,1200.0,1200.0,
NGC 2423 3,NGC 2423 3,,,766.0,,,
NGC 4349 No 127,NGC 4349 No 127,,,2176.0,,,
NLTT 41135,NLTT 41135,,,22.7,0.8,0.8,
NN Ser (AB),NN Ser (AB),,,500.0,,,
NY Vir,NY Vir,,,,,,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L,,,3000.0,1100.0,800.0,
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L,,,5200.0,,,
OGLE-2005-071L,OGLE-2005-071L,,,3300.0,400.0,400.0,
OGLE-2005-169L,OGLE-2005-169L,,,4100.0,400.0,400.0,
OGLE-2005-390L,OGLE-2005-390L,,,6500.0,,,
OGLE-2006-109L,OGLE-2006-109L,,,1510.0,120.0,120.0,
OGLE-2007-BLG-349(AB),OGLE-2007-BLG-349(AB),,,2760.0,380.0,380.0,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L,,,5900.0,1400.0,1400.0,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L,,,7000.0,,,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L,,,6800.0,1100.0,1100.0,
OGLE-2009-BLG-151L,OGLE-2009-BLG-151L,,,390.0,10.0,10.0,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L,,,4090.0,660.0,660.0,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L,,,4380.0,510.0,450.0,
OGLE-2011-BLG-0420L,OGLE-2011-BLG-0420L,,,1990.0,80.0,80.0,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L,,,4080.0,300.0,300.0,
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L,,,1760.0,130.0,130.0,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L,,,4970.0,290.0,290.0,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L,,,1300.0,800.0,600.0,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L,,,6700.0,1200.0,1100.0,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L,,,3020.0,210.0,210.0,
OGLE-2013-BLG-0341L,OGLE-2013-BLG-0341L,,,911.0,70.0,70.0,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L,,,4100.0,590.0,590.0,
OGLE-2014-BLG-0257L,OGLE-2014-BLG-0257L,,,1250.0,130.0,130.0,
OGLE-2014:BLG-1760L,OGLE-2014:BLG-1760L,,,6060.0,1110.0,1110.0,
OGLE-2015-BLG-0051,OGLE-2015-BLG-0051,,,8200.0,900.0,900.0,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L,,,600.0,200.0,400.0,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L,,,2900.0,400.0,400.0,
OGLE-2015-BLG-1319 L,OGLE-2015-BLG-1319 L,,,5000.0,,,
OGLE-2016-BLG-0596L,OGLE-2016-BLG-0596L,,,,,,
OGLE-TR-10,OGLE-TR-10,,,1500.0,,,
OGLE-TR-111,OGLE-TR-111,,,1500.0,,,
OGLE-TR-113,OGLE-TR-113,,,1500.0,,,
OGLE-TR-132,OGLE-TR-132,,,1500.0,,,
OGLE-TR-182,OGLE-TR-182,,,,,,
OGLE-TR-211,OGLE-TR-211,,,,,,
OGLE-TR-56,OGLE-TR-56,,,1500.0,,,
OGLE2-TR-L9,OGLE2-TR-L9,,,900.0,,,
OY Car,OY Car,,,,,,
POTS-1,POTS-1,,,,,,
PSR J0636,PSR J0636,,,,,,
PSR 1257 12,PSR 1257 12,,,710.0,40.0,40.0,
PSR 1719-14,PSR 1719-14,,,1200.0,300.0,300.0,
PSR B1620-26,PSR B1620-26,,,3800.0,,,
PSR B1957+20,PSR B1957+20,,,1530.0,,,
PSR J1807-2459 A,PSR J1807-2459 A,,,2790.0,,,
PSR J2051-0827,PSR J2051-0827,,,1280.0,,,
PSR J2241-5236,PSR J2241-5236,,,500.0,,,
PZ Tel,PZ Tel,,,51.49,2.6,2.6,
Pr 0201,Pr 0201,,,170.0,,,
Pr 0211,Pr 0211,,,170.0,,,
" alpha Cen C b"""," alpha Cen C b""",,,,,1.295,
Qatar-1,Qatar-1,,,,,,
Qatar-2,Qatar-2,,,,,,
Qatar-3,Qatar-3,,,,,,
Qatar-4,Qatar-4,,,,,,
Qatar-5,Qatar-5,,,,,,
ROXs 12,ROXs 12,,,120.0,,,
 CO, CO,,,,,135.0,
RR Cae,RR Cae,,,,,,
" Ross 458C"""," Ross 458C""",,,9.76,,,
SAND364,SAND364,,,,,,
SR 12 (AB),SR 12 (AB),,,125.0,25.0,25.0,
SWEEPS-04,SWEEPS-04,,,8500.0,0.0,0.0,
SWEEPS-11,SWEEPS-11,,,8500.0,0.0,0.0,
TRAPPIST-1,TRAPPIST-1,,,12.1,0.4,0.4,
TWA 5 A (AB),TWA 5 A (AB),,,25.0,,,
TYC+1422-614-1,TYC+1422-614-1,,,759.0,181.0,181.0,
TYC-3667-1280-1,TYC-3667-1280-1,,,431.0,37.0,37.0,
TrES-1,TrES-1,,,157.0,6.0,6.0,
TrES-2,TrES-2,,,220.0,10.0,10.0,
TrES-3,TrES-3,,,,,,
TrES-4,TrES-4,,,479.0,26.0,26.0,
TrES-5,TrES-5,,,360.0,11.0,11.0,
USco1602-2401,USco1602-2401,,,,,,
USco1610-1913,USco1610-1913,,,,,,
USco1612-1800,USco1612-1800,,,,,,
UScoCTIO 108,UScoCTIO 108,,,145.0,2.0,2.0,
UZ For (AB),UZ For (AB),,,,,,
V2051 Oph,V2051 Oph,,,,,,
V391 Peg,V391 Peg,,,1400.0,180.0,180.0,
V830 Tau,V830 Tau,,,131.0,3.0,3.0,
VHS 1256-1257 ,VHS 1256-1257 ,,,12.7,1.0,1.0,
WASP-1,WASP-1,,,,,,
WASP-10,WASP-10,,,90.0,20.0,20.0,
WASP-100,WASP-100,,,,,,
WASP-101,WASP-101,,,,,,
WASP-102,WASP-102,,,,,,
WASP-103,WASP-103,,,470.0,35.0,35.0,
WASP-104,WASP-104,,,143.0,10.0,10.0,
WASP-106,WASP-106,,,283.0,21.0,21.0,
WASP-108,WASP-108,,,220.0,0.115,0.115,
WASP-109,WASP-109,,,330.0,30.0,30.0,
WASP-11-HAT-P-10,WASP-11-HAT-P-10,,,125.0,5.0,5.0,
WASP-110,WASP-110,,,320.0,30.0,30.0,
WASP-111,WASP-111,,,210.0,20.0,20.0,
WASP-112,WASP-112,,,450.0,30.0,30.0,
WASP-113,WASP-113,,,360.0,70.0,70.0,
WASP-114,WASP-114,,,460.0,80.0,80.0,
WASP-117,WASP-117,,,,,,
WASP-118,WASP-118,,,250.0,35.0,35.0,
WASP-119,WASP-119,,,333.0,29.0,29.0,
 VO, VO,,," C""",WASP-12,97.6375,
WASP-120,WASP-120,,,,,,
WASP-122,WASP-122,,,,,,
WASP-123,WASP-123,,,,,,
WASP-124,WASP-124,,,433.0,11.0,11.0,
WASP-126,WASP-126,,,234.0,15.0,15.0,
WASP-127,WASP-127,,,,,,
WASP-129,WASP-129,,,246.0,7.0,7.0,
WASP-13,WASP-13,,,156.0,18.0,18.0,
WASP-130,WASP-130,,,180.0,30.0,30.0,
WASP-131,WASP-131,,,250.0,50.0,50.0,
WASP-132,WASP-132,,,120.0,20.0,20.0,
WASP-133,WASP-133,,,457.0,21.0,21.0,
WASP-135,WASP-135,,,300.0,45.0,45.0,
WASP-136,WASP-136,,,164.0,18.0,18.0,
WASP-138,WASP-138,,,308.0,51.0,51.0,
WASP-139,WASP-139,,,230.0,40.0,40.0,
WASP-14,WASP-14,,,160.0,20.0,20.0,
WASP-140,WASP-140,,,180.0,30.0,30.0,
WASP-141,WASP-141,,,570.0,150.0,150.0,
WASP-142,WASP-142,,,840.0,310.0,310.0,
WASP-15,WASP-15,,,308.0,,,
WASP-157,WASP-157,,,,,,
WASP-16,WASP-16,,,,,,
 Na, Na,,,,,,
WASP-18,WASP-18,,,100.0,10.0,10.0,
" C"""," C""",,,,,,
WASP-2,WASP-2,,,144.0,,,
WASP-20,WASP-20,,,210.0,20.0,20.0,
WASP-21,WASP-21,,,230.0,30.0,30.0,
WASP-22,WASP-22,,,300.0,,,
WASP-23,WASP-23,,,,,,
WASP-24,WASP-24,,,332.5,,,
WASP-25,WASP-25,,,169.0,,,
WASP-26,WASP-26,,,250.0,15.0,15.0,
WASP-28,WASP-28,,,410.0,70.0,70.0,
WASP-29,WASP-29,,,80.0,,,
WASP-3,WASP-3,,,223.0,,,
WASP-31,WASP-31,,,400.0,0.0,0.0,
WASP-32,WASP-32,,,,,,
WASP-33,WASP-33,,,116.0,16.0,16.0,
WASP-34,WASP-34,,,120.0,15.0,15.0,
WASP-35,WASP-35,,,,,,
WASP-36,WASP-36,,,450.0,120.0,120.0,
WASP-37,WASP-37,,,338.0,41.0,41.0,
WASP-38,WASP-38,,,110.0,20.0,20.0,
WASP-39,WASP-39,,,230.0,80.0,80.0,
WASP-4,WASP-4,,,300.0,50.0,50.0,
WASP-41,WASP-41,,,180.0,60.0,60.0,
WASP-42,WASP-42,,,,,,
 NH3, NH3,,,-9.8063889,12.4,,
WASP-44,WASP-44,,,,,,
WASP-45,WASP-45,,,,,,
WASP-46,WASP-46,,,,,,
WASP-47,WASP-47,,,200.0,30.0,30.0,
WASP-48,WASP-48,,,,,,
WASP-49,WASP-49,,,,,,
WASP-5,WASP-5,,,297.0,50.0,50.0,
WASP-50,WASP-50,,,230.0,40.0,40.0,
WASP-52,WASP-52,,,140.0,20.0,20.0,
WASP-54,WASP-54,,,,,,
WASP-55,WASP-55,,,330.0,50.0,50.0,
WASP-56,WASP-56,,,,,,
WASP-57,WASP-57,,,,,,
WASP-58,WASP-58,,,300.0,50.0,50.0,
WASP-59,WASP-59,,,125.0,25.0,25.0,
WASP-6,WASP-6,,,307.0,,,
WASP-60,WASP-60,,,400.0,60.0,60.0,
WASP-61,WASP-61,,,480.0,65.0,65.0,
WASP-62,WASP-62,,,160.0,30.0,30.0,
WASP-63,WASP-63,,,330.0,50.0,50.0,
WASP-64,WASP-64,,,,,,
WASP-65,WASP-65,,,310.0,50.0,50.0,
WASP-66,WASP-66,,,380.0,100.0,100.0,
WASP-67,WASP-67,,,225.0,45.0,45.0,
WASP-68,WASP-68,,,,,,
WASP-69,WASP-69,,,50.0,10.0,10.0,
WASP-7,WASP-7,,,140.0,15.0,15.0,
WASP-70 A,WASP-70 A,,,245.0,20.0,20.0,
WASP-71,WASP-71,,,200.0,20.0,20.0,
WASP-72,WASP-72,,,,,,
WASP-73,WASP-73,,,,,,
WASP-74,WASP-74,,,120.0,20.0,20.0,
WASP-75,WASP-75,,,260.0,70.0,70.0,
WASP-76,WASP-76,,,120.0,20.0,20.0,
WASP-77A,WASP-77A,,,,,,
WASP-78,WASP-78,,,550.0,120.0,120.0,
WASP-79,WASP-79,,,240.0,50.0,50.0,
WASP-8,WASP-8,,,87.0,7.0,7.0,
WASP-80,WASP-80,,,60.0,20.0,20.0,
WASP-82,WASP-82,,,200.0,30.0,30.0,
WASP-83,WASP-83,,,300.0,50.0,50.0,
WASP-84,WASP-84,,,120.0,50.0,50.0,
WASP-85,WASP-85,,,,,,
WASP-86,WASP-86,,,,,,
WASP-87 A,WASP-87 A,,,240.0,20.0,20.0,
WASP-88,WASP-88,,,,,,
WASP-89,WASP-89,,,,,,
WASP-90,WASP-90,,,340.0,60.0,60.0,
WASP-93,WASP-93,,,250.0,60.0,60.0,
WASP-94 A,WASP-94 A,,,,,,
WASP-94 B,WASP-94 B,,,,,,
WASP-95,WASP-95,,,,,,
WASP-96,WASP-96,,,,,,
WASP-97,WASP-97,,,,,,
" VO"""," VO""",,,,,,
WASP-99,WASP-99,,,,,,
WD 0806-661B,WD 0806-661B,,,19.2,0.6,0.6,
WD 1145+017,WD 1145+017,,,174.0,,,
"""CH4","""CH4",,,17.77,,10.5,
WISE 0855-0714,WISE 0855-0714,,,2.31,0.08,0.08,
WISE 1711+3500,WISE 1711+3500,,,19.0,3.0,3.0,
WISE J0720-0846,WISE J0720-0846,,,6.8,0.7,0.7,
WTS-1,WTS-1,,,3200.0,900.0,400.0,
WTS-2,WTS-2,,,1000.0,,,
Wolf 1061,Wolf 1061,,,4.29,,,
" K"""," K""",,,,149.0,4.0,
XO-2S,XO-2S,,,149.0,4.0,4.0,
XO-3,XO-3,,,260.0,23.0,23.0,
XO-4,XO-4,,,293.0,19.0,19.0,
XO-5,XO-5,,,255.0,13.0,13.0,
YBP1194,YBP1194,,,,,,
YBP1514,YBP1514,,,,,,
YBP401,YBP401,,,843.0,0.4,0.4,
alf Ari,alf Ari,,,20.2,,,
alpha Cen B,alpha Cen B,,,1.295,,,
beta Cir,beta Cir,,,30.56,0.18,0.18,
beta Cnc,beta Cnc,,,92.99,1.7,1.7,
beta Pic,beta Pic,,,19.3,0.2,0.2,
beta Umi,beta Umi,,,40.14,0.2,0.2,
eps CrB,eps CrB,,,67.9,,,
 GJ 144, GJ 144,,,,,,
eps Tau,eps Tau,,,45.0,,,
eta Cet,eta Cet,,,38.0,0.2,0.2,
gamma 1 Leo,gamma 1 Leo,,,38.5,1.0,1.0,
gamma Cephei,gamma Cephei,,,13.79,,,
kappa And,kappa And,,,51.6,,,
kappa CrB,kappa CrB,,,31.1,0.6,0.6,
ksi Aql,ksi Aql,,,62.7,3.9,3.9,
mu Ara,mu Ara,,,15.3,,,
mu Leo,mu Leo,,,38.05,0.23,0.23,
nu Oph,nu Oph,,,46.8,1.8,1.8,
ome Ser,ome Ser,,,80.6,4.7,4.7,
omi  CrB,omi  CrB,,,84.0,5.2,5.2,
omi UMa,omi UMa,,,56.3,2.1,2.1,
sig Per,sig Per,,,108.3,3.0,3.0,
tau Boo,tau Boo,,,15.6,0.05,0.05,
tau Gem,tau Gem,,,98.4,2.5,2.5,
ups And,ups And,,,13.47,0.13,0.13,
WASP-92,WASP-92,,,530.0,90.0,90.0,
