pl_name,pl_name,Lists,pl_bmassj,pl_bmassjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjerr1,pl_radj,pl_radjerr2,pl_radjerr1,pl_radjerr2,pl_radjerr1,pl_orbper,pl_orbpererr2,pl_orbpererr1,pl_orbpererr2,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr2,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenerr1,pl_eqt,pl_eqterr2,pl_eqterr1,pl_eqterr2,pl_eqterr1,Discovery method,pl_publ_date,Last updated [yy/mm/dd],source (xml)
Kepler-124 c,Kepler-124 c,,,,,,,0.156,0.008,0.008,0.008,0.008,13.82137500,0.00003700,0.00003700,0.00003700,0.00003700,,,,,,,,,,,,2014,,
Kepler-124 d,Kepler-124 d,,,,,,,0.099,0.006,0.006,0.006,0.006,30.95085100,0.00036100,0.00036100,0.00036100,0.00036100,,,,,,,,,,,,2014,,
Kepler-192 b,Kepler-192 b,,,,,,,0.244,0.040,0.040,0.040,0.040,9.92674600,0.00001800,0.00001800,0.00001800,0.00001800,,,,,,,,,,,,2014,,
Kepler-192 c,Kepler-192 c,,,,,,,0.249,0.046,0.046,0.046,0.046,21.22340000,0.00007600,0.00007600,0.00007600,0.00007600,,,,,,,,,,,,2014,,
Kepler-193 c,Kepler-193 c,,,,,,,0.245,0.111,0.111,0.111,0.111,50.69749400,0.00044600,0.00044600,0.00044600,0.00044600,,,,,,,,,,,,2014,,
Kepler-194 b,Kepler-194 b,,,,,,,0.135,0.070,0.070,0.070,0.070,2.09228100,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-194 c,Kepler-194 c,,,,,,,0.231,0.121,0.121,0.121,0.121,17.30803200,0.00007900,0.00007900,0.00007900,0.00007900,,,,,,,,,,,,2014,,
Kepler-195 b,Kepler-195 b,,,,,,,0.181,0.066,0.066,0.066,0.066,8.30787200,0.00002000,0.00002000,0.00002000,0.00002000,,,,,,,,,,,,2014,,
Kepler-195 c,Kepler-195 c,,,,,,,0.138,0.051,0.051,0.051,0.051,34.09686300,0.00037100,0.00037100,0.00037100,0.00037100,,,,,,,,,,,,2014,,
Kepler-196 b,Kepler-196 b,,,,,,,0.170,0.013,0.013,0.013,0.013,20.73988600,0.00006600,0.00006600,0.00006600,0.00006600,,,,,,,,,,,,2014,,
Kepler-197 b,Kepler-197 b,,,,,,,0.091,0.004,0.004,0.004,0.004,5.59930800,0.00002300,0.00002300,0.00002300,0.00002300,,,,,,,,,,,,2014,,
Kepler-197 c,Kepler-197 c,,,,,,,0.110,0.004,0.004,0.004,0.004,10.34969500,0.00004500,0.00004500,0.00004500,0.00004500,,,,,,,,,,,,2014,,
Kepler-197 d,Kepler-197 d,,,,,,,0.109,0.009,0.009,0.009,0.009,15.67756300,0.00009600,0.00009600,0.00009600,0.00009600,,,,,,,,,,,,2014,,
Kepler-197 e,Kepler-197 e,,,,,,,0.081,0.004,0.004,0.004,0.004,25.20971500,0.00038700,0.00038700,0.00038700,0.00038700,,,,,,,,,,,,2014,,
Kepler-198 c,Kepler-198 c,,,,,,,0.220,0.033,0.033,0.033,0.033,49.56741600,0.00022000,0.00022000,0.00022000,0.00022000,,,,,,,,,,,,2014,,
Kepler-199 b,Kepler-199 b,,,,,,,0.277,0.050,0.050,0.050,0.050,23.63760400,0.00005000,0.00005000,0.00005000,0.00005000,,,,,,,,,,,,2014,,
Kepler-199 c,Kepler-199 c,,,,,,,0.290,0.052,0.052,0.052,0.052,67.09340800,0.00019000,0.00019000,0.00019000,0.00019000,,,,,,,,,,,,2014,,
Kepler-200 c,Kepler-200 c,,,,,,,0.142,0.026,0.026,0.026,0.026,10.22215700,0.00005300,0.00005300,0.00005300,0.00005300,,,,,,,,,,,,2014,,
Kepler-201 b,Kepler-201 b,,,,,,,0.219,0.043,0.043,0.043,0.043,25.67208300,0.00007500,0.00007500,0.00007500,0.00007500,,,,,,,,,,,,2014,,
Kepler-201 c,Kepler-201 c,,,,,,,0.254,0.054,0.054,0.054,0.054,151.88405800,0.00201400,0.00201400,0.00201400,0.00201400,,,,,,,,,,,,2014,,
Kepler-203 b,Kepler-203 b,,,,,,,0.229,0.046,0.046,0.046,0.046,3.16269700,0.00000400,0.00000400,0.00000400,0.00000400,,,,,,,,,,,,2014,,
Kepler-203 c,Kepler-203 c,,,,,,,0.220,0.042,0.042,0.042,0.042,5.37064700,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-203 d,Kepler-203 d,,,,,,,0.128,0.025,0.025,0.025,0.025,11.32972000,0.00008000,0.00008000,0.00008000,0.00008000,,,,,,,,,,,,2014,,
Kepler-204 c,Kepler-204 c,,,,,,,0.160,0.035,0.035,0.035,0.035,25.66059300,0.00028800,0.00028800,0.00028800,0.00028800,,,,,,,,,,,,2014,,
Kepler-205 b,Kepler-205 b,,,,,,,0.135,0.012,0.012,0.012,0.012,2.75564000,0.00000200,0.00000200,0.00000200,0.00000200,,,,,,,,,,,,2014,,
Kepler-205 c,Kepler-205 c,,,,,,,0.146,0.011,0.011,0.011,0.011,20.30654600,0.00003800,0.00003800,0.00003800,0.00003800,,,,,,,,,,,,2014,,
Kepler-206 c,Kepler-206 c,,,,,,,0.158,0.030,0.030,0.030,0.030,13.13747100,0.00006500,0.00006500,0.00006500,0.00006500,,,,,,,,,,,,2014,,
HD 65216 b,HD 65216 b,,1.26000,0.04000,0.04000,0.04000,0.04000,,,,,,572.40000000,2.10000000,2.10000000,2.10000000,2.10000000,0.000000,0.020000,0.020000,0.020000,0.020000,,,,,,,2004,,
HD 66141 b,HD 66141 b,,6.00000,0.30000,0.30000,0.30000,0.30000,,,,,,480.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.070000,0.030000,0.030000,0.030000,0.030000,,,,,,,2012,,
HD 66428 b,HD 66428 b,,2.82000,0.27000,0.27000,0.27000,0.27000,,,,,,1973.00000000,31.00000000,31.00000000,31.00000000,31.00000000,0.465000,0.030000,0.030000,0.030000,0.030000,,,,,,,2006,,
HD 67087 c,HD 67087 c,,4.85000,3.61000,10.00000,3.61000,10.00000,,,,,,2374.00000000,156.00000000,193.00000000,156.00000000,193.00000000,0.760000,0.240000,0.170000,0.240000,0.170000,,,,,,,2015,,
HD 68988 b,HD 68988 b,,1.86000,0.16000,0.16000,0.16000,0.16000,,,,,,6.27711000,0.00021000,0.00021000,0.00021000,0.00021000,0.124900,0.008700,0.008700,0.008700,0.008700,,,,,,,2002,,
HD 69830 c,HD 69830 c,,0.03710,,,,,,,,,,31.56000000,0.04000000,0.04000000,0.04000000,0.04000000,0.130000,0.060000,0.060000,0.060000,0.060000,,,,,,,2006,,
HD 69830 d,HD 69830 d,,0.05700,,,,,,,,,,197.00000000,3.00000000,3.00000000,3.00000000,3.00000000,0.070000,0.070000,0.070000,0.070000,0.070000,,,,,,,2006,,
HD 70642 b,HD 70642 b,,1.97000,0.18000,0.18000,0.18000,0.18000,,,,,,2068.00000000,39.00000000,39.00000000,39.00000000,39.00000000,0.034000,0.043000,0.043000,0.043000,0.043000,,,,,,,2003,,
HD 72659 b,HD 72659 b,,3.15000,0.14000,0.14000,0.14000,0.14000,,,,,,3658.00000000,32.00000000,32.00000000,32.00000000,32.00000000,0.220000,0.030000,0.030000,0.030000,0.030000,,,,,,,2003,,
HD 73267 b,HD 73267 b,,3.06000,0.07000,0.07000,0.07000,0.07000,,,,,,1260.00000000,7.00000000,7.00000000,7.00000000,7.00000000,0.256000,0.009000,0.009000,0.009000,0.009000,,,,,,,2009,,
HD 73526 b,HD 73526 b,,2.25000,0.12000,0.12000,0.12000,0.12000,,,,,,188.90000000,0.10000000,0.10000000,0.10000000,0.10000000,0.290000,0.030000,0.030000,0.030000,0.030000,,,,,,,2003,,
HD 73534 b,HD 73534 b,,1.10300,0.08700,0.08700,0.08700,0.08700,,,,,,1770.00000000,40.00000000,40.00000000,40.00000000,40.00000000,0.074000,0.071000,0.071000,0.071000,0.071000,,,,,,,2009,,
HD 74156 b,HD 74156 b,,1.80000,0.06000,0.06000,0.06000,0.06000,,,,,,51.64500000,0.00300000,0.00300000,0.00300000,0.00300000,0.627000,0.009000,0.009000,0.009000,0.009000,,,,,,,2004,,
HD 74156 c,HD 74156 c,,8.06000,0.37000,0.37000,0.37000,0.37000,,,,,,2473.00000000,13.00000000,13.00000000,13.00000000,13.00000000,0.432000,0.013000,0.013000,0.013000,0.013000,,,,,,,2004,,
HD 75784 b,HD 75784 b,,1.15000,0.30000,0.30000,0.30000,0.30000,,,,,,341.70000000,6.10000000,6.10000000,6.10000000,6.10000000,0.130000,0.100000,0.100000,0.100000,0.100000,,,,,,,2015,,
HD 75898 b,HD 75898 b,,2.51000,,,,,,,,,,418.20000000,5.70000000,5.70000000,5.70000000,5.70000000,0.100000,0.050000,0.050000,0.050000,0.050000,,,,,,,2007,,
HD 77338 b,HD 77338 b,,0.05000,0.01700,0.01500,0.01700,0.01500,,,,,,5.73610000,0.00150000,0.00150000,0.00150000,0.00150000,0.090000,0.090000,0.250000,0.090000,0.250000,,,,,,,2013,,
HD 79498 b,HD 79498 b,,1.34000,0.07000,0.07000,0.07000,0.07000,,,,,,1966.10000000,41.00000000,41.00000000,41.00000000,41.00000000,0.590000,0.020000,0.020000,0.020000,0.020000,,,,,,,2012,,
HD 81040 b,HD 81040 b,,6.86000,0.71000,0.71000,0.71000,0.71000,,,,,,1001.70000000,7.00000000,7.00000000,7.00000000,7.00000000,0.526000,0.042000,0.042000,0.042000,0.042000,,,,,,,2006,,
HD 81688 b,HD 81688 b,,2.70000,,,,,,,,,,184.02000000,0.18000000,0.18000000,0.18000000,0.18000000,0.000000,,,,,,,,,,,2008,,
HD 82943 c,HD 82943 c,,1.95900,0.04700,0.04700,0.04700,0.04700,,,,,,220.07800000,0.05100000,0.05100000,0.05100000,0.05100000,0.366300,0.009700,0.009700,0.009700,0.009700,,,,,,,2004,,
HD 82886 b,HD 82886 b,,1.30000,0.10000,0.10000,0.10000,0.10000,,,,,,705.00000000,34.00000000,34.00000000,34.00000000,34.00000000,0.066000,,,,,,,,,,,2011,,
HD 83443 b,HD 83443 b,,0.39800,0.03500,0.03500,0.03500,0.03500,,,,,,2.98569800,0.00005700,0.00005700,0.00005700,0.00005700,0.012000,0.023000,0.023000,0.023000,0.023000,,,,,,,2002,,
HD 85512 b,HD 85512 b,,0.01100,0.00200,0.00200,0.00200,0.00200,,,,,,58.43000000,0.13000000,0.13000000,0.13000000,0.13000000,0.110000,0.100000,0.100000,0.100000,0.100000,298,,,,,,2011,,
HD 222155 b,HD 222155 b,,1.90000,0.53000,0.67000,0.53000,0.67000,,,,,,3999.00000000,541.00000000,469.00000000,541.00000000,469.00000000,0.160000,0.220000,0.270000,0.220000,0.270000,,,,,,,2012,,
HD 222582 b,HD 222582 b,,7.75000,0.65000,0.65000,0.65000,0.65000,,,,,,572.38000000,0.61000000,0.61000000,0.61000000,0.61000000,0.725000,0.012000,0.012000,0.012000,0.012000,,,,,,,2000,,
HD 231701 b,HD 231701 b,,1.08000,,,,,,,,,,141.60000000,2.80000000,2.80000000,2.80000000,2.80000000,0.100000,0.080000,0.080000,0.080000,0.080000,,,,,,,2007,,
HD 233604 b,HD 233604 b,,6.57500,,,,,,,,,,192.00000000,0.22000000,0.22000000,0.22000000,0.22000000,0.050000,0.030000,0.030000,0.030000,0.030000,,,,,,,2013,,
HD 240237 b,HD 240237 b,,5.30000,,,,,,,,,,745.70000000,13.80000000,13.80000000,13.80000000,13.80000000,0.400000,0.100000,0.100000,0.100000,0.100000,,,,,,,2012,,
HD 290327 b,HD 290327 b,,2.54000,0.14000,0.17000,0.14000,0.17000,,,,,,2443.00000000,117.00000000,205.00000000,117.00000000,205.00000000,0.080000,0.030000,0.080000,0.030000,0.080000,,,,,,,2010,,
HD 285507 b,HD 285507 b,,0.91700,0.03300,0.03300,0.03300,0.03300,,,,,,6.08810000,0.00180000,0.00180000,0.00180000,0.00180000,0.086000,0.019000,0.019000,0.019000,0.019000,,,,,,,2014,,
HD 330075 b,HD 330075 b,,0.62000,,,,,,,,,,3.38773000,0.00008000,0.00008000,0.00008000,0.00008000,0.000000,,,,,990,,,,,,2004,,
HIP 5158 c,HIP 5158 c,,15.04000,10.55000,10.55000,10.55000,10.55000,,,,,,9017.76000000,3180.74000000,3180.74000000,3180.74000000,3180.74000000,0.140000,0.100000,0.100000,0.100000,0.100000,,,,,,,2011,,
HIP 12961 b,HIP 12961 b,,0.35000,,,,,,,,,,57.43500000,0.04200000,0.04200000,0.04200000,0.04200000,0.166000,0.034000,0.034000,0.034000,0.034000,,,,,,,2011,,
HIP 14810 c,HIP 14810 c,,1.28000,0.10000,0.10000,0.10000,0.10000,,,,,,147.73000000,0.06500000,0.06500000,0.06500000,0.06500000,0.164000,0.012000,0.012000,0.012000,0.012000,,,,,,,2007,,
HIP 14810 d,HIP 14810 d,,0.57000,0.05200,0.05200,0.05200,0.05200,,,,,,952.00000000,15.00000000,15.00000000,15.00000000,15.00000000,0.173000,0.037000,0.037000,0.037000,0.037000,,,,,,,2009,,
HIP 57050 b,HIP 57050 b,,0.29800,0.02500,0.02500,0.02500,0.02500,,,,,,41.39700000,0.01600000,0.01600000,0.01600000,0.01600000,0.314000,0.086000,0.086000,0.086000,0.086000,,,,,,,2010,,
HIP 57274 b,HIP 57274 b,,0.03650,0.00409,0.00409,0.00409,0.00409,,,,,,8.13520000,0.00400000,0.00400000,0.00400000,0.00400000,0.187000,0.100000,0.100000,0.100000,0.100000,,,,,,,2012,,
HIP 57274 d,HIP 57274 d,,0.52670,0.03000,0.03000,0.03000,0.03000,,,,,,431.70000000,8.50000000,8.50000000,8.50000000,8.50000000,0.270000,0.050000,0.050000,0.050000,0.050000,,,,,,,2012,,
Ross 458 c,Ross 458 c,,6.28536,,,,,1.220,,,,,,,,,,,,,,,,,,,,,2010,,
HIP 63242 b,HIP 63242 b,,9.18000,,,,,,,,,,124.60000000,,,,,0.230000,,,,,,,,,,,2013,,
HIP 67851 c,HIP 67851 c,,5.98000,0.76000,0.76000,0.76000,0.76000,,,,,,2131.80000000,88.30000000,88.30000000,88.30000000,88.30000000,0.170000,0.060000,0.060000,0.060000,0.060000,,,,,,,2015,,
HIP 70849 b,HIP 70849 b,,9.00000,6.00000,6.00000,6.00000,6.00000,,,,,,17337.50000000,15512.50000000,15512.50000000,15512.50000000,15512.50000000,0.715000,0.245000,0.245000,0.245000,0.245000,,,,,,,2011,,
HD 183263 c,HD 183263 c,,3.57000,0.55000,0.55000,0.55000,0.55000,,,,,,3070.00000000,110.00000000,110.00000000,110.00000000,110.00000000,0.239000,0.064000,0.064000,0.064000,0.064000,,,,,,,2009,,
HD 185269 b,HD 185269 b,,0.94000,,,,,,,,,,6.83800000,0.00100000,0.00100000,0.00100000,0.00100000,0.300000,0.040000,0.040000,0.040000,0.040000,,,,,,,2006,,
HD 187085 b,HD 187085 b,,0.75000,,,,,,,,,,986.00000000,,,,,0.470000,,,,,,,,,,,2006,,
HD 187123 b,HD 187123 b,,0.52300,0.04300,0.04300,0.04300,0.04300,,,,,,3.09658280,0.00000780,0.00000780,0.00000780,0.00000780,0.010300,0.005900,0.005900,0.005900,0.005900,,,,,,,1998,,
HD 187123 c,HD 187123 c,,1.99000,0.25000,0.25000,0.25000,0.25000,,,,,,3810.00000000,420.00000000,420.00000000,420.00000000,420.00000000,0.252000,0.033000,0.033000,0.033000,0.033000,,,,,,,2009,,
HD 188015 b,HD 188015 b,,1.50000,0.13000,0.13000,0.13000,0.13000,,,,,,461.20000000,1.70000000,1.70000000,1.70000000,1.70000000,0.137000,0.026000,0.026000,0.026000,0.026000,,,,,,,2005,,
HD 189733 b,HD 189733 b,,,,,,,,,,,,2.21857520,0.00000008,0.00000008,0.00000008,0.00000008,,,,,,,,,,,,2005,,
Kepler-125 b,Kepler-125 b,,,,,,,0.211,0.009,0.009,0.009,0.009,4.16438900,0.00000300,0.00000300,0.00000300,0.00000300,,,,,,,,,,,,2014,,
Kepler-126 b,Kepler-126 b,,,,,,,0.136,0.009,0.009,0.009,0.009,10.49571100,0.00002800,0.00002800,0.00002800,0.00002800,,,,,,,,,,,,2014,,
Kepler-126 c,Kepler-126 c,,,,,,,0.141,0.012,0.012,0.012,0.012,21.86974100,0.00008200,0.00008200,0.00008200,0.00008200,,,,,,,,,,,,2014,,
Kepler-126 d,Kepler-126 d,,,,,,,0.223,0.004,0.004,0.004,0.004,100.28313400,0.00025500,0.00025500,0.00025500,0.00025500,,,,,,,,,,,,2014,,
Kepler-127 c,Kepler-127 c,,,,,,,0.237,0.012,0.012,0.012,0.012,29.39319500,0.00007300,0.00007300,0.00007300,0.00007300,,,,,,,,,,,,2014,,
Kepler-127 d,Kepler-127 d,,,,,,,0.236,0.012,0.012,0.012,0.012,48.63040800,0.00012800,0.00012800,0.00012800,0.00012800,,,,,,,,,,,,2014,,
Kepler-128 b,Kepler-128 b,,0.09700,0.01900,0.01900,0.01900,0.01900,0.101,0.003,0.003,0.003,0.003,15.09000000,,,,,,,,,,,,,,,,2014,,
Kepler-129 b,Kepler-129 b,,,,,,,0.211,0.019,0.019,0.019,0.019,15.79186000,0.00006800,0.00006800,0.00006800,0.00006800,,,,,,,,,,,,2014,,
Kepler-129 c,Kepler-129 c,,,,,,,0.227,0.009,0.009,0.009,0.009,82.20017000,0.00068000,0.00068000,0.00068000,0.00068000,,,,,,,,,,,,2014,,
Kepler-130 b,Kepler-130 b,,,,,,,0.091,0.004,0.004,0.004,0.004,8.45745800,0.00003900,0.00003900,0.00003900,0.00003900,,,,,,,,,,,,2014,,
Kepler-130 d,Kepler-130 d,,,,,,,0.146,0.014,0.014,0.014,0.014,87.51790500,0.00074400,0.00074400,0.00074400,0.00074400,,,,,,,,,,,,2014,,
Kepler-131 b,Kepler-131 b,,0.05100,0.01100,0.01100,0.01100,0.01100,0.215,0.018,0.018,0.018,0.018,16.09200000,,,,,,,,,,,,,,,,2014,,
Kepler-132 b,Kepler-132 b,,,,,,,0.108,0.021,0.021,0.021,0.021,6.17819600,0.00002200,0.00002200,0.00002200,0.00002200,,,,,,,,,,,,2014,,
Kepler-132 d,Kepler-132 d,,,,,,,0.138,0.027,0.027,0.027,0.027,18.01019900,0.00006700,0.00006700,0.00006700,0.00006700,,,,,,,,,,,,2014,,
Kepler-133 b,Kepler-133 b,,,,,,,0.157,0.027,0.027,0.027,0.027,8.12997600,0.00003800,0.00003800,0.00003800,0.00003800,,,,,,,,,,,,2014,,
Kepler-133 c,Kepler-133 c,,,,,,,0.253,0.043,0.043,0.043,0.043,31.51758600,0.00015800,0.00015800,0.00015800,0.00015800,,,,,,,,,,,,2014,,
Kepler-134 b,Kepler-134 b,,,,,,,0.178,0.035,0.035,0.035,0.035,5.31742900,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-135 b,Kepler-135 b,,,,,,,0.161,0.031,0.031,0.031,0.031,6.00253000,0.00001600,0.00001600,0.00001600,0.00001600,,,,,,,,,,,,2014,,
Kepler-135 c,Kepler-135 c,,,,,,,0.103,0.021,0.021,0.021,0.021,11.44870800,0.00014500,0.00014500,0.00014500,0.00014500,,,,,,,,,,,,2014,,
Kepler-136 b,Kepler-136 b,,,,,,,0.183,0.034,0.034,0.034,0.034,11.57890000,0.00003000,0.00003000,0.00003000,0.00003000,,,,,,,,,,,,2014,,
Kepler-137 b,Kepler-137 b,,,,,,,0.131,0.010,0.010,0.010,0.010,8.43638700,0.00001800,0.00001800,0.00001800,0.00001800,,,,,,,,,,,,2014,,
Kepler-137 c,Kepler-137 c,,,,,,,0.168,0.012,0.012,0.012,0.012,18.73575300,0.00003500,0.00003500,0.00003500,0.00003500,,,,,,,,,,,,2014,,
Kepler-138 b,Kepler-138 b,,0.00021,0.00012,0.00019,0.00012,0.00019,0.047,0.003,0.003,0.003,0.003,10.31260000,0.00060000,0.00040000,0.00060000,0.00040000,,,,,,,,,,,,2014,,
Kepler-138 d,Kepler-138 d,,0.00201,0.00122,0.00212,0.00122,0.00212,0.108,0.007,0.007,0.007,0.007,23.08810000,0.00080000,0.00090000,0.00080000,0.00090000,,,,,,,,,,,,2014,,
Kepler-139 b,Kepler-139 b,,,,,,,0.262,0.051,0.051,0.051,0.051,15.77104400,0.00003700,0.00003700,0.00003700,0.00003700,,,,,,,,,,,,2014,,
Kepler-206 d,Kepler-206 d,,,,,,,0.106,0.021,0.021,0.021,0.021,23.44281000,0.00045300,0.00045300,0.00045300,0.00045300,,,,,,,,,,,,2014,,
Kepler-207 b,Kepler-207 b,,,,,,,0.140,0.027,0.027,0.027,0.027,1.61186500,0.00000600,0.00000600,0.00000600,0.00000600,,,,,,,,,,,,2014,,
Kepler-207 d,Kepler-207 d,,,,,,,0.295,0.056,0.056,0.056,0.056,5.86807500,0.00000900,0.00000900,0.00000900,0.00000900,,,,,,,,,,,,2014,,
Kepler-208 b,Kepler-208 b,,,,,,,0.145,0.027,0.027,0.027,0.027,4.22864000,0.00001800,0.00001800,0.00001800,0.00001800,,,,,,,,,,,,2014,,
Kepler-208 c,Kepler-208 c,,,,,,,0.124,0.023,0.023,0.023,0.023,7.46662300,0.00006700,0.00006700,0.00006700,0.00006700,,,,,,,,,,,,2014,,
Kepler-208 e,Kepler-208 e,,,,,,,0.132,0.025,0.025,0.025,0.025,16.25945800,0.00017600,0.00017600,0.00017600,0.00017600,,,,,,,,,,,,2014,,
Kepler-209 b,Kepler-209 b,,,,,,,0.202,0.030,0.030,0.030,0.030,16.08784500,0.00004100,0.00004100,0.00004100,0.00004100,,,,,,,,,,,,2014,,
Kepler-209 c,Kepler-209 c,,,,,,,0.277,0.045,0.045,0.045,0.045,41.74988200,0.00010600,0.00010600,0.00010600,0.00010600,,,,,,,,,,,,2014,,
Kepler-210 b,Kepler-210 b,,,,,,,0.262,0.019,0.019,0.019,0.019,2.45323400,0.00000100,0.00000100,0.00000100,0.00000100,,,,,,,,,,,,2014,,
Kepler-211 b,Kepler-211 b,,,,,,,0.112,0.008,0.008,0.008,0.008,4.13857500,0.00001000,0.00001000,0.00001000,0.00001000,,,,,,,,,,,,2014,,
Kepler-211 c,Kepler-211 c,,,,,,,0.115,0.008,0.008,0.008,0.008,6.04045000,0.00001600,0.00001600,0.00001600,0.00001600,,,,,,,,,,,,2014,,
Kepler-212 b,Kepler-212 b,,,,,,,0.097,0.019,0.019,0.019,0.019,16.25758200,0.00037800,0.00037800,0.00037800,0.00037800,,,,,,,,,,,,2014,,
Kepler-213 b,Kepler-213 b,,,,,,,0.145,0.028,0.028,0.028,0.028,2.46236000,0.00000600,0.00000600,0.00000600,0.00000600,,,,,,,,,,,,2014,,
Kepler-213 c,Kepler-213 c,,,,,,,0.209,0.040,0.040,0.040,0.040,4.82296200,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
HAT-P-36 b,HAT-P-36 b,,1.83200,0.09900,0.09900,0.09900,0.09900,1.264,0.071,0.071,0.071,0.071,1.32734700,0.00000300,0.00000300,0.00000300,0.00000300,0.063000,0.032000,0.032000,0.032000,0.032000,1823,55,55,55,55,,2012,,
HAT-P-37 b,HAT-P-37 b,,1.16900,0.10300,0.10300,0.10300,0.10300,1.178,0.077,0.077,0.077,0.077,2.79743600,0.00000700,0.00000700,0.00000700,0.00000700,0.058000,0.038000,0.038000,0.038000,0.038000,1271,47,47,47,47,,2012,,
HAT-P-38 b,HAT-P-38 b,,0.26700,0.02000,0.02000,0.02000,0.02000,0.825,0.063,0.092,0.063,0.092,4.64038200,0.00003200,0.00003200,0.00003200,0.00003200,0.067000,0.047000,0.047000,0.047000,0.047000,1082,55,55,55,55,,2012,,
HAT-P-39 b,HAT-P-39 b,,0.59900,0.09900,0.09900,0.09900,0.09900,1.571,0.081,0.108,0.081,0.108,3.54387000,0.00000500,0.00000500,0.00000500,0.00000500,0.000000,,,,,1752,43,43,43,43,,2012,,
HAT-P-40 b,HAT-P-40 b,,0.61500,0.03800,0.03800,0.03800,0.03800,1.730,0.062,0.062,0.062,0.062,4.45724300,0.00001000,0.00001000,0.00001000,0.00001000,0.000000,,,,,1770,33,33,33,33,,2012,,
HAT-P-41 b,HAT-P-41 b,,0.80000,0.10200,0.10200,0.10200,0.10200,1.685,0.051,0.076,0.051,0.076,2.69404700,0.00000400,0.00000400,0.00000400,0.00000400,0.000000,,,,,1941,38,38,38,38,,2012,,
HAT-P-42 b,HAT-P-42 b,,1.04400,0.08300,0.08300,0.08300,0.08300,1.280,0.153,0.153,0.153,0.153,4.64187800,0.00003200,0.00003200,0.00003200,0.00003200,0.000000,,,,,1428,60,60,60,60,,2013,,
HAT-P-43 b,HAT-P-43 b,,0.66200,0.06000,0.06000,0.06000,0.06000,1.281,0.033,0.062,0.033,0.062,3.33268700,0.00001500,0.00001500,0.00001500,0.00001500,0.000000,,,,,1361,25,25,25,25,,2013,,
HAT-P-44 b,HAT-P-44 b,,0.35200,0.02900,0.02900,0.02900,0.02900,1.242,0.051,0.106,0.051,0.106,4.30121900,0.00001900,0.00001900,0.00001900,0.00001900,0.044000,0.052000,0.052000,0.052000,0.052000,1108,32,51,32,51,,2014,,
HAT-P-44 c,HAT-P-44 c,,4.00000,0.80000,1.40000,0.80000,1.40000,,,,,,872.20000000,1.70000000,1.70000000,1.70000000,1.70000000,0.494000,0.081000,0.081000,0.081000,0.081000,,,,,,,2014,,
HAT-P-45 b,HAT-P-45 b,,0.89200,0.09900,0.13700,0.09900,0.13700,1.426,0.087,0.175,0.087,0.175,3.12899200,0.00002100,0.00002100,0.00002100,0.00002100,0.049000,0.063000,0.063000,0.063000,0.063000,1652,52,90,52,90,,2014,,
HD 86081 b,HD 86081 b,,1.50000,,,,,,,,,,2.13750000,0.00020000,0.00020000,0.00020000,0.00020000,0.008000,0.004000,0.004000,0.004000,0.004000,,,,,,,2006,,
HD 86226 b,HD 86226 b,,0.92000,0.10000,0.10000,0.10000,0.10000,,,,,,1695.00000000,58.00000000,58.00000000,58.00000000,58.00000000,0.150000,0.090000,0.090000,0.090000,0.090000,,,,,,,2010,,
HD 87883 b,HD 87883 b,,1.78000,0.34000,0.34000,0.34000,0.34000,,,,,,2754.00000000,87.00000000,87.00000000,87.00000000,87.00000000,0.530000,0.120000,0.120000,0.120000,0.120000,,,,,,,2009,,
HD 88133 b,HD 88133 b,,1.02000,0.28000,0.61000,0.28000,0.61000,,,,,,3.41486740,0.00004730,0.00004570,0.00004730,0.00004570,0.050000,0.030000,0.030000,0.030000,0.030000,,,,,,,2005,,
HD 89744 b,HD 89744 b,,8.44000,0.23000,0.23000,0.23000,0.23000,,,,,,256.78000000,0.05000000,0.05000000,0.05000000,0.05000000,0.673000,0.007000,0.007000,0.007000,0.007000,,,,,,,2000,,
HD 90156 b,HD 90156 b,,0.05700,0.00500,0.00500,0.00500,0.00500,,,,,,49.77000000,0.07000000,0.07000000,0.07000000,0.07000000,0.310000,0.100000,0.100000,0.100000,0.100000,,,,,,,2011,,
HD 93083 b,HD 93083 b,,0.37000,,,,,,,,,,143.58000000,0.60000000,0.60000000,0.60000000,0.60000000,0.140000,0.030000,0.030000,0.030000,0.030000,,,,,,,2005,,
HD 95086 b,HD 95086 b,,5.00000,2.00000,2.00000,2.00000,2.00000,,,,,,,,,,,,,,,,1000,200,200,200,200,,2013,,
HD 95127 b,HD 95127 b,,5.01000,0.44000,0.61000,0.44000,0.61000,,,,,,482.00000000,5.00000000,5.00000000,5.00000000,5.00000000,0.110000,0.060000,0.150000,0.060000,0.150000,,,,,,,2015,,
