pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
Kepler-240,Kepler-240,,,,0.74,0.30,0.30,,,,,,0.089,,,4985.00,200.00,200.00,,15.660,,,
Kepler-241,Kepler-241,,,,0.67,0.29,0.29,,,,,,-0.243,,,4699.00,200.00,200.00,,15.389,,,
Kepler-242,Kepler-242,,,,0.85,0.52,0.52,,,,,,0.103,,,5020.00,200.00,200.00,,15.376,,,
Kepler-243,Kepler-243,0.89,,,0.84,0.40,0.40,,,,,,0.241,,,5228.00,200.00,200.00,,15.086,,,
Kepler-244,Kepler-244,,,,0.80,0.34,0.34,,,,,,-0.191,,,5554.00,200.00,200.00,,15.604,,,
Kepler-245,Kepler-245,0.80,,,0.80,0.05,0.05,,,,,,-0.028,,,5100.00,100.00,100.00,,15.599,,,
Kepler-246,Kepler-246,0.86,,,0.83,0.42,0.42,,,,,,0.143,,,5206.00,200.00,200.00,,15.024,,,
Kepler-247,Kepler-247,,,,0.77,0.21,0.21,,,,,,0.169,,,5100.00,200.00,200.00,,15.067,,,
Kepler-248,Kepler-248,,,,0.83,0.10,0.10,,,,,,0.171,,,5190.00,161.00,161.00,,15.258,,,
Kepler-249,Kepler-249,,,,0.48,0.02,0.02,,,,,,0.221,,,3568.00,150.00,150.00,,15.234,,,
Kepler-250,Kepler-250,0.80,,,0.81,0.46,0.46,,,,,,0.063,,,5160.00,200.00,200.00,,15.460,,,
Kepler-251,Kepler-251,0.91,,,0.89,0.15,0.15,,,,,,-0.156,,,5526.00,100.00,100.00,,15.223,,,
Kepler-252,Kepler-252,0.52,,,0.55,0.03,0.03,,,,,,-0.670,,,4208.00,150.00,150.00,,15.058,,,
Kepler-253,Kepler-253,,,,0.79,0.32,0.32,,,,,,0.052,,,5208.00,200.00,200.00,,15.532,,,
Kepler-254,Kepler-254,,,,0.91,0.43,0.43,,,,,,-0.191,,,5957.00,200.00,200.00,,15.843,,,
Kepler-255,Kepler-255,0.97,,,0.93,0.37,0.37,,,,,,0.212,,,5573.00,200.00,200.00,,15.596,,,
Kepler-256,Kepler-256,1.02,,,1.30,0.32,0.32,,,,,,0.061,,,5551.00,111.00,111.00,,15.065,,,
Kepler-257,Kepler-257,,,,1.04,0.52,0.52,,,,,,0.315,,,5180.00,200.00,200.00,,15.471,,,
Kepler-258,Kepler-258,0.80,,,0.92,0.61,0.61,,,,,,0.415,,,4942.00,200.00,200.00,,15.223,,,
Kepler-259,Kepler-259,,,,0.90,0.43,0.43,,,,,,-0.165,,,5938.00,200.00,200.00,,15.219,,,
Kepler-260,Kepler-260,0.88,,,0.86,0.23,0.23,,,,,,-0.034,,,5250.00,257.00,257.00,,14.138,,,
Kepler-261,Kepler-261,0.87,,,0.79,0.05,0.05,,,,,,0.140,,,5098.00,100.00,100.00,,13.562,,,
Kepler-262,Kepler-262,,,,0.88,0.36,0.36,,,,,,-0.115,,,5841.00,200.00,200.00,,14.246,,,
Kepler-263,Kepler-263,,,,0.79,0.43,0.43,,,,,,-0.110,,,5265.00,200.00,200.00,,15.391,,,
Kepler-264,Kepler-264,1.32,,,1.55,0.31,0.31,,,,,,-0.190,,,6158.00,100.00,100.00,,13.038,,,
Kepler-265,Kepler-265,1.03,,,1.10,0.23,0.23,,,,,,-0.311,,,5835.00,118.00,118.00,,15.381,,,
Kepler-266,Kepler-266,0.99,,,1.03,0.50,0.50,,,,,,0.106,,,5885.00,250.00,250.00,,15.590,,,
Kepler-279,Kepler-279,1.10,0.13,0.16,1.75,0.32,0.32,,,,,,-0.570,,,6363.00,259.00,259.00,,13.659,,,
Kepler-267,Kepler-267,0.56,,,0.56,0.02,0.02,,,,,,0.028,,,4258.00,100.00,100.00,,15.438,,,
Kepler-268,Kepler-268,,,,1.27,0.23,0.23,,,,,,-0.114,,,6081.00,100.00,100.00,,13.703,,,
Kepler-269,Kepler-269,0.98,,,0.96,0.43,0.43,,,,,,0.020,,,5847.00,250.00,250.00,,15.808,,,
Kepler-270,Kepler-270,,,,1.46,0.28,0.28,,,,,,-0.151,,,6067.00,100.00,100.00,,13.908,,,
Kepler-272,Kepler-272,0.79,,,0.93,0.50,0.50,,,,,,-0.161,,,5297.00,200.00,200.00,,14.678,,,
Kepler-273,Kepler-273,,,,0.81,0.46,0.46,,,,,,-0.478,,,5626.00,200.00,200.00,,14.968,,,
Kepler-274,Kepler-274,,,,1.01,0.54,0.54,,,,,,-0.188,,,6023.00,200.00,200.00,,15.035,,,
Kepler-275,Kepler-275,1.24,,,1.38,0.26,0.26,,,,,,0.184,,,6165.00,100.00,100.00,,15.319,,,
Kepler-276,Kepler-276,1.10,0.14,0.22,1.05,0.48,0.48,,,,,,0.012,,,6105.00,200.00,200.00,,15.368,,,
Kepler-277,Kepler-277,1.12,0.11,0.19,1.69,0.36,0.42,,,,,,-0.315,,,5946.00,,,,13.420,,,
Kepler-278,Kepler-278,,,,2.94,0.07,0.07,,,,,,0.422,,,4991.00,75.00,75.00,,11.584,,,
Kepler-280,Kepler-280,0.91,,,0.89,0.43,0.43,,,,,,-0.169,,,5744.00,200.00,200.00,,14.466,,,
Kepler-281,Kepler-281,0.98,,,0.90,0.35,0.35,,,,,,0.012,,,5723.00,200.00,200.00,,15.773,,,
Kepler-282,Kepler-282,0.97,0.12,0.10,0.90,0.21,0.21,,,,,,-0.374,,,5602.00,155.00,155.00,,15.204,,,
Kepler-283,Kepler-283,,,,0.57,0.02,0.02,,,,,,-0.260,,,4351.00,100.00,100.00,,15.847,,,
Kepler-284,Kepler-284,,,,0.81,0.36,0.36,,,,,,-0.145,,,5615.00,200.00,200.00,,15.824,,,
Kepler-285,Kepler-285,0.85,,,0.81,0.35,0.35,,,,,,-0.063,,,5411.00,200.00,200.00,,15.173,,,
Kepler-286,Kepler-286,,,,0.86,0.17,0.17,,,,,,-0.165,,,5580.00,131.00,131.00,,15.587,,,
Kepler-287,Kepler-287,,,,1.03,0.47,0.47,,,,,,-0.077,,,5806.00,200.00,200.00,,14.775,,,
Kepler-288,Kepler-288,0.89,,,1.09,0.52,0.52,,,,,,-0.219,,,5918.00,250.00,250.00,,15.151,,,
Kepler-289,Kepler-289,1.08,0.02,0.02,1.00,0.02,0.02,0.650,0.440,0.440,,,0.050,0.040,0.040,5990.00,38.00,38.00,,13.956,,,
Kepler-290,Kepler-290,,,,0.74,0.38,0.38,,,,,,-0.061,,,5147.00,200.00,200.00,,15.596,,,
Kepler-291,Kepler-291,1.03,,,1.02,0.44,0.44,,,,,,0.070,,,6002.00,200.00,200.00,,15.934,,,
Kepler-292,Kepler-292,0.88,,,0.83,0.07,0.07,,,,,,0.077,,,5299.00,100.00,100.00,,15.956,,,
Kepler-293,Kepler-293,1.01,,,0.96,0.40,0.40,,,,,,0.134,,,5804.00,200.00,200.00,,15.368,,,
Kepler-294,Kepler-294,,,,0.98,0.46,0.46,,,,,,-0.001,,,5913.00,200.00,200.00,,15.843,,,
Kepler-295,Kepler-295,,,,0.90,0.47,0.47,,,,,,-0.332,,,5603.00,200.00,200.00,,14.447,,,
Kepler-296,Kepler-296,0.50,0.09,0.07,0.48,0.09,0.07,,,,,,-0.080,0.300,0.280,3740.00,130.00,130.00,,15.921,,,
Kepler-297,Kepler-297,,,,0.92,0.17,0.17,,,,,,-0.120,,,5619.00,100.00,100.00,,14.232,,,
Kepler-298,Kepler-298,0.65,,,0.58,0.03,0.03,,,,,,-0.121,,,4465.00,100.00,100.00,,15.415,,,
Kepler-299,Kepler-299,0.97,,,1.03,0.21,0.21,,,,,,-0.052,,,5617.00,112.00,112.00,,15.017,,,
Kepler-300,Kepler-300,0.94,,,0.90,0.41,0.41,,,,,,-0.238,,,5986.00,200.00,200.00,,14.201,,,
Kepler-301,Kepler-301,0.91,,,0.90,0.48,0.48,,,,,,-0.178,,,5815.00,200.00,200.00,,14.271,,,
Kepler-302,Kepler-302,,,,1.22,0.25,0.25,,,,,,-0.238,,,5740.00,107.00,107.00,,15.505,,,
Kepler-303,Kepler-303,0.59,,,0.48,0.03,0.03,,,,,,0.102,,,3944.00,150.00,150.00,,14.390,,,
Kepler-305,Kepler-305,0.76,0.06,0.13,0.79,0.05,0.05,,,,,,-0.071,,,5100.00,100.00,100.00,,15.812,,,
Kepler-306,Kepler-306,0.82,,,0.72,0.04,0.04,,,,,,0.155,,,4954.00,100.00,100.00,,15.565,,,
Kepler-307,Kepler-307,0.91,0.03,0.03,0.81,0.02,0.02,,,,,,0.190,0.100,0.100,5367.00,94.00,94.00,,14.072,,,
Kepler-308,Kepler-308,,,,0.94,0.45,0.45,,,,,,-0.112,,,5895.00,200.00,200.00,,15.809,,,
Kepler-309,Kepler-309,,,,0.72,0.04,0.04,,,,,,0.415,,,4713.00,100.00,100.00,,15.157,,,
Kepler-310,Kepler-310,0.85,,,0.88,0.41,0.41,,,,,,-0.299,,,5797.00,200.00,200.00,,14.279,,,
Kepler-311,Kepler-311,1.06,,,1.19,0.23,0.23,,,,,,-0.057,,,5905.00,131.00,131.00,,13.797,,,
Kepler-312,Kepler-312,1.23,,,1.47,0.28,0.28,,,,,,0.076,,,6115.00,100.00,100.00,,12.949,,,
Kepler-313,Kepler-313,0.90,,,1.54,0.16,0.16,,,,,,-0.112,,,5727.00,100.00,100.00,,14.167,,,
Kepler-314,Kepler-314,1.02,,,0.95,0.14,0.14,,,,,,0.157,,,5378.00,100.00,100.00,,12.557,,,
Kepler-315,Kepler-315,0.78,,,1.04,0.20,0.20,,,,,,-0.403,,,5796.00,108.00,108.00,,15.321,,,
Kepler-316,Kepler-316,0.53,,,0.52,0.05,0.05,,,,,,-0.480,,,4204.00,200.00,200.00,,15.224,,,
Kepler-317,Kepler-317,0.95,,,0.94,0.43,0.43,,,,,,0.258,,,5497.00,200.00,200.00,,15.377,,,
Kepler-332,Kepler-332,0.80,,,0.72,0.04,0.04,,,,,,0.050,,,4955.00,100.00,100.00,,14.017,,,
Kepler-318,Kepler-318,1.05,,,1.19,0.21,0.21,,,,,,0.145,,,5746.00,100.00,100.00,,13.297,,,
Kepler-319,Kepler-319,1.29,,,0.90,0.12,0.12,,,,,,0.487,,,5526.00,100.00,100.00,,13.828,,,
Kepler-320,Kepler-320,,,,1.11,0.52,0.52,,,,,,-0.244,,,6435.00,200.00,200.00,,13.474,,,
Kepler-321,Kepler-321,1.01,,,1.19,0.23,0.23,,,,,,,,,5740.00,100.00,100.00,,12.706,,,
Kepler-322,Kepler-322,0.91,,,0.89,0.10,0.10,,,,,,-0.060,,,5388.00,100.00,100.00,,13.530,,,
Kepler-323,Kepler-323,1.09,,,1.18,0.23,0.23,,,,,,-0.078,,,5987.00,150.00,150.00,,12.722,,,
Kepler-324,Kepler-324,0.86,,,0.84,0.07,0.07,,,,,,-0.009,,,5194.00,100.00,100.00,,14.122,,,
Kepler-325,Kepler-325,0.87,,,1.00,0.50,0.50,,,,,,-0.171,,,5752.00,200.00,200.00,,15.009,,,
Kepler-326,Kepler-326,0.98,,,0.80,0.05,0.05,,,,,,0.133,,,5105.00,100.00,100.00,,13.693,,,
Kepler-327,Kepler-327,0.55,,,0.49,0.02,0.02,,,,,,-0.042,,,3799.00,100.00,100.00,,15.018,,,
Kepler-328,Kepler-328,1.15,0.16,0.22,1.06,0.11,0.44,,,,,,0.090,,,5914.00,,,,15.674,,,
Kepler-329,Kepler-329,0.53,,,0.52,0.05,0.05,,,,,,-0.572,,,4257.00,200.00,200.00,,15.434,,,
Kepler-330,Kepler-330,0.78,,,0.72,0.27,0.27,,,,,,-0.097,,,5117.00,200.00,200.00,,15.261,,,
Kepler-331,Kepler-331,0.51,,,0.49,0.05,0.05,,,,,,-0.850,,,4347.00,200.00,200.00,,15.862,,,
Kepler-333,Kepler-333,0.54,,,0.53,0.05,0.05,,,,,,-0.472,,,4259.00,200.00,200.00,,14.731,,,
Kepler-334,Kepler-334,1.00,,,1.07,0.19,0.19,,,,,,-0.074,,,5828.00,100.00,100.00,,12.776,,,
Kepler-335,Kepler-335,0.99,,,1.85,0.35,0.35,,,,,,-0.106,,,5877.00,112.00,112.00,,13.996,,,
Kepler-336,Kepler-336,0.89,,,1.30,0.23,0.23,,,,,,-0.401,,,5867.00,100.00,100.00,,13.598,,,
Kepler-337,Kepler-337,0.96,,,1.76,0.48,0.48,,,,,,-0.131,,,5684.00,175.00,175.00,,12.727,,,
Kepler-338,Kepler-338,1.10,,,1.74,0.08,0.08,,,,,,-0.106,,,5923.00,77.00,77.00,,12.119,,,
Kepler-339,Kepler-339,0.84,,,0.80,0.36,0.36,,,,,,-0.237,,,5631.00,200.00,200.00,,14.531,,,
Kepler-340,Kepler-340,2.11,,,1.85,0.42,0.42,,,,,,-0.094,,,6620.00,376.00,376.00,,12.345,,,
Kepler-341,Kepler-341,0.94,,,1.02,0.52,0.52,,,,,,-0.139,,,6012.00,200.00,200.00,,14.601,,,
Kepler-343,Kepler-343,1.04,,,1.43,0.26,0.26,,,,,,-0.138,,,5807.00,100.00,100.00,,14.128,,,
Kepler-344,Kepler-344,0.90,,,0.98,0.45,0.45,,,,,,-0.097,,,5774.00,200.00,200.00,,15.378,,,
Kepler-345,Kepler-345,0.59,,,0.62,0.03,0.03,,,,,,-0.266,,,4504.00,100.00,100.00,,14.028,,,
Kepler-346,Kepler-346,0.97,,,1.02,0.48,0.48,,,,,,-0.031,,,6033.00,200.00,200.00,,15.214,,,
Kepler-347,Kepler-347,1.04,,,1.00,0.46,0.46,,,,,,-0.068,,,6088.00,200.00,200.00,,14.513,,,
Kepler-348,Kepler-348,1.15,,,1.36,0.25,0.25,,,,,,-0.039,,,6177.00,100.00,100.00,,12.556,,,
Kepler-349,Kepler-349,0.97,,,0.93,0.35,0.35,,,,,,-0.091,,,5956.00,200.00,200.00,,14.746,,,
Kepler-350,Kepler-350,1.00,0.12,0.20,1.53,0.31,0.31,,,,,,-0.308,,,6186.00,100.00,100.00,,13.781,,,
Kepler-352,Kepler-352,0.79,,,0.78,0.05,0.05,,,,,,-0.175,,,5212.00,100.00,100.00,,12.957,,,
Kepler-353,Kepler-353,0.54,,,0.50,0.02,0.02,,,,,,-0.194,,,3903.00,100.00,100.00,,15.773,,,
Kepler-354,Kepler-354,0.65,,,0.67,0.21,0.21,,,,,,-0.036,,,4648.00,200.00,200.00,,15.549,,,
Kepler-355,Kepler-355,1.05,,,1.07,0.48,0.48,,,,,,-0.051,,,6184.00,250.00,250.00,,15.087,,,
Kepler-356,Kepler-356,0.97,,,1.33,0.24,0.24,,,,,,-0.325,,,6133.00,100.00,100.00,,12.992,,,
Kepler-357,Kepler-357,0.78,,,0.83,0.49,0.49,,,,,,0.051,,,5036.00,200.00,200.00,,15.565,,,
Kepler-358,Kepler-358,0.95,,,0.95,0.48,0.48,,,,,,-0.027,,,5908.00,200.00,200.00,,15.375,,,
WASP-117,WASP-117,1.13,0.03,0.03,1.17,0.06,0.07,4.600,2.000,2.000,,,-0.110,0.140,0.140,6038.00,88.00,88.00,,10.150,,,
WD 0806-661,WD 0806-661,0.62,0.03,0.03,,,,1.500,0.300,0.500,,,,,,,,,,,,,
WTS-1,WTS-1,1.20,0.10,0.10,1.15,0.12,0.10,2.550,1.950,1.950,,,-0.500,0.500,0.500,6250.00,200.00,200.00,,16.130,0.040,0.040,
WISEP J121756.91+162640.2 A,WISEP J121756.91+162640.2 A,0.03,0.01,0.01,0.09,0.00,0.00,6.000,2.000,2.000,,,,,,575.00,25.00,25.00,,,,,
XO-1,XO-1,1.03,,0.06,0.94,,0.02,,,,,,,,,5750.00,,75.00,,11.190,0.030,0.030,
XO-2 N,XO-2 N,0.97,0.05,0.05,1.01,0.07,0.10,7.900,3.000,2.300,,,0.430,0.050,0.050,5332.00,57.00,57.00,,11.138,0.026,0.026,
XO-2 S,XO-2 S,0.98,0.05,0.05,1.02,0.07,0.09,7.100,2.900,2.500,,,0.390,0.050,0.050,5399.00,55.00,55.00,,11.086,0.025,0.025,
XO-3,XO-3,1.21,,0.07,1.38,,0.08,,,,,,,,,6429.00,,100.00,,,,,
XO-5,XO-5,1.04,0.03,0.03,1.13,0.03,0.03,,,,,,0.050,0.060,0.060,5430.00,70.00,70.00,,12.130,0.030,0.030,
WASP-106,WASP-106,1.19,0.05,0.05,1.39,0.03,0.05,7.000,2.000,2.000,,,-0.090,0.090,0.090,6055.00,136.00,136.00,,11.210,0.110,0.110,
HATS-9,HATS-9,1.03,0.04,0.04,1.50,0.04,0.10,10.800,1.500,1.500,,,0.340,0.050,0.050,5366.00,70.00,70.00,,13.276,0.010,0.010,
HATS-10,HATS-10,1.10,0.05,0.05,1.10,0.04,0.06,3.300,1.700,1.700,,,0.150,0.100,0.100,5880.00,120.00,120.00,,13.113,0.010,0.010,
Kepler-449,Kepler-449,0.97,0.05,0.05,1.47,0.03,0.03,,,,,,,,,,,,,11.411,,,
Kepler-450,Kepler-450,1.35,0.08,0.08,1.57,0.09,0.09,,,,,,,,,,,,,11.684,,,
HAT-P-55,HAT-P-55,1.01,0.04,0.04,1.01,0.04,0.04,4.200,1.700,1.700,,,-0.030,0.080,0.080,5808.00,50.00,50.00,,13.207,0.039,0.039,
Kepler-452,Kepler-452,1.04,0.05,0.05,1.11,0.09,0.15,6.000,2.000,2.000,,,0.210,0.090,0.090,5757.00,85.00,85.00,,13.426,,,
HAT-P-56,HAT-P-56,1.30,0.04,0.04,1.43,0.03,0.03,2.010,0.350,0.350,,,-0.077,0.080,0.080,6566.00,50.00,50.00,,10.908,0.036,0.036,
Kepler-432,Kepler-432,1.32,0.07,0.10,4.06,0.08,0.12,4.200,1.000,0.800,,,-0.070,0.100,0.100,4995.00,78.00,78.00,,12.465,0.060,0.060,
Kepler-444,Kepler-444,0.76,0.04,0.04,0.75,0.01,0.01,11.230,0.990,0.910,,,-0.550,0.070,0.070,5046.00,74.00,74.00,,8.880,0.020,0.020,
Kepler-445,Kepler-445,0.18,0.04,0.04,0.21,0.03,0.03,,,,,,0.270,0.130,0.130,3157.00,60.00,60.00,,17.475,,,
Kepler-446,Kepler-446,0.22,0.05,0.05,0.24,0.04,0.04,,,,,,-0.300,0.120,0.120,3359.00,60.00,60.00,,16.257,,,
2MASS J04414489+2301513,2MASS J04414489+2301513,0.02,,,,,,0.001,,,,,,,,,,,,,,,
Kepler-1602,Kepler-1602,1.22,0.11,0.20,1.36,0.22,0.58,2.510,0.850,1.130,,,0.020,0.168,0.119,6296.00,152.70,217.69,,13.352,,,
Kepler-1603,Kepler-1603,1.21,0.10,0.15,1.31,0.18,0.48,2.820,1.080,0.863,,,0.070,0.141,0.140,6241.00,168.54,116.66,,15.332,,,
Kepler-1604,Kepler-1604,0.81,0.04,0.03,0.76,0.03,0.03,4.170,2.450,6.160,,,0.020,0.164,0.151,4976.00,51.36,49.62,,14.915,,,
Kepler-1605,Kepler-1605,0.86,0.04,0.04,0.82,0.05,0.06,4.680,2.910,6.160,,,-0.010,0.157,0.150,5280.00,59.11,56.11,,12.429,,,
Kepler-1606,Kepler-1606,0.90,0.04,0.04,0.86,0.05,0.08,4.270,2.670,5.690,,,0.010,0.162,0.144,5422.00,63.50,59.86,,15.139,,,
Kepler-1607,Kepler-1607,1.14,0.10,0.14,1.21,0.18,0.43,3.160,1.430,1.370,,,0.050,0.146,0.135,6116.00,199.25,118.51,,13.897,,,
Kepler-1608,Kepler-1608,0.75,0.07,0.05,0.72,0.07,0.05,5.130,3.240,5.760,,,-0.240,0.239,0.201,4992.00,72.99,119.01,,15.889,,,
Kepler-1609,Kepler-1609,1.18,0.09,0.16,1.27,0.17,0.51,3.020,1.300,1.080,,,0.100,0.126,0.145,6132.00,146.65,88.96,,15.015,,,
Kepler-1610,Kepler-1610,0.91,0.04,0.04,0.87,0.04,0.09,4.680,3.010,6.300,,,0.100,0.145,0.154,5383.00,82.73,61.72,,15.850,,,
Kepler-1611,Kepler-1611,0.94,0.05,0.04,0.93,0.07,0.17,5.010,3.230,5.060,,,0.010,0.172,0.135,5605.00,122.47,89.65,,14.435,,,
Kepler-1612,Kepler-1612,0.96,0.05,0.05,0.94,0.07,0.16,4.570,2.850,4.120,,,0.030,0.166,0.140,5643.00,130.31,104.98,,14.750,,,
Kepler-1613,Kepler-1613,1.08,0.07,0.08,1.12,0.12,0.24,3.550,1.790,1.930,,,0.010,0.174,0.152,6005.00,111.57,92.89,,14.118,,,
Kepler-1614,Kepler-1614,0.79,0.06,0.05,0.76,0.07,0.05,5.500,3.400,5.700,,,-0.170,0.222,0.173,5121.00,46.14,50.38,,15.923,,,
Kepler-1615,Kepler-1615,1.04,0.06,0.06,1.05,0.09,0.24,3.890,2.190,2.330,,,0.060,0.159,0.147,5865.00,105.58,85.98,,14.553,,,
Kepler-1616,Kepler-1616,1.21,0.10,0.19,1.34,0.19,0.62,2.750,0.988,0.818,,,0.020,0.159,0.127,6266.00,92.78,93.46,,13.499,,,
Kepler-1617,Kepler-1617,1.15,0.08,0.13,1.22,0.15,0.38,3.020,1.300,1.130,,,0.010,0.165,0.123,6167.00,77.96,84.79,,13.630,,,
Kepler-1618,Kepler-1618,1.41,0.15,0.22,1.65,0.29,0.68,1.780,0.400,0.534,,,0.040,0.161,0.130,6620.00,143.89,213.78,,13.606,,,
Kepler-1619,Kepler-1619,1.00,0.07,0.06,1.00,0.09,0.19,4.270,2.480,3.060,,,-0.070,0.220,0.147,5852.00,80.99,90.66,,13.341,,,
Kepler-1620,Kepler-1620,1.15,0.10,0.16,1.23,0.18,0.48,3.020,1.220,1.230,,,0.030,0.156,0.134,6157.00,167.55,120.80,,13.658,,,
Kepler-1621,Kepler-1621,1.15,0.11,0.20,1.24,0.20,0.46,2.690,1.040,1.740,,,0.030,0.160,0.133,6158.00,219.74,276.88,,15.015,,,
Kepler-1622,Kepler-1622,1.31,0.13,0.22,1.50,0.26,0.69,2.190,0.607,0.750,,,0.040,0.145,0.133,6436.00,172.76,154.47,,13.385,,,
Kepler-1623,Kepler-1623,1.00,0.07,0.07,1.00,0.11,0.23,4.270,2.540,3.370,,,0.040,0.171,0.143,5772.00,187.15,140.28,,14.951,,,
Kepler-1624,Kepler-1624,0.50,0.04,0.03,0.47,0.04,0.03,4.470,2.680,5.740,,,0.060,0.118,0.112,3636.00,53.35,58.98,,15.669,,,
Kepler-1625,Kepler-1625,0.96,0.06,0.06,0.94,0.08,0.13,4.370,2.650,4.240,,,0.010,0.189,0.134,5677.00,162.14,107.40,,15.756,,,
Kepler-1626,Kepler-1626,1.51,0.20,0.21,1.85,0.39,0.60,1.550,0.310,0.590,,,0.040,0.147,0.127,6826.00,316.80,286.40,,14.275,,,
Kepler-1627,Kepler-1627,0.87,0.06,0.05,0.84,0.07,0.09,4.680,2.980,6.360,,,-0.100,0.177,0.161,5445.00,121.15,93.89,,13.028,,,
Kepler-1628,Kepler-1628,0.55,0.03,0.04,0.52,0.03,0.04,5.130,3.290,5.690,,,0.170,0.107,0.104,3724.00,48.58,65.64,,16.595,,,
Kepler-1629,Kepler-1629,1.01,0.05,0.05,1.01,0.08,0.19,4.270,2.510,3.200,,,0.050,0.156,0.147,5776.00,74.65,68.39,,12.750,,,
Kepler-1630,Kepler-1630,0.66,0.03,0.05,0.63,0.02,0.05,5.010,3.130,5.800,,,-0.460,0.105,0.225,4736.00,64.28,97.30,,14.150,,,
Kepler-1631,Kepler-1631,0.97,0.06,0.05,0.95,0.08,0.13,4.170,2.450,3.920,,,0.040,0.170,0.151,5679.00,148.91,101.54,,15.524,,,
Kepler-1632,Kepler-1632,1.12,0.10,0.14,1.19,0.17,0.40,3.090,1.350,1.550,,,0.000,0.194,0.131,6137.00,176.47,159.61,,13.093,,,
Kepler-359,Kepler-359,1.07,,,1.09,0.50,0.50,,,,,,-0.039,,,6248.00,250.00,250.00,,15.886,,,
Kepler-360,Kepler-360,0.95,,,1.06,0.50,0.50,,,,,,-0.120,,,6053.00,200.00,200.00,,14.866,,,
Kepler-361,Kepler-361,1.07,,,1.34,0.26,0.26,,,,,,-0.137,,,6169.00,100.00,100.00,,13.573,,,
Kepler-362,Kepler-362,0.77,,,0.72,0.30,0.30,,,,,,-0.718,,,5788.00,200.00,200.00,,14.500,,,
Kepler-363,Kepler-363,1.23,,,1.49,0.23,0.23,,,,,,0.299,,,5593.00,100.00,100.00,,13.353,,,
Kepler-364,Kepler-364,1.20,,,1.28,0.25,0.25,,,,,,-0.026,,,6108.00,125.00,125.00,,13.660,,,
Kepler-365,Kepler-365,0.99,,,1.05,0.49,0.49,,,,,,-0.046,,,6012.00,200.00,200.00,,14.651,,,
Kepler-366,Kepler-366,1.05,,,1.05,0.47,0.47,,,,,,-0.081,,,6209.00,200.00,200.00,,14.842,,,
Kepler-367,Kepler-367,0.75,,,0.69,0.04,0.04,,,,,,0.247,,,4710.00,100.00,100.00,,12.879,,,
Kepler-368,Kepler-368,0.71,,,2.02,0.56,0.56,,,,,,-0.489,,,5502.00,206.00,206.00,,12.848,,,
Kepler-369,Kepler-369,0.54,,,0.47,0.01,0.01,,,,,,0.207,,,3591.00,100.00,100.00,,15.673,,,
Kepler-370,Kepler-370,0.94,,,0.90,0.42,0.42,,,,,,-0.124,,,5852.00,200.00,200.00,,15.198,,,
Kepler-371,Kepler-371,0.94,,,0.99,0.25,0.25,,,,,,-0.223,,,5666.00,146.00,146.00,,13.865,,,
Kepler-372,Kepler-372,1.15,,,1.14,0.49,0.49,,,,,,-0.137,,,6509.00,200.00,200.00,,14.881,,,
Kepler-373,Kepler-373,0.87,,,0.84,0.42,0.42,,,,,,-0.272,,,5787.00,200.00,200.00,,14.514,,,
30 Ari B,30 Ari B,1.16,0.04,0.04,1.13,0.03,0.03,0.910,0.830,0.830,,,0.245,0.195,0.195,6300.00,60.00,60.00,,,,,
51 Peg,51 Peg,1.12,0.06,0.06,1.20,,,4.000,2.500,2.500,,,0.200,0.070,0.070,5793.00,70.00,70.00,,5.500,,,
6 Lyn,6 Lyn,1.70,0.20,0.10,5.20,0.30,0.40,,,,,,-0.130,0.020,0.020,4978.00,18.00,18.00,,,,,
75 Cet,75 Cet,2.49,0.27,0.02,10.50,1.00,1.00,,,,,,0.000,0.040,0.040,4846.00,18.00,18.00,,5.350,,,
AB Pic,AB Pic,,,,,,,0.030,,,,,,,,,,,,9.128,0.019,0.019,
BD+20 1790,BD+20 1790,0.63,0.09,0.09,0.71,0.03,0.03,0.058,0.023,0.023,,,0.300,0.200,0.200,4410.00,,,,,,,
BD-10 3166,BD-10 3166,1.01,,,,,,,,,,,0.382,,,5393.00,,,,10.080,,,
CT Cha,CT Cha,,,,,,,0.002,0.002,0.002,,,,,,,,,,,,,
CoRoT-11,CoRoT-11,1.27,0.05,0.05,1.37,0.03,0.03,2.000,1.000,1.000,,,-0.030,0.080,0.080,6440.00,120.00,120.00,,,,,
CoRoT-17,CoRoT-17,1.04,0.10,0.10,1.59,0.07,0.07,10.700,1.000,1.000,,,0.000,0.100,0.100,5740.00,80.00,80.00,,15.460,,,
CoRoT-20,CoRoT-20,1.14,0.08,0.08,1.02,0.05,0.05,0.100,0.040,0.800,,,0.140,0.120,0.120,5880.00,90.00,90.00,,14.660,,,
CoRoT-26,CoRoT-26,1.09,0.06,0.06,1.79,0.09,0.18,8.600,0.900,1.800,,,0.010,0.130,0.130,5590.00,100.00,100.00,,,,,
CoRoT-3,CoRoT-3,1.37,0.09,0.09,1.56,0.09,0.09,2.200,0.600,0.600,,,,,,6740.00,140.00,140.00,,,,,
