# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-102 e,kepler-102e,,0.0281,0.0063,0.0063,0.0063,0.0063,0.198,0.006,0.006,,,16.14569,3e-05,3e-05,,,0.0,0.0,0.4,,,579.0,,,,,primarytransit,2013,2015-12-09,
Kepler-102 f,kepler-102f,,0.002,0.01,0.01,0.01,0.01,0.079,0.003,0.003,,,27.4536,,,,,,,,,,457.0,,,,,primarytransit,2013,2015-12-09,
Kepler-1020 b,kepler-1020b,,,,,,,0.203,0.008,0.007,,,96.9151496,0.0003632,0.0003632,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1021 b,kepler-1021b,,,,,,,0.208,0.016,0.022,,,13.47469571,3.21e-05,3.21e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1022 b,kepler-1022b,,,,,,,0.211,0.025,0.007,,,10.99469878,1.88e-05,1.88e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1023 b,kepler-1023b,,,,,,,0.235,0.016,0.027,,,62.1387714,0.0002199,0.0002199,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1024 b,kepler-1024b,,,,,,,0.349,0.023,0.024,,,66.4162133,0.0003538,0.0003538,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1025 b,kepler-1025b,,,,,,,0.177,0.02,0.037,,,37.3229493,0.0001363,0.0001363,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1026 b,kepler-1026b,,,,,,,0.197,0.013,0.029,,,36.5156053,0.0001037,0.0001037,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1027 b,kepler-1027b,,,,,,,0.079,0.002,0.004,,,1.9078052,2.46e-06,2.46e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1028 b,kepler-1028b,,,,,,,0.119,0.01,0.013,,,2.51462432,4.95e-06,4.95e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1029 b,kepler-1029b,,,,,,,0.112,0.006,0.007,,,4.41769648,8.9e-06,8.9e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-103 b,kepler-103b,,0.031,0.027,0.027,0.027,0.027,0.3101,0.0035,0.0035,,,15.965316,1.8e-05,1.8e-05,,,0.03,0.03,0.2,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-103 c,kepler-103c,,0.114,0.079,0.079,0.079,0.079,0.4745,0.0046,0.0046,,,179.6133,0.0047,0.0047,,,0.02,0.02,0.19,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-1030 b,kepler-1030b,,,,,,,0.221,0.016,0.011,,,19.32952416,7.474e-05,7.474e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1031 b,kepler-1031b,,,,,,,0.078,0.01,0.019,,,1.22621732,4.51e-06,4.51e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1032 b,kepler-1032b,,,,,,,0.167,0.007,0.009,,,3.29011795,5.05e-06,5.05e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1033 b,kepler-1033b,,,,,,,0.224,0.016,0.037,,,7.56052806,2.405e-05,2.405e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1034 b,kepler-1034b,,,,,,,0.202,0.012,0.015,,,12.12400943,3.32e-05,3.32e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1035 b,kepler-1035b,,,,,,,0.104,0.01,0.025,,,2.71407755,3.71e-06,3.71e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1036 b,kepler-1036b,,,,,,,0.269,0.047,0.012,,,122.8808058,0.000709,0.000709,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1037 b,kepler-1037b,,,,,,,0.114,0.006,0.008,,,1.06378867,1.26e-06,1.26e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1038 b,kepler-1038b,,,,,,,0.315,0.035,0.046,,,148.4603382,0.0006894,0.0006894,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1039 b,kepler-1039b,,,,,,,0.13,0.02,0.008,,,0.93488424,8.7e-07,8.7e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-104 b,kepler-104b,,,,,,,0.277,0.047,0.047,,,11.427548,1.5e-05,1.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-104 c,kepler-104c,,,,,,,0.279,0.049,0.049,,,23.668205,5.6e-05,5.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-104 d,kepler-104d,,,,,,,0.319,0.054,0.054,,,51.755394,0.00016,0.00016,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-1040 b,kepler-1040b,,,,,,,0.186,0.009,0.016,,,201.1214,0.001945,0.001945,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1041 b,kepler-1041b,,,,,,,0.262,0.047,0.055,,,24.7576421,0.0001112,0.0001112,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1042 b,kepler-1042b,,,,,,,0.195,0.014,0.01,,,10.13202575,3.028e-05,3.028e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1043 b,kepler-1043b,,,,,,,0.227,0.021,0.035,,,38.5053398,0.0001785,0.0001785,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1044 b,kepler-1044b,,,,,,,0.238,0.026,0.055,,,6.77408868,1.867e-05,1.867e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1045 b,kepler-1045b,,,,,,,0.24,0.014,0.019,,,26.41045478,7.194e-05,7.194e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1046 b,kepler-1046b,,,,,,,0.153,0.01,0.011,,,14.37508035,4.094e-05,4.094e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1047 b,kepler-1047b,,,,,,,0.186,0.015,0.023,,,56.1886887,0.0002756,0.0002756,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1047 c,kepler-1047c,,,,,,,0.088,0.008,0.012,,,3.18897601,2.038e-05,2.038e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1048 b,kepler-1048b,,,,,,,0.144,0.007,0.008,,,6.92101021,2.415e-05,2.415e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1049 b,kepler-1049b,,,,,,,0.085,0.014,0.009,,,3.27346074,5.31e-06,5.31e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-105 c,kepler-105c,,0.014,0.003,0.003,0.003,0.003,0.117,0.006,0.006,,,7.125939,1.7e-05,1.7e-05,,,,,,,,,,,,,primarytransit,2014,2016-03-16,
Kepler-1050 b,kepler-1050b,,,,,,,0.143,0.016,0.043,,,15.3787546,6.915e-05,6.915e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1050 c,kepler-1050c,,,,,,,0.132,0.014,0.031,,,21.1284569,0.000112,0.000112,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1051 b,kepler-1051b,,,,,,,0.303,0.06,0.11,,,25.96200249,8.634e-05,8.634e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1052 b,kepler-1052b,,,,,,,0.261,0.028,0.048,,,34.8538276,0.000126,0.000126,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1053 b,kepler-1053b,,,,,,,0.087,0.004,0.004,,,2.41435165,2.54e-06,2.54e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1054 b,kepler-1054b,,,,,,,0.235,0.047,0.103,,,4.30655689,1.426e-05,1.426e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1055 b,kepler-1055b,,,,,,,0.11,0.005,0.006,,,2.29503623,3.47e-06,3.47e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1056 b,kepler-1056b,,,,,,,0.269,0.054,0.119,,,27.495606,0.0001457,0.0001457,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1057 b,kepler-1057b,,,,,,,0.3,0.046,0.098,,,14.08827448,4.045e-05,4.045e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1058 b,kepler-1058b,,,,,,,0.243,0.029,0.01,,,110.96546,0.001146,0.001146,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1059 b,kepler-1059b,,,,,,,0.154,0.013,0.011,,,3.76419105,9.54e-06,9.54e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-106 b,kepler-106b,,0.00047,0.0088,0.0088,0.0088,0.0088,0.073,0.01,0.01,,,6.16486,,,,,,,,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-106 c,kepler-106c,,0.03285,0.01,0.01,0.01,0.01,0.223,0.029,0.029,,,13.5708,,,,,,,,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-106 d,kepler-106d,,0.025,0.025,0.0,0.025,0.0,0.085,0.012,0.012,,,23.9802,,,,,,,,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-106 e,kepler-106e,,0.03514,0.018,0.018,0.018,0.018,0.228,0.029,0.029,,,43.8445,,,,,,,,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-1060 b,kepler-1060b,,,,,,,0.212,0.026,0.04,,,46.8779367,0.000305,0.000305,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1061 b,kepler-1061b,,,,,,,0.177,0.033,0.01,,,2.75798267,3.88e-06,3.88e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1062 b,kepler-1062b,,,,,,,0.157,0.009,0.008,,,9.30412078,2.394e-05,2.394e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1063 b,kepler-1063b,,,,,,,0.133,0.017,0.036,,,14.07971466,2.871e-05,2.871e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1064 b,kepler-1064b,,,,,,,0.138,0.004,0.006,,,16.54080322,4.111e-05,4.111e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1065 b,kepler-1065b,,,,,,,0.333,0.032,0.057,,,3.60930891,5.1e-06,5.1e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1065 c,kepler-1065c,,,,,,,0.143,0.015,0.021,,,2.37030743,1.691e-05,1.691e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1066 b,kepler-1066b,,,,,,,0.211,0.029,0.045,,,1.93155984,1.57e-06,1.57e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1067 b,kepler-1067b,,,,,,,0.071,0.005,0.011,,,0.76212926,2.73e-06,2.73e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1068 b,kepler-1068b,,,,,,,0.324,0.033,0.079,,,16.92344113,5.446e-05,5.446e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1069 b,kepler-1069b,,,,,,,0.143,0.012,0.028,,,23.8990296,0.0001497,0.0001497,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-107 b,kepler-107b,,,,,,,0.141,0.005,0.005,,,3.180026,1.2e-05,1.2e-05,,,0.02,0.02,0.2,,,,,,,,primarytransit,2014,2015-12-15,
Kepler-107 c,kepler-107c,,,,,,,0.1485,0.0058,0.0058,,,4.901441,3e-05,3e-05,,,0.02,0.02,0.26,,,,,,,,primarytransit,2014,2015-12-15,
Kepler-107 d,kepler-107d,,,,,,,0.09492,0.00553,0.00553,,,7.95825,0.00011,0.00011,,,0.14,0.14,0.25,,,,,,,,primarytransit,2014,2015-12-15,
Kepler-107 e,kepler-107e,,,,,,,0.261,0.009,0.009,,,14.749176,3.4e-05,3.4e-05,,,0.02,0.02,0.18,,,,,,,,primarytransit,2014,2015-12-15,
Kepler-1070 b,kepler-1070b,,,,,,,0.154,0.022,0.072,,,6.2216147,1.944e-05,1.944e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1071 b,kepler-1071b,,,,,,,0.212,0.012,0.006,,,6.1799844,1.367e-05,1.367e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1072 b,kepler-1072b,,,,,,,0.141,0.021,0.064,,,1.5690665,2.9e-06,2.9e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1073 b,kepler-1073b,,,,,,,0.205,0.022,0.044,,,8.67888593,2.409e-05,2.409e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1073 c,kepler-1073c,,,,,,,0.146,0.016,0.03,,,4.02582254,1.484e-05,1.484e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1074 b,kepler-1074b,,,,,,,0.112,0.008,0.021,,,5.94566534,1.443e-05,1.443e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1075 b,kepler-1075b,,,,,,,0.127,0.029,0.014,,,1.52372816,2.7e-06,2.7e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1076 b,kepler-1076b,,,,,,,0.071,0.003,0.004,,,6.14727918,2.112e-05,2.112e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1077 b,kepler-1077b,,,,,,,0.247,0.029,0.062,,,34.3511874,0.0001503,0.0001503,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1078 b,kepler-1078b,,,,,,,0.17,0.029,0.027,,,3.00725242,1.242e-05,1.242e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1079 b,kepler-1079b,,,,,,,0.145,0.025,0.029,,,13.24503188,4.886e-05,4.886e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-108 b,kepler-108b,,,,,,,0.8529,0.0473,0.0473,,,49.18354,0.00018,0.00018,,,0.22,0.12,0.19,,,,,,,,primarytransit,2014,2016-06-15,
Kepler-108 c,kepler-108c,,,,,,,0.734,0.042,0.042,,,190.323494,0.000988,0.000988,,,0.04,0.04,0.19,,,,,,,,primarytransit,2014,2016-06-15,
Kepler-1080 b,kepler-1080b,,,,,,,0.293,0.045,0.101,,,77.2548396,0.0003198,0.0003198,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1081 b,kepler-1081b,,,,,,,0.09,0.006,0.009,,,3.85691855,9.66e-06,9.66e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1082 b,kepler-1082b,,,,,,,0.1,0.012,0.016,,,1.5432066,4.54e-06,4.54e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1083 b,kepler-1083b,,,,,,,0.3,0.056,0.014,,,33.4177993,0.0001854,0.0001854,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1084 b,kepler-1084b,,,,,,,0.099,0.013,0.021,,,2.05333679,4.13e-06,4.13e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1085 b,kepler-1085b,,,,,,,0.644,0.066,0.158,,,219.3217528,0.0008946,0.0008946,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1086 b,kepler-1086b,,,,,,,0.218,0.025,0.031,,,18.78425728,5.283e-05,5.283e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1086 c,kepler-1086c,,,,,,,0.262,0.012,0.01,,,161.5163345,0.0008629,0.0008629,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1087 b,kepler-1087b,,,,,,,0.054,0.004,0.015,,,0.69384285,1.59e-06,1.59e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1088 b,kepler-1088b,,,,,,,0.127,0.009,0.01,,,23.12748644,8.919e-05,8.919e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1089 b,kepler-1089b,,,,,,,0.163,0.03,0.009,,,5.13248562,9.48e-06,9.48e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-109 b,kepler-109b,,0.0041,0.017,0.017,0.017,0.017,0.2086,0.003,0.003,,,6.481637,8e-06,8e-06,,,0.21,0.21,0.09,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-109 c,kepler-109c,,0.00698,0.025,0.025,0.025,0.025,0.235,0.0038,0.0038,,,21.22262,3e-05,3e-05,,,0.03,0.03,0.19,,,,,,,,primarytransit,2014,2015-11-20,
Kepler-1090 b,kepler-1090b,,,,,,,0.201,0.015,0.019,,,198.680179,0.002176,0.002176,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1091 b,kepler-1091b,,,,,,,0.13,0.017,0.032,,,1.43474156,3.27e-06,3.27e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1092 b,kepler-1092b,,,,,,,0.185,0.021,0.033,,,58.6017925,0.0006006,0.0006006,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1093 b,kepler-1093b,,,,,,,0.174,0.022,0.055,,,25.0824626,0.0001211,0.0001211,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1093 c,kepler-1093c,,,,,,,0.175,0.024,0.064,,,89.722292,0.00108,0.00108,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1094 b,kepler-1094b,,,,,,,0.284,0.041,0.107,,,78.1000231,0.0006388,0.0006388,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1095 b,kepler-1095b,,,,,,,0.108,0.011,0.018,,,4.27103091,1.48e-05,1.48e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1096 b,kepler-1096b,,,,,,,0.111,0.007,0.033,,,2.89221751,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1097 b,kepler-1097b,,,,,,,0.291,0.023,0.023,,,187.747029,0.001894,0.001894,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1098 b,kepler-1098b,,,,,,,0.116,0.012,0.021,,,2.54307286,9.59e-06,9.59e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1099 b,kepler-1099b,,,,,,,0.252,0.045,0.038,,,2.16845259,2.8e-06,2.8e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-11 b,kepler-11b,,0.00597803857408,0.00314633609162131,0.00440487052826983,0.00314633609162131,0.00440487052826983,0.16058553053,0.00446070918138849,0.0026764255088331,,,10.30375,0.00016,0.00016,,,0.0,,,,,,,,,,primarytransit,2011,2014-05-27,
Kepler-11 c,kepler-11c,,0.0091243746657,0.00503413774659409,0.00912437466570179,0.00503413774659409,0.00912437466570179,0.256044707012,0.00535285101766619,0.004460638953,,,13.02502,8e-05,8e-05,,,0.0,,,,,,,,,,primarytransit,2011,2014-05-27,
Kepler-11 d,kepler-11d,,0.0229682534688,0.00471950413743196,0.00251706887329705,0.00471950413743196,0.00251706887329705,0.278348252919,0.00624499285394389,0.005352766743,,,22.68719,0.00021,0.00021,,,0.0,,,,,,,,,,primarytransit,2011,2014-05-27,
Kepler-11 e,kepler-11e,,0.03,0.0066,0.0047,0.0066,0.0047,0.374,0.008,0.006,,,31.9959,0.00028,0.00028,,,0.0,,,,,,,,,,primarytransit,2011,2014-11-21,
Kepler-11 f,kepler-11f,,0.00629267218324,0.00283170248245918,0.00251706887329705,0.00283170248245918,0.00251706887329705,0.222143317233,0.00624499285394389,0.00356856734511079,,,46.68876,0.00074,0.00074,,,0.0,,,,,,,,,,primarytransit,2011,2014-05-22,
Kepler-11 g,kepler-11g,,0.95,0.95,0.0,0.95,0.0,0.3274,0.0313,0.0313,,,118.37774,0.00112,0.00112,,,0.0,,,,,,,,,,primarytransit,2011,2014-05-27,
Kepler-110 b,kepler-110b,,,,,,,0.163,0.032,0.032,,,12.691112,3.6e-05,3.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-110 c,kepler-110c,,,,,,,0.197,0.039,0.039,,,31.719775,0.000104,0.000104,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-1100 b,kepler-1100b,,,,,,,0.156,0.026,0.073,,,6.42200058,2.182e-05,2.182e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1101 b,kepler-1101b,,,,,,,0.22,0.019,0.033,,,81.3151059,0.0005693,0.0005693,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1102 b,kepler-1102b,,,,,,,0.237,0.021,0.047,,,51.3285623,0.0003326,0.0003326,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1103 b,kepler-1103b,,,,,,,0.203,0.024,0.054,,,19.79191978,9.543e-05,9.543e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1104 b,kepler-1104b,,,,,,,0.11,0.009,0.012,,,5.03728015,1.378e-05,1.378e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1105 b,kepler-1105b,,,,,,,0.179,0.022,0.005,,,4.42157218,9.77e-06,9.77e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1106 b,kepler-1106b,,,,,,,0.147,0.021,0.044,,,1.25275217,2.15e-06,2.15e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1107 b,kepler-1107b,,,,,,,0.12,0.007,0.009,,,0.57103852,4.2e-07,4.2e-07,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1108 b,kepler-1108b,,,,,,,0.13,0.01,0.012,,,4.51005748,1.33e-05,1.33e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1109 b,kepler-1109b,,,,,,,0.195,0.021,0.039,,,37.6467384,0.000212,0.000212,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-111 b,kepler-111b,,,,,,,0.141,0.018,0.018,,,3.341815,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-111 c,kepler-111c,,,,,,,0.651,0.081,0.081,,,224.784608,0.000411,0.000411,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-1110 b,kepler-1110b,,,,,,,0.237,0.023,0.034,,,9.69312032,3.024e-05,3.024e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1111 b,kepler-1111b,,,,,,,0.178,0.023,0.048,,,8.79617863,2.97e-05,2.97e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1112 b,kepler-1112b,,,,,,,0.269,0.046,0.114,,,14.36267939,5.701e-05,5.701e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1113 b,kepler-1113b,,,,,,,0.251,0.032,0.101,,,42.3004954,0.0002092,0.0002092,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1114 b,kepler-1114b,,,,,,,0.12,0.006,0.007,,,14.97435694,5.221e-05,5.221e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1115 b,kepler-1115b,,,,,,,0.152,0.018,0.026,,,23.5540725,0.0001356,0.0001356,,,,,,,,,,,,,primarytransit,2016,2016-05-24,
Kepler-1116 b,kepler-1116b,,,,,,,0.227,0.02,0.048,,,41.6977827,0.0002004,0.0002004,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1117 b,kepler-1117b,,,,,,,0.099,0.007,0.015,,,4.79028459,1.86e-05,1.86e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1118 b,kepler-1118b,,,,,,,0.244,0.038,0.054,,,38.6715075,0.0002298,0.0002298,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1119 b,kepler-1119b,,,,,,,0.171,0.027,0.056,,,8.3265153,4.777e-05,4.777e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-112 b,kepler-112b,,,,,,,0.211,0.051,0.051,,,8.408878,1e-05,1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-112 c,kepler-112c,,,,,,,0.214,0.052,0.052,,,28.574263,6e-05,6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-1120 b,kepler-1120b,,,,,,,0.123,0.006,0.008,,,2.94902905,7.47e-06,7.47e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1121 b,kepler-1121b,,,,,,,0.17,0.041,0.043,,,13.15141081,5.864e-05,5.864e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1122 b,kepler-1122b,,,,,,,0.182,0.012,0.024,,,42.1917357,0.0002996,0.0002996,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1123 b,kepler-1123b,,,,,,,0.149,0.01,0.022,,,4.33946454,1.178e-05,1.178e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1124 b,kepler-1124b,,,,,,,0.114,0.006,0.011,,,2.85234897,3.03e-06,3.03e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1125 b,kepler-1125b,,,,,,,0.164,0.016,0.027,,,17.6700642,0.0001176,0.0001176,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1126 b,kepler-1126b,,,,,,,0.154,0.012,0.019,,,108.593329,0.001003,0.001003,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1127 b,kepler-1127b,,,,,,,0.175,0.037,0.028,,,5.12330347,2.272e-05,2.272e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1128 b,kepler-1128b,,,,,,,0.326,0.03,0.047,,,61.6178167,0.0003337,0.0003337,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1129 b,kepler-1129b,,,,,,,0.264,0.029,0.045,,,24.3397804,0.0001298,0.0001298,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1129 c,kepler-1129c,,,,,,,0.244,0.024,0.041,,,76.5369586,0.0007586,0.0007586,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-113 b,kepler-113b,,0.0368,0.013,0.013,0.013,0.013,0.162,0.004,0.004,,,4.754,,,,,,,,,,,,,,,primarytransit,2014,2015-11-23,
Kepler-113 c,kepler-113c,,0.027,0.027,0.0,0.027,0.0,0.194,0.005,0.005,,,8.92507,,,,,,,,,,,,,,,primarytransit,2014,2015-11-23,
Kepler-1130 b,kepler-1130b,,,,,,,0.071,0.003,0.014,,,5.45298175,1.294e-05,1.294e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1131 b,kepler-1131b,,,,,,,0.142,0.013,0.032,,,3.53232449,1.266e-05,1.266e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1132 b,kepler-1132b,,,,,,,0.21,0.015,0.017,,,62.8916228,0.0004523,0.0004523,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-1133 b,kepler-1133b,,,,,,,0.176,0.013,0.021,,,11.55562343,3.409e-05,3.409e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
