# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-727 b,Kepler-727 b,,,,,,,0.226,0.028,0.031,,,5.15448442,8.58e-06,8.58e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-728 b,Kepler-728 b,,,,,,,0.298,0.023,0.04,,,5.74347727,7.17e-06,7.17e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-729 b,Kepler-729 b,,,,,,,0.319,0.022,0.037,,,3.16635371,2.42e-06,2.42e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-730 b,Kepler-730 b,,,,,,,0.822,0.072,0.227,,,6.49168426,1.65e-06,1.65e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-731 b,Kepler-731 b,,,,,,,1.238,0.136,0.284,,,3.85560355,2.9e-07,2.9e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-732 b,Kepler-732 b,,,,,,,0.194,0.014,0.011,,,9.46781405,6.18e-06,6.18e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-732 c,Kepler-732 c,,,,,,,0.113,0.009,0.006,,,0.89304124,4.6e-07,4.6e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-733 b,Kepler-733 b,,,,,,,0.252,0.017,0.041,,,20.83424726,5.682e-05,5.682e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-734 b,Kepler-734 b,,,,,,,0.318,0.012,0.012,,,6.10485286,2.89e-06,2.89e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-735 b,Kepler-735 b,,,,,,,0.263,0.011,0.014,,,11.51516988,1.516e-05,1.516e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-736 b,Kepler-736 b,,,,,,,0.261,0.047,0.015,,,3.60147201,5.43e-06,5.43e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-737 b,Kepler-737 b,,,,,,,0.175,0.01,0.01,,,28.59915399,5.673e-05,5.673e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-738 b,Kepler-738 b,,,,,,,0.223,0.015,0.018,,,24.58721573,8.802e-05,8.802e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-739 b,Kepler-739 b,,,,,,,0.296,0.026,0.044,,,12.53248465,2.295e-05,2.295e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-74 b,Kepler-74 b,,0.68,0.09,0.09,0.09,0.09,1.32,0.14,0.14,,,7.340718,1e-06,1e-06,,,0.287,0.062,0.062,,,,,,,,Primary Transit,2012,2016-02-24,
Kepler-740 b,Kepler-740 b,,,,,,,0.408,0.024,0.047,,,3.58410122,1.99e-06,1.99e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-741 b,Kepler-741 b,,,,,,,0.265,0.031,0.09,,,7.03902374,1.488e-05,1.488e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-742 b,Kepler-742 b,,,,,,,0.289,0.015,0.01,,,8.36086824,6.31e-06,6.31e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-743 b,Kepler-743 b,,,,,,,0.108,0.004,0.003,,,3.17926292,2.52e-06,2.52e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-744 b,Kepler-744 b,,,,,,,0.145,0.008,0.011,,,12.06222443,2.649e-05,2.649e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-745 b,Kepler-745 b,,,,,,,0.193,0.02,0.052,,,9.93143556,5.945e-05,5.945e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-746 b,Kepler-746 b,,,,,,,0.099,0.008,0.012,,,3.48159251,1.115e-05,1.115e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-747 b,Kepler-747 b,,,,,,,0.47,0.025,0.026,,,35.61760587,5.345e-05,5.345e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-748 b,Kepler-748 b,,,,,,,0.225,0.026,0.058,,,7.40742793,3.434e-05,3.434e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-749 b,Kepler-749 b,,,,,,,0.277,0.023,0.021,,,17.31716585,4.602e-05,4.602e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-75 b,Kepler-75 b,,9.9,0.5,0.5,0.5,0.5,1.03,0.06,0.06,,,8.884924,2e-06,2e-06,,,0.569,0.01,0.01,,,,,,,,Primary Transit,2013,2016-02-24,
Kepler-750 b,Kepler-750 b,,,,,,,0.274,0.036,0.095,,,9.42887179,2.438e-05,2.438e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-750 c,Kepler-750 c,,,,,,,0.145,0.02,0.058,,,4.08899022,1.934e-05,1.934e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-751 b,Kepler-751 b,,,,,,,0.219,0.016,0.021,,,17.44490636,4.2e-05,4.2e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-752 b,Kepler-752 b,,,,,,,0.251,0.019,0.023,,,18.82747265,8.811e-05,8.811e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-753 b,Kepler-753 b,,,,,,,0.17,0.008,0.022,,,5.74772501,8.38e-06,8.38e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-754 b,Kepler-754 b,,,,,,,0.179,0.023,0.043,,,14.5596237,0.0002013,0.0002013,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-755 b,Kepler-755 b,,,,,,,0.157,0.028,0.005,,,1.26909037,1e-06,1e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-755 c,Kepler-755 c,,,,,,,0.112,0.004,0.004,,,2.85313364,4.12e-06,4.12e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-756 b,Kepler-756 b,,,,,,,0.1,0.009,0.008,,,1.22486632,3.84e-06,3.84e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-757 b,Kepler-757 b,,,,,,,0.121,0.02,0.041,,,1.02267882,2.44e-06,2.44e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-758 b,Kepler-758 b,,,,,,,0.221,0.036,0.049,,,12.1097104,7.142e-05,7.142e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-758 c,Kepler-758 c,,,,,,,0.151,0.026,0.033,,,4.75793986,3.846e-05,3.846e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-758 d,Kepler-758 d,,,,,,,0.189,0.029,0.042,,,20.4966197,0.0002282,0.0002282,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-758 e,Kepler-758 e,,,,,,,0.136,0.022,0.029,,,8.1934719,0.0001036,0.0001036,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-759 b,Kepler-759 b,,,,,,,0.203,0.021,0.044,,,41.805985,0.0002082,0.0002082,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-76 b,Kepler-76 b,,1.96,0.25,0.25,0.25,0.25,1.25,0.08,0.08,,,1.54492875,2.7e-07,2.7e-07,,,,,,,,,,,,,Primary Transit,2013,2013-07-05,
Kepler-760 b,Kepler-760 b,,,,,,,0.273,0.021,0.023,,,8.70419416,1.277e-05,1.277e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-760 c,Kepler-760 c,,,,,,,0.132,0.008,0.011,,,2.46697439,6.58e-06,6.58e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-761 b,Kepler-761 b,,,,,,,0.181,0.015,0.022,,,10.12804789,2.905e-05,2.905e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-762 b,Kepler-762 b,,,,,,,1.131,0.112,0.236,,,3.7705521,9.4e-07,9.4e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-763 b,Kepler-763 b,,,,,,,0.109,0.007,0.008,,,1.19655156,3.56e-06,3.56e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-764 b,Kepler-764 b,,,,,,,0.146,0.012,0.018,,,7.33683936,3.735e-05,3.735e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-765 b,Kepler-765 b,,,,,,,0.217,0.02,0.047,,,27.6655226,0.0001297,0.0001297,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-766 b,Kepler-766 b,,,,,,,0.302,0.036,0.083,,,6.10027804,1.64e-05,1.64e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-767 b,Kepler-767 b,,,,,,,0.592,0.049,0.077,,,161.5280101,0.0003086,0.0003086,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-768 b,Kepler-768 b,,,,,,,0.16,0.012,0.018,,,11.3910025,7.499e-05,7.499e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-769 b,Kepler-769 b,,,,,,,0.261,0.041,0.116,,,7.42608998,1.952e-05,1.952e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-769 c,Kepler-769 c,,,,,,,0.16,0.024,0.068,,,15.9870174,0.0001999,0.0001999,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-77 b,Kepler-77 b,,0.43,0.032,0.032,0.032,0.032,0.96,0.016,0.016,,,3.5787087,2.3e-07,2.3e-07,,,0.0,,,,,,,,,,Primary Transit,2013,2013-09-18,
Kepler-770 b,Kepler-770 b,,,,,,,0.205,0.015,0.029,,,18.92540274,5.291e-05,5.291e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-770 c,Kepler-770 c,,,,,,,0.107,0.009,0.017,,,1.47532231,4.19e-06,4.19e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-770 d,Kepler-770 d,,,,,,,0.125,0.01,0.017,,,4.15244722,1.685e-05,1.685e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-771 b,Kepler-771 b,,,,,,,0.162,0.019,0.028,,,8.73485836,4.732e-05,4.732e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-772 b,Kepler-772 b,,,,,,,0.162,0.021,0.033,,,12.99207337,5.428e-05,5.428e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-773 b,Kepler-773 b,,,,,,,0.128,0.006,0.008,,,3.74910006,7.14e-06,7.14e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-774 b,Kepler-774 b,,,,,,,0.283,0.048,0.041,,,11.0895723,4.373e-05,4.373e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-775 b,Kepler-775 b,,,,,,,0.106,0.004,0.004,,,0.97486893,8e-07,8e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-776 b,Kepler-776 b,,,,,,,0.114,0.006,0.01,,,4.89718784,1.969e-05,1.969e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-777 b,Kepler-777 b,,,,,,,0.131,0.007,0.007,,,5.72812599,2.019e-05,2.019e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-778 b,Kepler-778 b,,,,,,,0.15,0.012,0.009,,,3.75574426,1.083e-05,1.083e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-779 b,Kepler-779 b,,,,,,,0.082,0.006,0.006,,,7.09714223,2.921e-05,2.921e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-78 b,Kepler-78 b,,0.00531730799484,0.00128999779756474,0.00128999779756474,0.00128999779756474,0.00128999779756474,0.107057020353,0.00802927652649929,0.00802927652649929,,,0.35500745,6e-08,6e-08,,,,,,,,2330.0,,,,,Primary Transit,2013,2014-05-28,
Kepler-780 b,Kepler-780 b,,,,,,,0.079,0.005,0.008,,,0.67737516,1.25e-06,1.25e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-781 b,Kepler-781 b,,,,,,,0.258,0.021,0.044,,,13.2140732,3.577e-05,3.577e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-782 b,Kepler-782 b,,,,,,,0.286,0.027,0.042,,,158.6853308,0.0004373,0.0004373,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-783 b,Kepler-783 b,,,,,,,0.07,0.007,0.004,,,4.29264638,3.429e-05,3.429e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-784 b,Kepler-784 b,,,,,,,0.141,0.029,0.03,,,31.5922646,0.0006809,0.0006809,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-785 b,Kepler-785 b,,,,,,,1.162,0.047,0.039,,,1.97376093,1e-07,1e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-786 b,Kepler-786 b,,,,,,,0.217,0.006,0.011,,,53.5293487,0.0002571,0.0002571,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-787 b,Kepler-787 b,,,,,,,0.114,0.006,0.005,,,0.9283105,2.2e-06,2.2e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-788 b,Kepler-788 b,,,,,,,0.227,0.036,0.08,,,8.39846269,5.719e-05,5.719e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-789 b,Kepler-789 b,,,,,,,0.189,0.021,0.037,,,8.63847725,3.071e-05,3.071e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-79 b,Kepler-79 b,,0.034285,0.018872,0.023276,0.018872,0.023276,0.309568,0.006245,0.006245,,,13.4845,0.0002,0.0002,,,0.015,0.006,0.012,,,868.0,,,,,Primary Transit,2013,2014-05-28,
Kepler-79 c,Kepler-79 c,,0.018558,0.007234,0.005976,0.007234,0.005976,0.332,0.007,0.007,,,27.4029,0.0006,0.0008,,,0.03,0.021,0.027,,,685.0,,,,,Primary Transit,2013,2014-05-28,
Kepler-79 d,Kepler-79 d,,0.018872,0.005033,0.006605,0.005033,0.006605,0.64,0.012,0.012,,,52.0902,0.001,0.001,,,0.025,0.023,0.059,,,553.0,,,,,Primary Transit,2013,2014-05-28,
Kepler-79 e,Kepler-79 e,,0.0129,0.0034,0.0037,0.0034,0.0037,0.312,0.1,0.1,,,81.0659,0.0013,0.0013,,,0.012,0.005,0.044,,,477.0,,,,,Primary Transit,2013,2014-05-28,
Kepler-790 b,Kepler-790 b,,,,,,,0.194,0.012,0.015,,,13.73469807,4.026e-05,4.026e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-791 b,Kepler-791 b,,,,,,,0.272,0.062,0.118,,,14.5539759,0.0001002,0.0001002,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-792 b,Kepler-792 b,,,,,,,0.175,0.021,0.044,,,11.30119217,6.491e-05,6.491e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-793 b,Kepler-793 b,,,,,,,0.122,0.014,0.025,,,4.24153639,2.259e-05,2.259e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-794 b,Kepler-794 b,,,,,,,0.188,0.03,0.046,,,11.13125132,3.571e-05,3.571e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-795 b,Kepler-795 b,,,,,,,0.15,0.012,0.016,,,29.6193421,0.0001144,0.0001144,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-796 b,Kepler-796 b,,,,,,,0.116,0.02,0.032,,,6.40087618,2.313e-05,2.313e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-797 b,Kepler-797 b,,,,,,,0.194,0.02,0.038,,,27.07237711,9.275e-05,9.275e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-798 b,Kepler-798 b,,,,,,,0.213,0.03,0.093,,,13.71933369,5.734e-05,5.734e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-799 b,Kepler-799 b,,,,,,,0.614,0.051,0.076,,,133.4605235,0.000253,0.000253,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-8 b,Kepler-8 b,,0.603,0.19,0.13,0.19,0.13,1.419,0.058,0.058,,,3.52254,5e-05,5e-05,,,0.0,,,,,1638.0,,,,,Primary Transit,2010,2015-02-26,
Kepler-80 b,Kepler-80 b,,0.0218,0.0022,0.0033,0.0022,0.0033,0.21,,,,,7.05,,,,,,,,,,,,,,,Primary Transit,2012,2016-07-27,
Kepler-80 c,Kepler-80 c,,0.0212,0.0027,0.00387,0.0027,0.00387,0.23,,,,,9.52,,,,,,,,,,,,,,,Primary Transit,2012,2016-07-27,
Kepler-80 d,Kepler-80 d,,0.0212,0.0016,0.0022,0.0016,0.0022,0.125,,,,,3.07,,,,,,,,,,,,,,,Primary Transit,2012,2016-11-17,
Kepler-80 e,Kepler-80 e,,0.013,0.003,0.0025,0.003,0.0025,0.134,,,,,4.64,,,,,,,,,,,,,,,Primary Transit,2012,2016-07-27,
Kepler-80 f,Kepler-80 f,,,,,,,0.116,,,,,0.99,,,,,,,,,,,,,,,Primary Transit,2012,2016-07-27,
Kepler-800 b,Kepler-800 b,,,,,,,0.254,0.023,0.03,,,14.13176026,4.273e-05,4.273e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-801 b,Kepler-801 b,,,,,,,0.178,0.009,0.007,,,11.41928253,2.439e-05,2.439e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-802 b,Kepler-802 b,,,,,,,0.316,0.036,0.042,,,40.0587473,0.0001092,0.0001092,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-803 b,Kepler-803 b,,,,,,,0.338,0.034,0.049,,,50.28638192,8.862e-05,8.862e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-804 b,Kepler-804 b,,,,,,,0.173,0.014,0.021,,,14.37457351,3.236e-05,3.236e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-804 c,Kepler-804 c,,,,,,,0.102,0.012,0.018,,,9.65185017,5.013e-05,5.013e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-805 b,Kepler-805 b,,,,,,,0.258,0.022,0.012,,,30.8638931,0.0001259,0.0001259,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-806 b,Kepler-806 b,,,,,,,0.102,0.021,0.029,,,8.09219642,3.302e-05,3.302e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-807 b,Kepler-807 b,,,,,,,0.93,0.095,0.178,,,117.93108781,8.603e-05,8.603e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-808 b,Kepler-808 b,,,,,,,0.13,0.007,0.005,,,0.63133235,3.5e-07,3.5e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-809 b,Kepler-809 b,,,,,,,0.269,0.022,0.06,,,55.63934,0.0001825,0.0001825,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-81 b,Kepler-81 b,,,,,,,0.2269,0.017,0.017,,,5.954893,1.1e-05,1.1e-05,,,0.0,,,,,646.0,,,,,Primary Transit,2013,2013-09-22,
Kepler-81 c,Kepler-81 c,,,,,,,0.2188,0.017,0.017,,,12.039901,3.5e-05,3.5e-05,,,0.0,,,,,513.0,,,,,Primary Transit,2013,2013-09-22,
Kepler-81 d,Kepler-81 d,,,,,,,0.108,0.024,0.024,,,20.837846,0.000181,0.000181,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-810 b,Kepler-810 b,,,,,,,0.172,0.017,0.037,,,4.59725385,2.999e-05,2.999e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-811 b,Kepler-811 b,,,,,,,0.241,0.043,0.061,,,23.58447697,7.601e-05,7.601e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-812 b,Kepler-812 b,,,,,,,0.317,0.061,0.12,,,10.11716531,2.533e-05,2.533e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-813 b,Kepler-813 b,,,,,,,0.191,0.017,0.037,,,19.12947337,7.455e-05,7.455e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-814 b,Kepler-814 b,,,,,,,0.189,0.027,0.062,,,6.1469851,2.5e-05,2.5e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-815 b,Kepler-815 b,,,,,,,0.367,0.029,0.017,,,8.57503552,5.91e-05,5.91e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-816 b,Kepler-816 b,,,,,,,0.914,0.048,0.061,,,10.50682565,3.82e-06,3.82e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-817 b,Kepler-817 b,,,,,,,0.806,0.101,0.184,,,3.99010623,1.36e-06,1.36e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-818 b,Kepler-818 b,,,,,,,0.456,0.038,0.07,,,10.03538581,6.59e-06,6.59e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-819 b,Kepler-819 b,,,,,,,0.246,0.015,0.022,,,33.1995648,0.0001174,0.0001174,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-82 b,Kepler-82 b,,,,,,,0.367,0.055,0.055,,,26.443794,6.5e-05,6.5e-05,,,0.0,,,,,581.0,,,,,Primary Transit,2011,2016-07-01,
Kepler-82 c,Kepler-82 c,,,,,,,0.503,0.075,0.075,,,51.531855,9.9e-05,9.9e-05,,,0.0,,,,,464.0,,,,,Primary Transit,2011,2016-07-01,
Kepler-82 d,Kepler-82 d,,,,,,,0.158,0.024,0.024,,,2.382961,5e-06,5e-06,,,,,,,,,,,,,Primary Transit,2011,2016-07-01,
Kepler-82 e,Kepler-82 e,,,,,,,0.22,0.033,0.033,,,5.902206,1.2e-05,1.2e-05,,,,,,,,,,,,,Primary Transit,2011,2016-07-01,
Kepler-820 b,Kepler-820 b,,,,,,,0.543,0.079,0.239,,,127.8338098,0.0003082,0.0003082,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-821 b,Kepler-821 b,,,,,,,0.117,0.007,0.009,,,1.92279873,4.82e-06,4.82e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-822 b,Kepler-822 b,,,,,,,0.158,0.019,0.037,,,3.22296927,9.46e-06,9.46e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-823 b,Kepler-823 b,,,,,,,0.14,0.012,0.028,,,4.16809082,1.748e-05,1.748e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-824 b,Kepler-824 b,,,,,,,0.167,0.021,0.063,,,4.51436633,1.397e-05,1.397e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-825 b,Kepler-825 b,,,,,,,0.136,0.02,0.035,,,3.77360059,1.242e-05,1.242e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-825 c,Kepler-825 c,,,,,,,0.164,0.021,0.036,,,8.1818246,2.265e-05,2.265e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-826 b,Kepler-826 b,,,,,,,0.112,0.012,0.018,,,4.48758907,1.653e-05,1.653e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-827 b,Kepler-827 b,,,,,,,0.502,0.041,0.062,,,51.92927591,9.288e-05,9.288e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-828 b,Kepler-828 b,,,,,,,0.135,0.01,0.007,,,0.56785714,4.4e-07,4.4e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-829 b,Kepler-829 b,,,,,,,0.188,0.016,0.039,,,6.88337562,1.963e-05,1.963e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-83 b,Kepler-83 b,,,,,,,0.209,0.19,0.19,,,9.770513,4.7e-05,4.7e-05,,,0.0,,,,,,,,,,Primary Transit,2013,2013-09-22,
Kepler-83 c,Kepler-83 c,,,,,,,0.1733,0.21,0.21,,,20.08976,0.00021,0.00021,,,0.0,,,,,,,,,,Primary Transit,2013,2013-09-22,
Kepler-83 d,Kepler-83 d,,,,,,,0.173,0.012,0.012,,,5.169796,1.6e-05,1.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-830 b,Kepler-830 b,,,,,,,0.152,0.022,0.054,,,11.29695137,6.299e-05,6.299e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-831 b,Kepler-831 b,,,,,,,0.113,0.006,0.009,,,5.62153941,1.272e-05,1.272e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-832 b,Kepler-832 b,,,,,,,0.184,0.015,0.029,,,7.1396941,2.817e-05,2.817e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-833 b,Kepler-833 b,,,,,,,0.18,0.008,0.011,,,18.7546998,5.142e-05,5.142e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-834 b,Kepler-834 b,,,,,,,0.18,0.009,0.009,,,13.32388301,5.212e-05,5.212e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-835 b,Kepler-835 b,,,,,,,0.249,0.026,0.048,,,11.41909375,7.116e-05,7.116e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-836 b,Kepler-836 b,,,,,,,0.244,0.029,0.057,,,11.36112327,2.363e-05,2.363e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-837 b,Kepler-837 b,,,,,,,0.228,0.038,0.02,,,16.56059504,4.293e-05,4.293e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-838 b,Kepler-838 b,,,,,,,0.244,0.022,0.045,,,15.74957994,4.687e-05,4.687e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-839 b,Kepler-839 b,,,,,,,0.229,0.022,0.037,,,37.8144514,0.0001545,0.0001545,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-84 b,Kepler-84 b,,,,,,,0.1965,0.009,0.009,,,8.725854,6e-05,6e-05,,,0.0,,,,,937.0,,,,,Primary Transit,2013,2013-09-22,
Kepler-84 c,Kepler-84 c,,,,,,,0.2144,0.098,0.098,,,12.882525,9.3e-05,9.3e-05,,,0.0,,,,,821.0,,,,,Primary Transit,2013,2013-09-22,
Kepler-84 d,Kepler-84 d,,,,,,,0.123,0.024,0.024,,,4.224537,4.2e-05,4.2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
