pl_hostname,pl_hostname,st_mass,st_masserr2,st_masserr1,st_rad,st_raderr2,st_raderr1,st_age,st_ageerr2,st_ageerr1,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,st_metfe,st_metfeerr2,st_metfeerr1,st_teff,st_tefferr2,st_tefferr1,Spectral type,st_optmag,st_optmagerr,st_optmagerr,source (xml)
Kepler-649,kepler-649,0.97,0.05,0.04,0.94,0.05,0.06,2.950,1.370,2.270,,,-0.170,0.122,0.112,5871.00,54.67,62.24,,13.437,,,
Kepler-650,kepler-650,1.08,0.05,0.08,1.35,0.21,0.23,6.460,1.860,1.000,,,0.130,0.084,0.092,5849.00,77.61,64.94,,13.684,,,
Kepler-651,kepler-651,0.92,0.04,0.03,0.87,0.03,0.04,3.550,1.870,2.900,,,-0.040,0.115,0.107,5522.00,54.30,64.16,,13.940,,,
Kepler-652,kepler-652,0.97,0.02,0.02,0.88,0.01,0.02,1.480,0.367,0.724,,,0.170,0.068,0.056,5490.00,40.88,43.22,,13.393,,,
Kepler-653,kepler-653,1.02,0.04,0.05,1.19,0.16,0.17,7.760,2.880,1.900,,,0.230,0.078,0.077,5665.00,60.88,54.97,,13.387,,,
Kepler-654,kepler-654,1.04,0.04,0.05,1.11,0.11,0.17,5.370,2.690,1.940,,,0.040,0.090,0.094,5865.00,89.45,93.80,,13.645,,,
Kepler-655,kepler-655,1.15,0.05,0.06,1.24,0.12,0.18,3.390,1.370,0.947,,,0.000,0.103,0.092,6170.00,62.57,72.99,,13.489,,,
Kepler-656,kepler-656,0.86,0.04,0.04,0.82,0.05,0.05,4.370,2.650,6.030,,,-0.040,0.172,0.150,5281.00,58.78,63.29,,15.342,,,
Kepler-657,kepler-657,1.01,0.06,0.06,1.01,0.09,0.20,4.170,2.430,2.940,,,0.030,0.158,0.138,5808.00,121.47,88.65,,15.344,,,
Kepler-658,kepler-658,0.63,0.03,0.02,0.60,0.02,0.02,3.090,1.500,4.200,,,-0.040,0.104,0.092,4103.00,37.36,39.35,,15.488,,,
Kepler-659,kepler-659,0.79,0.04,0.03,0.74,0.04,0.03,3.240,1.700,6.010,,,0.020,0.178,0.158,4870.00,56.10,49.22,,15.556,,,
Kepler-660,kepler-660,0.75,0.05,0.04,0.71,0.04,0.03,4.570,2.720,6.000,,,-0.070,0.182,0.149,4779.00,49.24,44.67,,15.302,,,
Kepler-661,kepler-661,0.70,0.04,0.03,0.67,0.04,0.03,4.270,2.460,5.920,,,-0.050,0.154,0.164,4483.00,57.11,56.76,,15.784,,,
Kepler-662,kepler-662,0.79,0.04,0.04,0.74,0.04,0.03,3.630,2.030,6.300,,,-0.030,0.171,0.157,4897.00,59.98,52.49,,15.377,,,
Kepler-663,kepler-663,0.86,0.04,0.04,0.82,0.04,0.06,4.570,2.830,6.000,,,0.030,0.165,0.147,5264.00,127.67,90.56,,15.861,,,
Kepler-664,kepler-664,1.01,0.05,0.06,1.02,0.10,0.26,4.680,2.890,3.120,,,0.070,0.150,0.146,5754.00,86.08,73.56,,15.509,,,
Kepler-665,kepler-665,0.79,0.04,0.04,0.74,0.04,0.03,4.680,2.750,6.060,,,-0.030,0.168,0.146,4913.00,86.97,93.83,,15.390,,,
Kepler-666,kepler-666,1.03,0.08,0.09,1.05,0.12,0.25,3.800,2.080,2.730,,,0.010,0.173,0.136,5887.00,179.03,164.92,,15.395,,,
Kepler-667,kepler-667,0.91,0.04,0.04,0.87,0.05,0.07,4.680,2.990,6.240,,,0.150,0.158,0.152,5327.00,70.39,53.04,,15.400,,,
Kepler-668,kepler-668,0.87,0.05,0.04,0.82,0.05,0.06,3.890,2.360,6.000,,,-0.060,0.171,0.151,5352.00,60.88,60.59,,15.317,,,
Kepler-669,kepler-669,1.15,0.07,0.10,1.20,0.13,0.32,3.160,1.550,1.300,,,0.140,0.143,0.147,6038.00,109.18,97.84,,15.506,,,
Kepler-670,kepler-670,0.99,0.06,0.05,0.99,0.09,0.22,4.790,2.940,3.690,,,0.070,0.149,0.139,5709.00,134.39,89.42,,15.052,,,
Kepler-791,kepler-791,1.30,0.12,0.21,1.47,0.25,0.61,2.240,0.668,0.850,,,0.060,0.142,0.135,6383.00,160.88,218.04,,14.377,,,
Kepler-792,kepler-792,1.09,0.07,0.09,1.12,0.13,0.28,3.390,1.710,2.040,,,0.080,0.146,0.144,5971.00,175.96,136.24,,14.981,,,
Kepler-793,kepler-793,0.98,0.07,0.07,0.97,0.10,0.20,4.270,2.500,3.600,,,0.000,0.186,0.134,5745.00,198.84,145.41,,14.621,,,
Kepler-794,kepler-794,1.19,0.07,0.11,1.38,0.22,0.34,4.070,1.060,0.700,,,0.340,0.053,0.055,5839.00,64.99,74.39,,13.459,,,
Kepler-795,kepler-795,0.94,0.04,0.04,0.96,0.07,0.10,6.460,3.870,3.140,,,-0.020,0.107,0.097,5631.00,75.42,83.20,,13.331,,,
Kepler-796,kepler-796,0.93,0.04,0.04,1.09,0.18,0.30,11.750,5.600,2.200,,,0.090,0.075,0.089,5475.00,84.69,79.05,,12.988,,,
Kepler-797,kepler-797,0.96,0.07,0.10,0.95,0.09,0.18,3.890,2.180,4.260,,,-0.020,0.172,0.140,5680.00,205.19,292.15,,14.556,,,
Kepler-798,kepler-798,1.19,0.09,0.18,1.29,0.18,0.56,2.820,1.000,1.040,,,0.030,0.155,0.128,6224.00,142.87,124.30,,14.200,,,
Kepler-799,kepler-799,0.95,0.06,0.05,0.93,0.07,0.12,3.980,2.330,4.240,,,-0.070,0.190,0.158,5681.00,90.98,116.48,,15.120,,,
Kepler-800,kepler-800,0.85,0.05,0.04,0.82,0.06,0.06,4.680,2.980,6.470,,,-0.090,0.180,0.158,5315.00,67.05,60.48,,15.762,,,
Kepler-801,kepler-801,0.67,0.03,0.03,0.63,0.02,0.03,3.550,1.970,5.120,,,-0.170,0.094,0.093,4435.00,38.89,45.95,,15.314,,,
Kepler-802,kepler-802,0.93,0.05,0.04,0.90,0.05,0.12,4.680,2.990,5.750,,,0.060,0.176,0.157,5507.00,67.23,61.60,,14.862,,,
Kepler-803,kepler-803,1.05,0.05,0.05,1.12,0.11,0.16,4.900,2.480,1.880,,,0.020,0.092,0.085,5919.00,100.93,99.49,,13.672,,,
Kepler-804,kepler-804,1.01,0.04,0.04,1.05,0.09,0.13,5.250,2.800,2.370,,,0.000,0.104,0.090,5817.00,78.60,93.12,,13.749,,,
Kepler-805,kepler-805,1.19,0.04,0.07,1.65,0.05,0.06,4.270,0.690,0.600,,,-0.060,0.067,0.082,6112.00,66.37,55.03,,12.547,,,
Kepler-806,kepler-806,0.99,0.06,0.07,1.16,0.18,0.34,7.760,2.620,1.500,,,0.000,0.149,0.070,5770.00,67.82,59.80,,11.731,,,
Kepler-807,kepler-807,1.04,0.07,0.07,1.06,0.11,0.20,3.720,2.020,2.150,,,-0.040,0.187,0.149,5965.00,92.14,92.34,,15.128,,,
Kepler-808,kepler-808,0.76,0.05,0.03,0.71,0.04,0.02,1.950,0.630,4.120,,,0.050,0.207,0.154,4653.00,57.30,51.38,,14.285,,,
Kepler-809,kepler-809,0.99,0.05,0.04,0.98,0.08,0.18,4.370,2.600,3.540,,,0.040,0.152,0.135,5734.00,78.23,78.27,,14.755,,,
Kepler-810,kepler-810,1.03,0.06,0.06,1.04,0.09,0.21,4.170,2.400,2.800,,,0.100,0.150,0.152,5803.00,112.28,75.93,,15.803,,,
Kepler-811,kepler-811,1.01,0.04,0.05,1.24,0.21,0.26,7.940,2.470,1.500,,,0.050,0.059,0.080,5747.00,57.04,64.53,,13.971,,,
Kepler-812,kepler-812,1.45,0.14,0.21,1.71,0.26,0.64,1.660,0.320,0.400,,,0.020,0.169,0.128,6761.00,102.89,124.82,,13.832,,,
Kepler-813,kepler-813,0.95,0.07,0.05,0.93,0.08,0.12,3.980,2.310,4.070,,,-0.130,0.193,0.164,5743.00,59.41,69.68,,14.569,,,
Kepler-814,kepler-814,1.15,0.07,0.12,1.22,0.14,0.36,3.020,1.300,1.170,,,0.010,0.159,0.129,6162.00,87.42,90.50,,14.706,,,
Kepler-815,kepler-815,1.25,0.19,0.05,3.42,0.26,0.09,4.900,0.560,3.870,,,-0.030,0.026,0.039,5028.00,43.63,52.57,,13.242,,,
Kepler-816,kepler-816,0.90,0.04,0.04,0.85,0.04,0.06,4.170,2.540,5.510,,,0.160,0.185,0.160,5286.00,88.41,54.61,,15.950,,,
Kepler-817,kepler-817,1.03,0.08,0.12,1.03,0.12,0.23,3.550,1.870,2.900,,,0.020,0.161,0.139,5861.00,241.24,259.88,,15.572,,,
HIP 65891,hip65891,2.50,0.21,0.21,8.93,1.02,1.02,,,,,,0.160,0.100,0.100,5000.00,100.00,100.00,,6.750,,,
Kepler-202,kepler-202,,,,0.67,0.03,0.03,,,,,,0.012,,,4668.00,100.00,100.00,,13.872,,,
Kepler-535,kepler-535,1.18,0.04,0.06,1.27,0.11,0.18,3.240,1.280,0.857,,,0.130,0.075,0.082,6123.00,69.56,74.81,,13.174,,,
Kepler-536,kepler-536,0.92,0.06,0.05,0.89,0.06,0.11,4.790,3.040,5.610,,,0.000,0.178,0.147,5524.00,143.16,91.48,,13.807,,,
Kepler-537,kepler-537,1.07,0.03,0.03,0.99,0.03,0.03,1.450,0.329,0.712,,,0.230,0.057,0.062,5763.00,50.52,62.32,,13.100,,,
Kepler-538,kepler-538,0.96,0.04,0.03,0.90,0.04,0.04,2.950,1.390,2.310,,,-0.050,0.107,0.104,5650.00,58.60,69.81,,11.195,,,
Kepler-540,kepler-540,1.02,0.05,0.06,1.08,0.10,0.15,4.900,2.700,1.830,,,-0.100,0.124,0.111,5946.00,63.84,77.07,,12.209,,,
Kepler-541,kepler-541,1.41,0.16,0.12,2.06,0.33,0.32,3.090,0.610,1.090,,,0.070,0.057,0.104,6166.00,99.75,102.75,,13.281,,,
Kepler-542,kepler-542,0.93,0.04,0.04,0.90,0.04,0.06,4.570,2.660,3.670,,,0.020,0.102,0.102,5526.00,59.55,76.12,,13.435,,,
Kepler-543,kepler-543,0.70,0.04,0.05,0.67,0.03,0.03,5.750,4.270,6.300,,,-0.190,0.109,0.148,4671.00,76.72,85.64,,13.577,,,
Kepler-544,kepler-544,1.16,0.04,0.04,1.22,0.08,0.11,2.630,0.944,0.959,,,0.020,0.077,0.078,6206.00,58.72,68.10,,13.542,,,
Kepler-545,kepler-545,1.04,0.04,0.04,1.07,0.08,0.12,4.470,2.270,1.920,,,0.030,0.089,0.090,5882.00,64.41,77.41,,14.150,,,
Kepler-546,kepler-546,1.11,0.07,0.11,1.15,0.13,0.32,3.310,1.600,1.620,,,0.140,0.153,0.156,5967.00,130.13,92.74,,14.288,,,
Kepler-547,kepler-547,0.78,0.04,0.03,0.73,0.04,0.02,2.880,1.420,6.530,,,0.010,0.179,0.161,4828.00,46.81,40.10,,14.247,,,
Kepler-548,kepler-548,0.93,0.07,0.09,0.90,0.08,0.16,4.370,2.660,5.080,,,0.000,0.169,0.135,5535.00,230.38,265.27,,14.995,,,
Kepler-549,kepler-549,0.88,0.05,0.04,0.84,0.05,0.07,4.570,2.850,6.440,,,-0.030,0.166,0.147,5360.00,72.90,66.88,,14.621,,,
Kepler-550,kepler-550,0.87,0.05,0.04,0.83,0.05,0.06,4.680,2.880,6.110,,,-0.020,0.176,0.152,5322.00,122.84,98.03,,14.486,,,
Kepler-551,kepler-551,0.65,0.03,0.03,0.63,0.02,0.02,3.800,2.100,4.770,,,-0.090,0.094,0.113,4286.00,34.92,37.81,,14.897,,,
Kepler-552,kepler-552,1.03,0.06,0.06,1.04,0.10,0.22,3.890,2.150,2.900,,,0.010,0.171,0.131,5863.00,100.72,103.85,,14.279,,,
Kepler-553,kepler-553,0.92,0.03,0.03,0.85,0.02,0.02,2.880,1.390,2.410,,,0.210,0.094,0.081,5266.00,74.44,88.28,,14.924,,,
Kepler-554,kepler-554,0.93,0.03,0.04,0.92,0.04,0.06,5.620,3.440,3.950,,,0.140,0.095,0.098,5447.00,66.56,76.54,,14.313,,,
KELT-8,kelt-8,1.21,0.07,0.08,1.67,0.12,0.14,5.400,0.500,0.400,,,0.272,0.038,0.038,5754.00,55.00,54.00,,10.833,0.054,0.054,
K2-22,k2-22,0.60,0.07,0.07,0.57,0.06,0.06,,,,,,0.030,0.080,0.080,3830.00,100.00,100.00,,15.597,0.050,0.050,
Kepler-672,kepler-672,0.95,0.05,0.04,0.92,0.06,0.11,4.070,2.410,4.560,,,-0.010,0.185,0.149,5627.00,79.72,75.47,,15.172,,,
Kepler-673,kepler-673,0.88,0.05,0.04,0.84,0.05,0.07,4.470,2.760,6.320,,,0.000,0.171,0.149,5355.00,71.68,60.40,,15.523,,,
Kepler-674,kepler-674,0.60,0.04,0.04,0.57,0.02,0.03,3.310,1.740,5.360,,,-0.270,0.138,0.143,4192.00,42.83,40.95,,15.135,,,
Kepler-675,kepler-675,0.79,0.04,0.04,0.75,0.04,0.03,4.680,2.760,6.060,,,-0.050,0.177,0.147,4945.00,70.99,69.87,,15.334,,,
Kepler-676,kepler-676,0.51,0.03,0.02,0.49,0.03,0.02,4.270,2.520,5.850,,,-0.020,0.087,0.087,3701.00,40.14,39.31,,15.937,,,
Kepler-677,kepler-677,1.00,0.05,0.05,0.99,0.08,0.21,4.570,2.800,3.800,,,0.060,0.163,0.143,5723.00,87.95,68.82,,15.312,,,
Kepler-678,kepler-678,0.94,0.05,0.04,0.91,0.06,0.12,4.470,2.810,5.630,,,0.070,0.150,0.157,5520.00,108.11,72.95,,15.080,,,
Kepler-679,kepler-679,0.87,0.05,0.05,0.84,0.06,0.07,4.470,2.900,6.270,,,-0.090,0.185,0.161,5403.00,105.75,97.13,,15.505,,,
GJ 1132,gj1132,0.18,0.02,0.02,0.21,0.02,0.02,5.000,,,,,-0.120,0.150,0.150,3270.00,140.00,140.00,,13.490,0.030,0.030,
K2-27,k2-27,0.89,0.05,0.05,0.85,0.06,0.06,,,,,,0.140,0.070,0.070,5320.00,70.00,70.00,,12.644,0.020,0.020,
K2-24,k2-24,1.12,0.06,0.06,1.21,0.12,0.12,,,,,,0.420,0.040,0.040,5743.00,60.00,60.00,,11.070,0.110,0.110,
Kepler-680,kepler-680,1.08,0.06,0.10,1.11,0.11,0.38,3.720,2.010,1.930,,,0.130,0.146,0.152,5890.00,99.20,77.37,,15.242,,,
Kepler-681,kepler-681,0.80,0.05,0.04,0.76,0.04,0.03,5.010,2.950,5.630,,,-0.040,0.164,0.151,5021.00,62.09,63.80,,15.234,,,
Kepler-682,kepler-682,0.92,0.05,0.04,0.89,0.06,0.09,3.980,2.340,5.180,,,-0.050,0.172,0.143,5559.00,82.16,84.63,,15.140,,,
Kepler-683,kepler-683,0.96,0.06,0.06,0.95,0.08,0.16,4.370,2.560,4.190,,,-0.030,0.181,0.144,5703.00,149.37,140.91,,15.026,,,
Kepler-684,kepler-684,0.89,0.06,0.06,0.86,0.07,0.08,4.370,2.730,5.680,,,-0.110,0.194,0.161,5493.00,118.74,123.67,,15.591,,,
Kepler-685,kepler-685,1.11,0.07,0.11,1.16,0.13,0.34,3.390,1.760,1.600,,,0.150,0.154,0.145,5963.00,126.15,94.44,,15.001,,,
Kepler-686,kepler-686,0.94,0.06,0.06,0.92,0.08,0.15,4.470,2.740,4.470,,,-0.070,0.184,0.152,5649.00,112.79,155.14,,15.530,,,
Kepler-687,kepler-687,0.77,0.04,0.04,0.73,0.04,0.03,5.500,3.300,5.780,,,-0.040,0.160,0.144,4841.00,63.99,93.00,,15.398,,,
Kepler-688,kepler-688,0.98,0.07,0.07,0.96,0.09,0.17,4.270,2.540,3.920,,,0.020,0.167,0.133,5715.00,199.21,152.52,,15.725,,,
Kepler-689,kepler-689,0.91,0.06,0.05,0.88,0.07,0.10,4.570,2.880,5.130,,,-0.010,0.184,0.144,5518.00,162.69,122.70,,15.583,,,
Kepler-690,kepler-690,1.11,0.06,0.10,1.16,0.14,0.36,3.550,1.880,1.960,,,0.190,0.152,0.134,5913.00,115.89,87.61,,15.670,,,
Kepler-691,kepler-691,0.53,0.02,0.02,0.50,0.02,0.02,3.980,2.240,5.610,,,0.040,0.077,0.080,3715.00,36.77,37.37,,15.877,,,
Kepler-692,kepler-692,0.90,0.05,0.05,0.86,0.06,0.10,4.680,2.940,6.000,,,-0.010,0.172,0.140,5440.00,162.00,157.76,,15.540,,,
Kepler-453,kepler-453,0.94,0.01,0.01,0.83,0.01,0.01,2.490,0.380,0.380,,,0.090,0.100,0.100,5527.00,100.00,100.00,,13.552,,,
WASP-74,wasp-74,1.48,0.12,0.12,1.64,0.05,0.05,2.000,1.000,1.600,,,0.390,0.130,0.130,5970.00,110.00,110.00,,9.700,,,
WASP-83,wasp-83,1.11,0.09,0.09,1.05,0.04,0.06,5.000,,,,,0.290,0.120,0.120,5510.00,110.00,110.00,,12.900,,,
WASP-89,wasp-89,0.92,0.08,0.08,0.88,0.03,0.03,1.300,0.800,1.500,,,0.150,0.140,0.140,5130.00,90.00,90.00,,13.100,,,
HD 178911 B,hd178911b,1.01,0.06,0.06,,,,,,,,,0.340,0.030,0.030,5668.00,44.00,44.00,,7.792,0.012,0.012,
HD 180902,hd180902,1.52,0.11,0.11,4.10,0.10,0.10,2.800,0.700,0.700,,,0.040,0.030,0.030,5030.00,44.00,44.00,,7.778,0.013,0.013,
HD 190647,hd190647,1.10,0.10,0.10,,,,2.000,,,,,-0.240,0.030,0.030,5628.00,20.00,20.00,,7.775,0.013,0.013,
HIP 107773,hip107773,2.42,0.27,0.27,11.60,1.40,1.40,,,,,,0.030,0.100,0.100,4945.00,100.00,100.00,,5.620,,,
KELT-7,kelt-7,1.53,0.05,0.07,1.73,0.04,0.04,1.300,0.200,0.200,,,0.139,0.081,0.075,6789.00,49.00,50.00,,8.540,0.030,0.030,
HD 196050,hd196050,1.15,,,,,,,,,,,0.229,,,5892.00,,,,7.500,,,
HD 197037,hd197037,,,,,,,,,,,,,,,,,,,6.813,0.010,0.010,
HD 19994,hd19994,1.37,,,,,,,,,,,0.240,,,6190.00,,,,5.060,,,
HD 206610,hd206610,1.56,0.11,0.11,6.10,0.10,0.10,3.000,1.000,1.000,,,0.140,0.030,0.030,4874.00,44.00,44.00,,8.346,0.014,0.014,
HD 208527,hd208527,1.60,0.40,0.40,51.10,8.30,8.30,2.000,1.300,1.300,,,-0.090,0.160,0.160,4035.00,65.00,65.00,,6.400,,,
HD 210702,hd210702,1.68,,0.18,5.10,,0.40,,,,,,,,,4967.00,,25.00,,,,,
HD 216437,hd216437,1.15,0.10,0.10,,,,,,,,,0.210,,,,,,,6.050,,,
HD 219077,hd219077,1.05,0.02,0.02,1.91,0.03,0.03,8.900,0.300,0.300,,,-0.130,0.010,0.010,5362.00,18.00,18.00,,6.120,,,
HD 220773,hd220773,,,,,,,,,,,,,,,,,,,7.096,0.011,0.011,
HD 224693,hd224693,1.33,0.10,0.10,1.70,0.30,0.30,,,,,,0.343,0.050,0.050,6037.00,50.00,50.00,,8.216,0.012,0.012,
HD 11755,hd11755,0.90,0.10,0.10,27.30,1.00,1.00,10.200,1.300,1.300,,,-0.740,0.020,0.020,4312.50,5.00,5.00,,6.870,,,
HD 12648,hd12648,1.20,0.10,0.10,9.20,0.60,0.60,4.500,1.000,1.000,,,-0.570,0.020,0.020,4835.80,7.50,7.50,,6.980,,,
HD 24064,hd24064,1.00,0.10,0.10,38.00,2.90,2.90,9.000,2.100,2.100,,,-0.490,0.060,0.060,4052.50,22.50,22.50,,6.750,,,
8 UMi,8umi,1.80,0.10,0.10,9.90,0.40,0.40,1.700,0.200,0.200,,,-0.030,0.020,0.020,4847.40,7.50,7.50,,6.830,,,
Kepler-623,kepler-623,0.90,0.05,0.04,0.86,0.06,0.10,4.470,2.770,6.050,,,-0.030,0.175,0.150,5443.00,85.59,103.28,,14.959,,,
HD 155233,hd155233,1.69,0.14,0.14,5.03,0.39,0.39,,,,,,0.080,0.070,0.070,4960.00,100.00,100.00,,6.818,0.010,0.010,
HAT-P-20,hat-p-20,0.76,0.03,0.03,0.69,0.02,0.02,6.700,3.800,5.700,,,0.350,0.080,0.080,4595.00,80.00,80.00,,11.339,,,
HAT-P-49,hat-p-49,1.54,0.05,0.05,1.83,0.08,0.14,1.500,0.200,0.200,,,0.074,0.080,0.080,6820.00,52.00,52.00,,10.326,0.010,0.010,
HD 118203,hd118203,1.23,0.03,0.03,,,,4.600,0.800,0.800,,,0.100,0.050,0.050,5600.00,150.00,150.00,,8.050,,,
HD 143361,hd143361,0.95,0.05,0.05,0.99,0.08,0.08,5.000,5.000,5.000,,,0.220,0.100,0.100,5505.00,100.00,100.00,,9.200,,,
HD 192699,hd192699,1.68,0.12,0.12,3.90,0.06,0.06,1.800,1.000,1.000,,,-0.150,0.040,0.040,5220.00,44.00,44.00,,6.440,,,
WASP-70 A,wasp-70a,1.11,0.04,0.04,1.22,0.09,0.06,9.500,0.500,0.500,,,-0.006,0.063,0.063,5763.00,79.00,79.00,,10.790,0.080,0.080,
K2-13,k2-13,0.80,0.04,0.04,0.78,0.05,0.09,,,,,,-0.540,0.140,0.120,5698.00,82.00,45.00,,12.901,0.040,0.040,
Kepler-583,kepler-583,0.94,0.04,0.04,0.91,0.06,0.11,4.470,2.740,5.650,,,0.070,0.148,0.149,5523.00,106.08,76.28,,14.825,,,
Kepler-584,kepler-584,1.17,0.09,0.15,1.24,0.15,0.46,2.880,1.160,0.980,,,0.020,0.161,0.135,6195.00,104.28,110.21,,14.856,,,
Kepler-585,kepler-585,0.96,0.05,0.06,0.93,0.06,0.18,3.630,1.920,5.340,,,0.030,0.137,0.150,5593.00,77.08,85.61,,14.034,,,
Kepler-721,kepler-721,0.82,0.04,0.04,0.78,0.04,0.04,4.900,2.980,5.870,,,-0.010,0.155,0.156,5075.00,56.09,53.60,,15.651,,,
Kepler-693,kepler-693,0.76,0.05,0.04,0.72,0.04,0.04,4.470,2.710,6.050,,,-0.100,0.181,0.167,4881.00,77.41,78.78,,16.422,,,
Kepler-694,kepler-694,0.97,0.06,0.05,0.95,0.07,0.14,4.070,2.370,3.850,,,0.000,0.166,0.134,5700.00,116.69,110.52,,15.090,,,
Kepler-695,kepler-695,0.84,0.05,0.05,0.80,0.05,0.06,4.470,2.710,6.170,,,-0.010,0.162,0.149,5181.00,197.86,199.46,,15.028,,,
Kepler-696,kepler-696,1.06,0.07,0.08,1.08,0.12,0.29,3.980,2.220,2.270,,,0.070,0.167,0.148,5903.00,160.15,106.82,,15.270,,,
Kepler-697,kepler-697,0.92,0.06,0.05,0.88,0.07,0.12,4.370,2.650,5.600,,,-0.010,0.190,0.137,5513.00,134.25,113.01,,15.581,,,
Kepler-698,kepler-698,0.94,0.06,0.05,0.91,0.07,0.11,4.270,2.600,4.420,,,-0.030,0.181,0.142,5612.00,116.05,128.36,,15.447,,,
Kepler-699,kepler-699,0.81,0.07,0.06,0.78,0.07,0.08,4.570,3.050,6.270,,,-0.260,0.232,0.181,5330.00,71.24,112.77,,15.482,,,
Kepler-700,kepler-700,0.98,0.05,0.04,0.96,0.07,0.15,4.370,2.630,4.030,,,0.040,0.153,0.135,5692.00,115.63,77.65,,15.201,,,
Kepler-701,kepler-701,0.88,0.05,0.04,0.84,0.05,0.07,4.470,2.740,6.200,,,0.000,0.172,0.149,5343.00,88.55,73.58,,15.018,,,
Kepler-702,kepler-702,0.90,0.05,0.05,0.86,0.05,0.08,4.470,2.780,5.650,,,0.000,0.161,0.143,5419.00,143.80,122.25,,15.305,,,
Kepler-703,kepler-703,1.18,0.12,0.20,1.27,0.21,0.57,2.690,0.938,1.300,,,0.050,0.147,0.139,6185.00,248.39,197.61,,15.287,,,
Kepler-704,kepler-704,0.97,0.05,0.04,0.96,0.08,0.22,5.130,3.360,4.600,,,0.090,0.135,0.142,5616.00,102.76,77.94,,15.257,,,
Kepler-705,kepler-705,0.53,0.02,0.02,0.51,0.02,0.01,3.890,2.160,5.210,,,0.070,0.069,0.073,3722.00,32.88,29.96,,15.849,,,
Kepler-706,kepler-706,0.87,0.05,0.04,0.84,0.06,0.08,4.790,3.040,5.980,,,-0.060,0.173,0.155,5394.00,107.67,78.15,,15.196,,,
Kepler-707,kepler-707,0.80,0.05,0.04,0.76,0.06,0.04,4.900,3.000,5.840,,,-0.120,0.201,0.159,5099.00,69.76,81.84,,15.001,,,
Kepler-708,kepler-708,0.97,0.06,0.06,0.96,0.09,0.21,4.370,2.650,4.260,,,0.010,0.175,0.128,5692.00,151.78,138.46,,15.533,,,
Kepler-709,kepler-709,0.80,0.05,0.04,0.77,0.05,0.04,4.900,2.990,6.020,,,-0.080,0.184,0.161,5071.00,83.42,83.59,,15.219,,,
Kepler-710,kepler-710,0.94,0.06,0.06,0.91,0.07,0.12,4.170,2.490,4.620,,,-0.040,0.192,0.144,5611.00,127.02,156.89,,15.024,,,
Kepler-711,kepler-711,0.84,0.06,0.06,0.80,0.06,0.08,4.370,2.680,6.130,,,-0.040,0.176,0.158,5222.00,219.60,236.98,,15.316,,,
Kepler-712,kepler-712,0.84,0.04,0.03,0.78,0.02,0.02,3.310,1.610,2.800,,,-0.030,0.105,0.106,5148.00,78.09,83.48,,15.859,,,
Kepler-713,kepler-713,0.98,0.08,0.11,0.99,0.12,0.20,3.800,2.100,3.730,,,-0.030,0.181,0.148,5785.00,233.97,265.49,,15.031,,,
Kepler-714,kepler-714,1.09,0.07,0.08,1.12,0.12,0.29,3.550,1.810,1.770,,,0.040,0.157,0.139,5995.00,117.06,106.70,,15.261,,,
Kepler-715,kepler-715,1.04,0.06,0.06,1.04,0.10,0.23,3.980,2.270,2.600,,,0.020,0.164,0.125,5871.00,97.10,99.55,,15.063,,,
Kepler-716,kepler-716,0.83,0.04,0.04,0.78,0.04,0.04,4.570,2.790,5.900,,,0.000,0.167,0.159,5099.00,72.75,52.72,,15.193,,,
Kepler-717,kepler-717,0.88,0.05,0.05,0.85,0.06,0.09,4.370,2.720,5.470,,,-0.120,0.174,0.155,5485.00,81.84,120.85,,15.662,,,
Kepler-718,kepler-718,1.18,0.14,0.23,1.30,0.24,0.55,2.570,0.876,1.840,,,0.060,0.135,0.135,6191.00,307.12,307.31,,15.257,,,
Kepler-719,kepler-719,0.99,0.07,0.08,0.98,0.10,0.21,3.980,2.230,3.540,,,-0.020,0.176,0.135,5777.00,220.79,199.43,,15.813,,,
Kepler-720,kepler-720,0.95,0.07,0.11,0.92,0.09,0.18,3.630,1.940,3.800,,,0.000,0.177,0.144,5618.00,250.53,328.49,,15.113,,,
HD 240210,hd240210,0.82,0.15,0.15,,,,,,,,,-0.180,0.120,0.120,4297.00,25.00,25.00,,8.330,,,
HD 28185,hd28185,0.98,0.05,0.05,,,,,,,,,0.120,0.100,0.100,5546.00,75.00,75.00,,7.810,0.011,0.011,
HD 285968,hd285968,0.45,,,0.45,0.02,0.02,,,,,,0.150,,,3679.00,77.00,77.00,,9.970,0.030,0.030,
HD 2952,hd2952,2.54,0.09,0.12,12.02,1.06,1.16,,,,,,0.000,0.040,0.040,4844.00,20.00,20.00,,5.922,0.009,0.009,
HD 30562,hd30562,1.23,0.03,0.03,1.53,0.04,0.04,3.600,0.500,0.500,,,0.290,0.060,0.060,5994.00,46.00,46.00,,5.780,,,
HD 31253,hd31253,1.23,0.05,0.05,1.71,0.17,0.17,3.000,,,,,0.160,,,5960.00,,,,7.133,0.011,0.011,
HD 33283,hd33283,1.24,0.10,0.10,1.20,0.10,0.10,,,,,,0.366,0.050,0.050,5995.00,50.00,50.00,,8.051,0.011,0.011,
HD 38801,hd38801,1.36,0.09,0.09,2.53,0.13,0.13,4.670,2.560,2.560,,,0.260,0.030,0.030,5222.00,44.00,44.00,,8.269,0.013,0.013,
