Primary planet name(from standardize_OEC_planet.csv),pl_name(from standardize_NASA_Catalogue_Data.csv),Lists(from standardize_OEC_planet.csv),Lists(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup](from standardize_OEC_planet.csv),pl_bmassj(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorminus(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorplus(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] lowerlimit(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] upperlimit(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup](from standardize_OEC_planet.csv),pl_radj(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorminus(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorplus(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] lowerlimit(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] upperlimit(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days](from standardize_OEC_planet.csv),pl_orbper(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorminus(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorplus(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] lowerlimit(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] upperlimit(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity(from standardize_OEC_planet.csv),pl_orbeccen(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorminus(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorplus(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity lowerlimit(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity upperlimit(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K](from standardize_OEC_planet.csv),pl_eqt(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorminus(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorplus(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] lowerlimit(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] upperlimit(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Discovery method(from standardize_OEC_planet.csv),Discovery method(from standardize_NASA_Catalogue_Data.csv),Discovery year(from standardize_OEC_planet.csv),pl_publ_date(from standardize_NASA_Catalogue_Data.csv),Last updated [yy/mm/dd](from standardize_OEC_planet.csv),Last updated [yy/mm/dd](from standardize_NASA_Catalogue_Data.csv),source (xml)(from standardize_OEC_planet.csv),source (xml)(from standardize_NASA_Catalogue_Data.csv)
EPIC 203771098 c,K2-24 c,confirmedplanets,,0.0850,,0.0217,,0.0217,,,,,,,,,,,,,0.073,,0.073,,,,,,,,0.00063000,,0.00063000,,,,,,,,,,,,560,,29,,29,,29,,29,transit,,2015,,15/12/06,,EPIC 203771098.xml,
Kepler-680 b,Kepler-680 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.022,,0.073,,,,,,,,0.00000943,,0.00000943,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-680.xml,
Kepler-681 b,Kepler-681 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.014,,0.014,,,,,,,,0.00006078,,0.00006078,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-681.xml,
Kepler-682 b,Kepler-682 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.045,,0.069,,,,,,,,0.00000646,,0.00000646,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-682.xml,
Kepler-683 b,Kepler-683 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.015,,0.030,,,,,,,,0.00000511,,0.00000511,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-683.xml,
Kepler-684 b,Kepler-684 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.027,,0.027,,,,,,,,0.00000886,,0.00000886,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-684.xml,
Kepler-685 b,Kepler-685 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.106,,0.273,,,,,,,,0.00000015,,0.00000015,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-685.xml,
Kepler-686 b,Kepler-686 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.090,,0.176,,,,,,,,0.00000011,,0.00000011,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-686.xml,
Kepler-687 b,Kepler-687 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.018,,0.014,,,,,,,,0.00002828,,0.00002828,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-687.xml,
Kepler-688 b,Kepler-688 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.087,,0.157,,,,,,,,0.00000080,,0.00000080,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-688.xml,
Kepler-689 b,Kepler-689 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.031,,,,,,,,0.00009811,,0.00009811,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-689.xml,
Kepler-690 b,Kepler-690 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.067,,0.163,,,,,,,,0.00000763,,0.00000763,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-690.xml,
Kepler-691 b,Kepler-691 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.008,,0.008,,,,,,,,0.00001125,,0.00001125,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-691.xml,
Kepler-692 b,Kepler-692 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.033,,,,,,,,0.00007140,,0.00007140,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-692.xml,
KIC 9632895 b,Kepler-453 b,confirmedplanets|planetsinbinarysystems|p-type,,0.019503,0.00063,0.050331,0.05034,0.050331,0.05034,,0.05034,,0.05034,0.561818,0.553,0.003190,0.003,0.003190,0.003,,0.003,,0.003,,,,,,,,0.05300000,,0.05300000,0.0379,0.035900,,,,,,0.008800,,0.008800,,,,,,,,,,,transit,,,,14/09/08,,KIC 9632895.xml,
WASP-74 b,WASP-74 b,confirmedplanets,,,,,,,,,0.06000,,0.06000,,,,,,,,0.060,,0.060,,,,,,,,0.00000100,,0.00000100,,0.000000,,,,,,,0.07,,,,,,,,,40,,40,transit,,2014,2015,14/10/24,,WASP-74.xml,
WASP-83 b,WASP-83 b,confirmedplanets,,,,,,,,,0.03000,,0.03000,,,,,,,,0.050,,0.080,,,,,,,,0.00001500,,0.00001500,,0.000000,,,,,,,0.3,,,,,,,,,30,,30,transit,,2014,2015,14/10/24,,WASP-83.xml,
WASP-89 b,WASP-89 b,confirmedplanets,,,,,,,,,0.40000,,0.40000,,,,,,,,0.040,,0.040,,,,,,,,0.00000250,,0.00000250,,,,,,,,0.009000,,0.009000,,,,,,,,20,,20,transit,,2014,2015,14/10/24,,WASP-89.xml,
HD 178911 B b,HD 178911 B b,confirmedplanets|planetsinbinarysystems|s-type,,6.292,7.03000,,0.28000,,0.28000,,0.28000,,0.28000,,,,,,,,,,,71.487,71.48400000,,0.00200000,,0.00200000,,0.00200000,,0.00200000,0.1243,0.114000,,0.003000,,0.003000,,0.003000,,0.003000,469.8,,,,,,,,,,rv,,2001,2002,12/12/07,,HD 178911.xml,
HD 180902 b,HD 180902 b,confirmedplanets,,,,,0.20000,,0.20000,,0.20000,,0.20000,,,,,,,,,,,,,,13.00000000,,13.00000000,,13.00000000,,13.00000000,,,,0.110000,,0.110000,,0.110000,,0.110000,380.7,,,,,,,,,,rv,,,,10/03/19,,HD 180902.xml,
HD 181433 c,HD 181433 c,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,15.00000000,,15.00000000,,15.00000000,,15.00000000,,,,0.020000,,0.020000,,0.020000,,0.020000,141.6,,,,,,,,,,rv,,2008,2009,09/01/13,,HD 181433.xml,
HD 190647 b,HD 190647 b,confirmedplanets,,,,,0.06000,,0.06000,,0.06000,,0.06000,,,,,,,,,,,,,,4.90000000,,4.90000000,,4.90000000,,4.90000000,,,,0.020000,,0.020000,,0.020000,,0.020000,209.5,,,,,,,,,,rv,,,,07/04/07,,HD 190647.xml,
HIP 107773 b,HIP 107773 b,confirmedplanets,,,,,,,,,0.21000,,0.21000,,,,,,,,,,,,,,,,,,0.50000000,,0.50000000,,,,,,,,0.060000,,0.060000,,,,,,,,,,,rv,,,,15/05/25,,HIP 107773.xml,
KELT-7 b,KELT-7 b,confirmedplanets,,,,,,,,,0.18000,,0.18000,,,,,,,,0.047,,0.046,,,,,,,,0.00000390,,0.00000390,,0.000000,,,,,,,,,,,,,,,,27,,27,transit,,,,15/01/22,,KELT-7.xml,
Gliese 785 c,HD 192310 c,confirmedplanets,,0.0754,0.07600,,0.01600,,0.01600,,0.01600,,0.01600,,,,,,,,,,,,,,9.20000000,,9.20000000,,9.20000000,,9.20000000,,,,0.110000,,0.110000,,0.110000,,0.110000,171.8,185,,,,,,,,,rv,,,,11/08/18,,Gliese 785.xml,
HD 196050 A b,HD 196050 b,confirmedplanets|planetsinbinarysystems|s-type,,2.83,2.90000,,0.26000,,0.26000,,0.26000,,0.26000,,,,,,,,,,,1316.24,1378.00000000,,21.00000000,,21.00000000,,21.00000000,,21.00000000,0.21,0.228000,,0.038000,,0.038000,,0.038000,,0.038000,186.7,,,,,,,,,,rv,,,,12/12/04,,HD 196050.xml,
HD 197037 b,HD 197037 b,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,0.05000,,0.05000,,,,,,,,,,,,,,,,,,13.00000000,,13.00000000,,,,,,,,0.070000,,0.070000,,,,,,,,,,,rv,,,,16/01/22,,HD 197037.xml,
HD 19994 A b,HD 19994 b,confirmedplanets|planetsinbinarysystems|s-type,,1.68,1.37000,,0.12000,,0.12000,,0.12000,,0.12000,,,,,,,,,,,535.7,466.20000000,,1.70000000,,1.70000000,,1.70000000,,1.70000000,0.3,0.063000,,0.062000,,0.062000,,0.062000,,0.062000,,,,,,,,,,,rv,,2000,2004,12/12/08,,HD 19994.xml,
HD 202206 b,HD 202206 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.06000000,,0.06000000,,0.06000000,,0.06000000,,,,0.001000,,0.001000,,0.001000,,0.001000,277.6,,,,,,,,,,rv,,,,10/12/30,,HD 202206.xml,
HD 206610 b,HD 206610 b,confirmedplanets,,,,,0.10000,,0.10000,,0.10000,,0.10000,,,,,,,,,,,,,,13.00000000,,13.00000000,,13.00000000,,13.00000000,,,,0.058000,,0.058000,,0.058000,,0.058000,408.1,,,,,,,,,,rv,,,,10/03/19,,HD 206610.xml,
HD 20794 c,HD 20794 c,confirmedplanets,,0.00754968,0.00760,,0.00130,,0.00130,,0.00130,,0.00130,,,,,,,,,,,,,,0.05300000,,0.05300000,,0.05300000,,0.05300000,,,,,,,,,,,508.9,508,,,,,,,,,rv,,,,11/08/18,,HD 20794.xml,
HD 208527 b,HD 208527 b,confirmedplanets,,,,,1.70000,,1.70000,,1.70000,,1.70000,,,,,,,,,,,,,,5.80000000,,5.80000000,,5.80000000,,5.80000000,,,,0.040000,,0.040000,,0.040000,,0.040000,877.3,,,,,,,,,,rv,,2012,2013,12/11/11,,HD 208527.xml,
HD 210702 b,HD 210702 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10000000,,1.10000000,,,,,,,,0.052000,,0.052000,,,,,,,,,,,rv,,,,15/11/02,,HD 210702.xml,
HD 215497 b,HD 215497 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.00066000,,0.00066000,,0.00066000,,0.00066000,,,,0.090000,,0.090000,,0.090000,,0.090000,984.3,,,,,,,,,,rv,,2009,2010,10/12/06,,HD 215497.xml,
HD 216437 b,HD 216437 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,35.00000000,,35.00000000,,35.00000000,,35.00000000,,,,0.120000,,0.120000,,0.120000,,0.120000,170.2,,,,,,,,,,rv,,,,10/12/30,,HD 216437.xml,
HD 217107 b,HD 217107 b,confirmedplanets,,1.4135,1.39000,0.0042,0.11000,0.0042,0.11000,,0.11000,,0.11000,,,,,,,,,,,7.126846,7.12681600,0.000013,0.00003900,0.000013,0.00003900,,0.00003900,,0.00003900,0.1283,0.126700,0.0027,0.005200,0.0027,0.005200,,0.005200,,0.005200,,,,,,,,,,,rv,,1998,1999,15/08/15,,HD 217107.xml,
HD 219077 b,HD 219077 b,confirmedplanets,,,,,0.09000,,0.09000,,0.09000,,0.09000,,,,,,,,,,,,,,119.00000000,,130.00000000,,119.00000000,,130.00000000,,,,0.003000,,0.003000,,0.003000,,0.003000,124.9,,,,,,,,,,rv,,2012,2013,12/11/29,,HD 219077.xml,
HD 219828 b,HD 219828 b,confirmedplanets,,0.066,0.06607,,0.00440,,0.00440,,0.00440,,0.00440,,,,,,,,,,,3.8335,3.83488700,,0.00009600,,0.00009600,,0.00009600,,0.00009600,0.0,0.059000,,0.036000,,0.036000,,0.036000,,0.036000,1485.2,,,,,,,,,,rv,,,,10/12/21,,HD 219828.xml,
HD 220773 b,HD 220773 b,confirmedplanets,,,,,0.30000,,0.30000,,0.30000,,0.30000,,,,,,,,,,,,,,463.00000000,,463.00000000,,463.00000000,,463.00000000,,,,0.100000,,0.100000,,0.100000,,0.100000,145.8,,,,,,,,,,rv,,,,12/02/04,,HD 220773.xml,
HD 224693 b,HD 224693 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.02000000,,0.02000000,,0.02000000,,0.02000000,,,,0.030000,,0.030000,,0.030000,,0.030000,718.9,,,,,,,,,,rv,,,,06/04/18,,HD 224693.xml,
Kepler-253 d,Kepler-253 d,confirmedplanets,,,,,,,,,,,,0.28888,0.283,0.02734,0.116,0.11847,0.116,,0.116,,0.116,,,,,,,,0.00006600,,0.00006600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-253.xml,
Kepler-255 b,Kepler-255 b,confirmedplanets,,,,,,,,,,,,0.14125,0.138,0.05650,0.055,0.05650,0.055,,0.055,,0.055,,,,,,,,0.00005200,,0.00005200,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-255.xml,
Kepler-256 e,Kepler-256 e,confirmedplanets,,,,,,,,,,,,0.21416,0.210,0.05286,0.052,0.05286,0.052,,0.052,,0.052,,,,,,,,0.00006600,,0.00006600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-256.xml,
Kepler-258 b,Kepler-258 b,confirmedplanets,,,,,,,,,,,,0.36999,0.362,0.06470,0.242,0.24696,0.242,,0.242,,0.242,,,,,,,,0.00001900,,0.00001900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-258.xml,
Kepler-26 d,Kepler-26 d,confirmedplanets,,,,,,,,,,,,0.09751,0.095,0.00547,0.005,0.00547,0.005,,0.005,,0.005,,,,,,,,0.00001500,,0.00001500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-26.xml,
Kepler-260 b,Kepler-260 b,confirmedplanets,,,,,,,,,,,,0.18317,0.179,0.05012,0.049,0.05012,0.049,,0.049,,0.049,,,,,,,,0.00002200,,0.00002200,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-260.xml,
Kepler-262 b,Kepler-262 b,confirmedplanets,,,,,,,,,,,,0.12394,0.121,0.05377,0.053,0.05377,0.053,,0.053,,0.053,,,,,,,,0.00016400,,0.00016400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-262.xml,
Kepler-264 c,Kepler-264 c,confirmedplanets,,,,,,,,,,,,0.25790,0.252,0.05286,0.052,0.05286,0.052,,0.052,,0.052,,,,,,,,0.00367800,,0.00367800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-264.xml,
Kepler-265 e,Kepler-265 e,confirmedplanets,,,,,,,,,,,,0.23603,0.231,0.05012,0.049,0.05012,0.049,,0.049,,0.049,,,,,,,,0.00139600,,0.00139600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-265.xml,
Kepler-267 c,Kepler-267 c,confirmedplanets,,,,,,,,,,,,0.19411,0.190,0.01002,0.010,0.01002,0.010,,0.010,,0.010,,,,,,,,0.00001600,,0.00001600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-267.xml,
Kepler-269 c,Kepler-269 c,confirmedplanets,,,,,,,,,,,,0.15401,0.151,0.07290,0.071,0.07290,0.071,,0.071,,0.071,,,,,,,,0.00014900,,0.00014900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-269.xml,
Kepler-252 b,Kepler-252 b,confirmedplanets,,,,,,,,,,,,0.11209,0.110,0.01094,0.011,0.01094,0.011,,0.011,,0.011,,,,,,,,0.00003100,,0.00003100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-252.xml,
Kepler-276 d,Kepler-276 d,confirmedplanets,,,0.05100,,0.01400,,0.01600,,0.01400,,0.01600,0.25608,0.250,0.02916,0.024,0.12029,0.110,,0.024,,0.110,48.648869,48.64800000,.000877,,0.000877,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-276.xml,
Kepler-278 b,Kepler-278 b,confirmedplanets,,,,,,,,,,,,0.37090,0.363,0.01458,0.014,0.01458,0.014,,0.014,,0.014,,,,,,,,0.00031100,,0.00031100,0.03,,0.03,,0.33,,,,,,,,,,,,,,,,transit,,,,15/07/28,,Kepler-278.xml,
Kepler-279 d,Kepler-279 d,confirmedplanets,,,0.11800,,0.01400,,0.01700,,0.01400,,0.01700,0.45201,0.277,0.08840,0.027,0.08840,0.111,,0.027,,0.111,54.399606,54.41400000,.000457,,0.000457,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-279.xml,
Kepler-28 b,Kepler-28 b,confirmedplanets,,,1.51000,,,,,,,,,0.32806906,0.321,,,,,,,,,5.91,5.91230000,,,,,,,,,,,,,,,,,,,680.0,,,,,,,,,,transit,,,,12/01/26,,Kepler-28.xml,
Kepler-281 c,Kepler-281 c,confirmedplanets,,,,,,,,,,,,0.48390,0.474,0.00547,0.184,0.18773,0.184,,0.184,,0.184,,,,,,,,0.00011100,,0.00011100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-281.xml,
Kepler-282 e,Kepler-282 e,confirmedplanets,,,0.17700,,0.05300,,0.05100,,0.05300,,0.05100,0.23420,0.277,0.05559,0.022,0.05559,0.112,,0.022,,0.112,44.346937,44.34700000,.000309,,0.000309,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-282.xml,
Kepler-284 c,Kepler-284 c,confirmedplanets,,,,,,,,,,,,0.23785,0.233,0.01640,0.105,0.10753,0.105,,0.105,,0.105,,,,,,,,0.00035000,,0.00035000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-284.xml,
Kepler-286 c,Kepler-286 c,confirmedplanets,,,,,,,,,,,,0.12485,0.122,0.02461,0.024,0.02461,0.024,,0.024,,0.024,,,,,,,,0.00002300,,0.00002300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-286.xml,
Kepler-287 c,Kepler-287 c,confirmedplanets,,,,,,,,,,,,0.29708,0.291,0.04465,0.133,0.13578,0.133,,0.133,,0.133,,,,,,,,0.00024700,,0.00024700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-287.xml,
Kepler-289 c,Kepler-289 c,confirmedplanets,,0.415,0.42000,0.053,0.05000,0.053,0.05000,,0.05000,,0.05000,,,,,,,,0.017,,0.017,,,,,,,,0.00760000,,0.00760000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-289.xml,
Kepler-291 b,Kepler-291 b,confirmedplanets,,,,,,,,,,,,0.19684,0.193,0.08566,0.084,0.08566,0.084,,0.084,,0.084,,,,,,,,0.00001600,,0.00001600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-291.xml,
Kepler-292 d,Kepler-292 d,confirmedplanets,,,,,,,,,,,,0.20322,0.199,0.01914,0.019,0.01914,0.019,,0.019,,0.019,,,,,,,,0.00004300,,0.00004300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-292.xml,
Kepler-293 c,Kepler-293 c,confirmedplanets,,,,,,,,,,,,0.34903,0.342,0.05741,0.145,0.14854,0.145,,0.145,,0.145,,,,,,,,0.00046600,,0.00046600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-293.xml,
Kepler-295 d,Kepler-295 d,confirmedplanets,,,,,,,,,,,,0.12394,0.121,0.06561,0.064,0.06561,0.064,,0.064,,0.064,,,,,,,,0.00068500,,0.00068500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-295.xml,
WASP-47 d,WASP-47 d,confirmedplanets,,0.0328,0.04782,0.0264,0.02202,0.0264,0.02202,,0.02202,,0.02202,,,,,,,,0.012,,0.012,,,,,,,,0.00019000,,0.00019000,,,,,,,,,,,,,,,,,,,,,transit,,2015,,15/10/17,,WASP-47.xml,
WASP-47 e,WASP-47 e,confirmedplanets,,0.0384,0.06922,0.0116,,0.0116,,,,,,0.1631,0.163,0.0062,0.006,0.0062,0.006,,0.006,,0.006,,,,,,,,0.00001300,,0.00001300,,,,,,,,,,,,,,,,,,,,,transit,,2015,,15/10/17,,WASP-47.xml,
WASP-41 c,WASP-41 c,confirmedplanets,,,,,,,,,0.20000,,0.20000,,,,,,,,,,,,,,,,,,2.00000000,,2.00000000,,,,,,,,0.024000,,0.024000,,241,,2,,2,,2,,2,rv,,2015,,15/10/16,,WASP-41.xml,
HD 11755 b,HD 11755 b,confirmedplanets,,,,,,,,,1.00000,,1.00000,,,,,,,,,,,,,,,,,,3.20000000,,3.20000000,,,,,,,,0.100000,,0.100000,,,,,,,,,,,rv,,2015,,15/09/30,,HD 11755.xml,
HD 12648 b,HD 12648 b,confirmedplanets,,,,,,,,,0.40000,,0.40000,,,,,,,,,,,,,,,,,,0.50000000,,0.50000000,,,,,,,,0.160000,,0.160000,,,,,,,,,,,rv,,2015,,15/09/30,,HD 12648.xml,
HD 24064 b,HD 24064 b,confirmedplanets,,,,,,,,,1.30000,,1.30000,,,,,,,,,,,536.6,535.60000000,,,,,,3.00000000,,3.00000000,,,,,,,,0.080000,,0.080000,,,,,,,,,,,rv,,2015,,15/09/30,,HD 24064.xml,
EPIC 201367065 b,K2-3 b,confirmedplanets,,0.0264,,0.0066,,0.0066,,,,,,,,,,,,,0.027,,0.027,,,,,,,,0.00026000,,0.00026000,,,,,,,,,0.29,,,463,,39,,39,,39,,39,transit,,,,15/12/06,,EPIC 201367065.xml,
Kepler-623 b,Kepler-623 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.019,,0.030,,,,,,,,0.00001283,,0.00001283,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-623.xml,
HD 155233 b,HD 155233 b,confirmedplanets,,2.0,2.60000,0.5,0.30000,0.5,0.30000,,0.30000,,0.30000,,,,,,,,,,,885,818.80000000,63,12.10000000,63,12.10000000,,12.10000000,,12.10000000,0.03,0.040000,0.20,0.040000,0.20,0.040000,,0.040000,,0.040000,,,,,,,,,,,rv,,2015,,15/10/25,,HD 155233.xml,
HAT-P-20 b,HAT-P-20 b,confirmedplanets,,,,,0.18700,,0.18700,,0.18700,,0.18700,,,,0.033,,0.033,,0.033,,0.033,,,,0.00000400,,0.00000400,,0.00000400,,0.00000400,,,,0.005000,,0.005000,,0.005000,,0.005000,888.3,970,,23,,23,,23,,23,transit,,2010,2011,10/12/11,,HAT-P-20.xml,
Kepler-202 c,Kepler-202 c,confirmedplanets,,,,,,,,,,,,0.16859,0.165,0.00911,0.009,0.00911,0.009,,0.009,,0.009,,,,,,,,0.00003800,,0.00003800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-202.xml,
HAT-P-49 b,HAT-P-49 b,confirmedplanets,,,,,,,,,0.20500,,0.20500,,,,,,,,0.077,,0.128,,2.69154800,,0.00000600,,0.00000600,,0.00000600,,0.00000600,,,,,,,,,,,,,,,,,,42,,69,transit,,,,14/01/25,,HAT-P-49.xml,
HD 118203 b,HD 118203 b,confirmedplanets,,,,,,,,,,,,,,,,,,,,,,,,,0.00060000,,0.00060000,,0.00060000,,0.00060000,,,,0.014000,,0.014000,,0.014000,,0.014000,1408.2,,,,,,,,,,rv,,2005,2006,10/12/23,,HD 118203.xml,
HD 143361 b,HD 143361 b,confirmedplanets,,3.12,3.48000,,0.24000,,0.24000,,0.24000,,0.24000,,,,,,,,,,,1057,1046.20000000,,3.20000000,,3.20000000,,3.20000000,,3.20000000,0.15,0.193000,,0.015000,,0.015000,,0.015000,,0.015000,161.0,,,,,,,,,,rv,,2008,2009,09/05/20,,HD 143361.xml,
HD 192699 b,HD 192699 b,confirmedplanets,,,,,,,,,0.21000,,0.15000,,,,,,,,,,,,,,,,,,1.63000000,,1.77000000,,,,,,,,0.060000,,0.029000,,,,,,,,,,,rv,,,,15/09/20,,HD 192699.xml,
Kepler-26 c,Kepler-26 c,confirmedplanets,,0.019492,0.01951,0.001949,0.00205,0.002055,0.00205,,0.00205,,0.00205,0.26792,0.243,0.02825,0.011,0.02825,0.011,,0.011,,0.011,17.251204,17.25590000,.000034,0.00060000,0.000034,0.00060000,,0.00060000,,0.00060000,,,,,,,,,,,,,,,,,,,,,transit,,2014,2012,16/01/13,,Kepler-26.xml,
Kepler-295 b,Kepler-295 b,confirmedplanets,,,,,,,,,,,,0.11118,0.109,0.05832,0.057,0.05832,0.057,,0.057,,0.057,,,,,,,,0.00018100,,0.00018100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-295.xml,
KOI-1873.01,Kepler-328 c,confirmedplanets,,0.10286,0.12400,0.00220,0.04000,0.28626,0.04300,,0.04000,,0.04300,0.49210,0.482,0.18226,0.048,0.18226,0.200,,0.048,,0.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,2013,2014,13/09/13,,KOI-1873.xml,
Kepler-339 d,Kepler-339 d,confirmedplanets,,,,,,,,,,,,0.10662,0.104,0.04830,0.047,0.04830,0.047,,0.047,,0.047,,,,,,,,0.00008100,,0.00008100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-339.xml,
