pl_name,pl_name,Lists,pl_bmassj,pl_bmassjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjerr1,pl_radj,pl_radjerr2,pl_radjerr1,pl_radjerr2,pl_radjerr1,pl_orbper,pl_orbpererr2,pl_orbpererr1,pl_orbpererr2,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr2,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenerr1,pl_eqt,pl_eqterr2,pl_eqterr1,pl_eqterr2,pl_eqterr1,Discovery method,pl_publ_date,Last updated [yy/mm/dd],source (xml)
Kepler-215 d,kepler-215d,,,,,,,0.213,0.049,0.049,0.049,0.049,30.86442300,0.00009200,0.00009200,0.00009200,0.00009200,,,,,,,,,,,,2014,,
Kepler-215 e,kepler-215e,,,,,,,0.156,0.037,0.037,0.037,0.037,68.16101000,0.00063000,0.00063000,0.00063000,0.00063000,,,,,,,,,,,,2014,,
Kepler-216 b,kepler-216b,,,,,,,0.210,0.041,0.041,0.041,0.041,7.69364100,0.00003100,0.00003100,0.00003100,0.00003100,,,,,,,,,,,,2014,,
Kepler-482 b,kepler-482b,,,,,,,0.211,0.012,0.033,0.012,0.033,56.35418576,0.00009371,0.00009371,0.00009371,0.00009371,,,,,,,,,,,,,,
Kepler-483 b,kepler-483b,,,,,,,0.286,0.038,0.061,0.038,0.061,30.22910400,0.00007851,0.00007851,0.00007851,0.00007851,,,,,,,,,,,,,,
Kepler-458 c,kepler-458c,,,,,,,0.375,0.036,0.056,0.036,0.056,20.74028413,0.00003350,0.00003350,0.00003350,0.00003350,,,,,,,,,,,,,,
Kepler-484 b,kepler-484b,,,,,,,0.203,0.004,0.006,0.004,0.006,10.04556931,0.00000720,0.00000720,0.00000720,0.00000720,,,,,,,,,,,,,,
Kepler-485 b,kepler-485b,,,,,,,1.286,0.145,0.302,0.145,0.302,3.24325980,0.00000018,0.00000018,0.00000018,0.00000018,,,,,,,,,,,,,,
Kepler-486 b,kepler-486b,,,,,,,0.981,0.050,0.036,0.050,0.036,30.36044667,0.00000424,0.00000424,0.00000424,0.00000424,,,,,,,,,,,,,,
Kepler-487 b,kepler-487b,,,,,,,1.019,0.047,0.062,0.047,0.062,15.35876840,0.00000221,0.00000221,0.00000221,0.00000221,,,,,,,,,,,,,,
Kepler-487 c,kepler-487c,,,,,,,0.239,0.044,0.016,0.044,0.016,38.65199760,0.00025170,0.00025170,0.00025170,0.00025170,,,,,,,,,,,,,,
Kepler-488 b,kepler-488b,,,,,,,1.409,0.135,0.343,0.135,0.343,3.12082923,0.00000038,0.00000038,0.00000038,0.00000038,,,,,,,,,,,,,,
Kepler-489 b,kepler-489b,,,,,,,0.689,0.018,0.015,0.018,0.015,17.27629612,0.00000245,0.00000245,0.00000245,0.00000245,,,,,,,,,,,,,,
Kepler-490 b,kepler-490b,,,,,,,1.039,0.123,0.294,0.123,0.294,3.26869515,0.00000023,0.00000023,0.00000023,0.00000023,,,,,,,,,,,,,,
Kepler-491 b,kepler-491b,,,,,,,0.796,0.045,0.071,0.045,0.071,4.22538451,0.00000027,0.00000027,0.00000027,0.00000027,,,,,,,,,,,,,,
Kepler-492 b,kepler-492b,,,,,,,0.856,0.054,0.107,0.054,0.107,11.72012266,0.00000153,0.00000153,0.00000153,0.00000153,,,,,,,,,,,,,,
Kepler-493 b,kepler-493b,,,,,,,1.350,0.227,0.446,0.227,0.446,3.00387658,0.00000099,0.00000099,0.00000099,0.00000099,,,,,,,,,,,,,,
Kepler-494 b,kepler-494b,,,,,,,0.637,0.089,0.118,0.089,0.118,8.02511821,0.00000227,0.00000227,0.00000227,0.00000227,,,,,,,,,,,,,,
Kepler-495 b,kepler-495b,,,,,,,0.467,0.030,0.037,0.030,0.037,3.41303622,0.00000060,0.00000060,0.00000060,0.00000060,,,,,,,,,,,,,,
Kepler-496 b,kepler-496b,,,,,,,0.207,0.012,0.017,0.012,0.017,8.30864937,0.00001090,0.00001090,0.00001090,0.00001090,,,,,,,,,,,,,,
Kepler-497 b,kepler-497b,,,,,,,0.539,0.059,0.141,0.059,0.141,3.57320367,0.00000091,0.00000091,0.00000091,0.00000091,,,,,,,,,,,,,,
Kepler-498 b,kepler-498b,,,,,,,0.270,0.030,0.045,0.030,0.045,9.61375356,0.00001173,0.00001173,0.00001173,0.00001173,,,,,,,,,,,,,,
Kepler-499 b,kepler-499b,,,,,,,0.194,0.014,0.022,0.014,0.022,5.63252845,0.00000575,0.00000575,0.00000575,0.00000575,,,,,,,,,,,,,,
Kepler-500 b,kepler-500b,,,,,,,0.230,0.015,0.022,0.015,0.022,8.50832440,0.00000911,0.00000911,0.00000911,0.00000911,,,,,,,,,,,,,,
Kepler-501 b,kepler-501b,,,,,,,0.384,0.041,0.062,0.041,0.062,5.64067757,0.00000378,0.00000378,0.00000378,0.00000378,,,,,,,,,,,,,,
Kepler-502 b,kepler-502b,,,,,,,0.426,0.059,0.130,0.059,0.130,4.28686431,0.00000322,0.00000322,0.00000322,0.00000322,,,,,,,,,,,,,,
Kepler-503 b,kepler-503b,,,,,,,0.559,0.051,0.128,0.051,0.128,7.25844721,0.00000282,0.00000282,0.00000282,0.00000282,,,,,,,,,,,,,,
Kepler-504 b,kepler-504b,,,,,,,0.142,0.020,0.016,0.020,0.016,9.54927542,0.00000499,0.00000499,0.00000499,0.00000499,,,,,,,,,,,,,,
Kepler-505 b,kepler-505b,,,,,,,0.232,0.008,0.010,0.008,0.010,27.52197994,0.00003295,0.00003295,0.00003295,0.00003295,,,,,,,,,,,,,,
Kepler-506 b,kepler-506b,,,,,,,0.244,0.005,0.005,0.005,0.005,6.88340550,0.00000315,0.00000315,0.00000315,0.00000315,,,,,,,,,,,,,,
Kepler-157 d,kepler-157d,,,,,,,0.130,0.009,0.014,0.009,0.014,7.02573474,0.00002388,0.00002388,0.00002388,0.00002388,,,,,,,,,,,,,,
Kepler-555 b,kepler-555b,,,,,,,0.252,0.026,0.050,0.026,0.050,16.21775407,0.00002890,0.00002890,0.00002890,0.00002890,,,,,,,,,,,,,,
Kepler-556 b,kepler-556b,,,,,,,0.200,0.011,0.018,0.011,0.018,11.72292176,0.00002381,0.00002381,0.00002381,0.00002381,,,,,,,,,,,,,,
Kepler-1326 b,kepler-1326b,,,,,,,0.373,0.068,0.135,0.068,0.135,42.35142670,0.00013720,0.00013720,0.00013720,0.00013720,,,,,,,,,,,,,,
Kepler-1327 b,kepler-1327b,,,,,,,0.161,0.018,0.052,0.018,0.052,14.88801098,0.00008768,0.00008768,0.00008768,0.00008768,,,,,,,,,,,,,,
Kepler-1328 b,kepler-1328b,,,,,,,0.087,0.008,0.018,0.008,0.018,4.52158888,0.00002184,0.00002184,0.00002184,0.00002184,,,,,,,,,,,,,,
Kepler-403 d,kepler-403d,,,,,,,0.127,0.017,0.027,0.017,0.027,13.61159129,0.00008288,0.00008288,0.00008288,0.00008288,,,,,,,,,,,,,,
Kepler-1329 b,kepler-1329b,,,,,,,0.194,0.014,0.005,0.014,0.005,9.33646594,0.00003106,0.00003106,0.00003106,0.00003106,,,,,,,,,,,,,,
Kepler-1330 b,kepler-1330b,,,,,,,0.147,0.012,0.036,0.012,0.036,10.10769068,0.00004951,0.00004951,0.00004951,0.00004951,,,,,,,,,,,,,,
Kepler-1331 b,kepler-1331b,,,,,,,0.094,0.007,0.008,0.007,0.008,0.78916165,0.00000121,0.00000121,0.00000121,0.00000121,,,,,,,,,,,,,,
Kepler-1332 b,kepler-1332b,,,,,,,0.122,0.004,0.008,0.004,0.008,11.87456832,0.00003749,0.00003749,0.00003749,0.00003749,,,,,,,,,,,,,,
Kepler-1333 b,kepler-1333b,,,,,,,0.251,0.022,0.036,0.022,0.036,109.64718420,0.00070770,0.00070770,0.00070770,0.00070770,,,,,,,,,,,,,,
Kepler-1334 b,kepler-1334b,,,,,,,0.204,0.016,0.028,0.016,0.028,15.64591713,0.00007265,0.00007265,0.00007265,0.00007265,,,,,,,,,,,,,,
Kepler-1335 b,kepler-1335b,,,,,,,0.129,0.008,0.009,0.008,0.009,6.26406846,0.00002706,0.00002706,0.00002706,0.00002706,,,,,,,,,,,,,,
Kepler-1336 b,kepler-1336b,,,,,,,0.177,0.036,0.027,0.036,0.027,23.19868100,0.00025460,0.00025460,0.00025460,0.00025460,,,,,,,,,,,,,,
Kepler-1336 c,kepler-1336c,,,,,,,0.153,0.031,0.024,0.031,0.024,5.77721211,0.00002788,0.00002788,0.00002788,0.00002788,,,,,,,,,,,,,,
Kepler-1337 b,kepler-1337b,,,,,,,0.215,0.039,0.009,0.039,0.009,24.40025490,0.00010890,0.00010890,0.00010890,0.00010890,,,,,,,,,,,,,,
Kepler-1338 b,kepler-1338b,,,,,,,0.082,0.009,0.017,0.009,0.017,0.93511806,0.00000276,0.00000276,0.00000276,0.00000276,,,,,,,,,,,,,,
Kepler-1339 b,kepler-1339b,,,,,,,0.063,0.004,0.005,0.004,0.005,1.34155513,0.00000370,0.00000370,0.00000370,0.00000370,,,,,,,,,,,,,,
Kepler-1340 b,kepler-1340b,,,,,,,0.138,0.024,0.062,0.024,0.062,0.66502692,0.00000160,0.00000160,0.00000160,0.00000160,,,,,,,,,,,,,,
Kepler-1341 b,kepler-1341b,,,,,,,0.267,0.033,0.037,0.033,0.037,132.99683220,0.00092430,0.00092430,0.00092430,0.00092430,,,,,,,,,,,,,,
Kepler-1342 b,kepler-1342b,,,,,,,0.148,0.012,0.020,0.012,0.020,2.21571036,0.00000812,0.00000812,0.00000812,0.00000812,,,,,,,,,,,,,,
Kepler-1343 b,kepler-1343b,,,,,,,0.172,0.017,0.022,0.017,0.022,3.35183158,0.00001113,0.00001113,0.00001113,0.00001113,,,,,,,,,,,,,,
Kepler-1344 b,kepler-1344b,,,,,,,0.164,0.018,0.045,0.018,0.045,4.76830490,0.00001895,0.00001895,0.00001895,0.00001895,,,,,,,,,,,,,,
Kepler-1345 b,kepler-1345b,,,,,,,0.211,0.041,0.095,0.041,0.095,44.61695570,0.00033290,0.00033290,0.00033290,0.00033290,,,,,,,,,,,,,,
Kepler-1346 b,kepler-1346b,,,,,,,0.141,0.019,0.050,0.019,0.050,3.40165668,0.00001161,0.00001161,0.00001161,0.00001161,,,,,,,,,,,,,,
Kepler-1347 b,kepler-1347b,,,,,,,0.092,0.004,0.005,0.004,0.005,14.00947528,0.00007001,0.00007001,0.00007001,0.00007001,,,,,,,,,,,,,,
Kepler-1348 b,kepler-1348b,,,,,,,0.173,0.021,0.038,0.021,0.038,27.57227420,0.00022800,0.00022800,0.00022800,0.00022800,,,,,,,,,,,,,,
Kepler-1349 b,kepler-1349b,,,,,,,0.062,0.010,0.056,0.010,0.056,2.12823928,0.00001057,0.00001057,0.00001057,0.00001057,,,,,,,,,,,,,,
Kepler-1350 b,kepler-1350b,,,,,,,0.225,0.022,0.014,0.022,0.014,4.49686040,0.00001273,0.00001273,0.00001273,0.00001273,,,,,,,,,,,,,,
Kepler-1350 c,kepler-1350c,,,,,,,0.154,0.016,0.011,0.016,0.011,1.76678906,0.00000712,0.00000712,0.00000712,0.00000712,,,,,,,,,,,,,,
Kepler-1351 b,kepler-1351b,,,,,,,0.058,0.004,0.004,0.004,0.004,0.91614077,0.00000192,0.00000192,0.00000192,0.00000192,,,,,,,,,,,,,,
Wolf 1061 b,wolf1061b,,0.00428,0.00072,0.00072,0.00072,0.00072,,,,,,4.88760000,0.00140000,0.00140000,0.00140000,0.00140000,0.000000,,,,,,,,,,,,,
Wolf 1061 c,wolf1061c,,0.01337,0.00116,0.00116,0.00116,0.00116,,,,,,17.86700000,0.01100000,0.01100000,0.01100000,0.01100000,0.190000,0.130000,0.130000,0.130000,0.130000,,,,,,,,,
Kepler-216 c,kepler-216c,,,,,,,0.271,0.053,0.053,0.053,0.053,17.40666900,0.00005700,0.00005700,0.00005700,0.00005700,,,,,,,,,,,,2014,,
Kepler-217 b,kepler-217b,,,,,,,0.199,0.029,0.029,0.029,0.029,5.37494300,0.00001900,0.00001900,0.00001900,0.00001900,,,,,,,,,,,,2014,,
Kepler-217 c,kepler-217c,,,,,,,0.165,0.024,0.024,0.024,0.024,8.58600400,0.00005300,0.00005300,0.00005300,0.00005300,,,,,,,,,,,,2014,,
Kepler-218 b,kepler-218b,,,,,,,0.132,0.011,0.011,0.011,0.011,3.61933700,0.00001100,0.00001100,0.00001100,0.00001100,,,,,,,,,,,,2014,,
Kepler-218 c,kepler-218c,,,,,,,0.280,0.023,0.023,0.023,0.023,44.69957600,0.00016700,0.00016700,0.00016700,0.00016700,,,,,,,,,,,,2014,,
Kepler-219 b,kepler-219b,,,,,,,0.263,0.044,0.044,0.044,0.044,4.58551200,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-219 c,kepler-219c,,,,,,,0.319,0.054,0.054,0.054,0.054,22.71461300,0.00007500,0.00007500,0.00007500,0.00007500,,,,,,,,,,,,2014,,
Kepler-219 d,kepler-219d,,,,,,,0.251,0.043,0.043,0.043,0.043,47.90364500,0.00030700,0.00030700,0.00030700,0.00030700,,,,,,,,,,,,2014,,
Kepler-220 b,kepler-220b,,,,,,,0.072,0.004,0.004,0.004,0.004,4.15980700,0.00001000,0.00001000,0.00001000,0.00001000,,,,,,,,,,,,2014,,
Kepler-220 c,kepler-220c,,,,,,,0.140,0.008,0.008,0.008,0.008,9.03419900,0.00000900,0.00000900,0.00000900,0.00000900,,,,,,,,,,,,2014,,
Kepler-220 d,kepler-220d,,,,,,,0.087,0.005,0.005,0.005,0.005,28.12239700,0.00016200,0.00016200,0.00016200,0.00016200,,,,,,,,,,,,2014,,
Kepler-220 e,kepler-220e,,,,,,,0.119,0.011,0.011,0.011,0.011,45.90273300,0.00019200,0.00019200,0.00019200,0.00019200,,,,,,,,,,,,2014,,
Kepler-221 c,kepler-221c,,,,,,,0.261,0.024,0.024,0.024,0.024,5.69058600,0.00000400,0.00000400,0.00000400,0.00000400,,,,,,,,,,,,2014,,
Kepler-221 d,kepler-221d,,,,,,,0.244,0.022,0.022,0.022,0.022,10.04156000,0.00001100,0.00001100,0.00001100,0.00001100,,,,,,,,,,,,2014,,
Kepler-221 e,kepler-221e,,,,,,,0.235,0.022,0.022,0.022,0.022,18.36991700,0.00002900,0.00002900,0.00002900,0.00002900,,,,,,,,,,,,2014,,
Kepler-222 b,kepler-222b,,,,,,,0.282,0.125,0.125,0.125,0.125,3.93698100,0.00000500,0.00000500,0.00000500,0.00000500,,,,,,,,,,,,2014,,
Kepler-222 d,kepler-222d,,,,,,,0.329,0.145,0.145,0.145,0.145,28.08191200,0.00006900,0.00006900,0.00006900,0.00006900,,,,,,,,,,,,2014,,
Kepler-223 b,kepler-223b,,0.02328,0.00346,0.00409,0.00346,0.00409,0.267,0.024,0.016,0.024,0.016,7.38449000,0.00022000,0.00022000,0.00022000,0.00022000,0.078000,0.017000,0.015000,0.017000,0.015000,,,,,,,2014,,
Kepler-223 c,kepler-223c,,0.01605,0.00346,0.00535,0.00346,0.00535,0.307,0.027,0.018,0.027,0.018,9.84564000,0.00051000,0.00052000,0.00051000,0.00052000,0.150000,0.051000,0.019000,0.051000,0.019000,,,,,,,2014,,
Kepler-223 e,kepler-223e,,0.01510,0.00378,0.00440,0.00378,0.00440,0.410,0.037,0.024,0.037,0.024,19.72567000,0.00054000,0.00055000,0.00054000,0.00055000,0.051000,0.019000,0.019000,0.019000,0.019000,,,,,,,2014,,
Kepler-224 b,kepler-224b,,,,,,,0.124,0.008,0.008,0.008,0.008,3.13292400,0.00001400,0.00001400,0.00001400,0.00001400,,,,,,,,,,,,2014,,
Kepler-224 c,kepler-224c,,,,,,,0.278,0.023,0.023,0.023,0.023,5.92500300,0.00001000,0.00001000,0.00001000,0.00001000,,,,,,,,,,,,2014,,
Kepler-224 e,kepler-224e,,,,,,,0.176,0.013,0.013,0.013,0.013,18.64357700,0.00008700,0.00008700,0.00008700,0.00008700,,,,,,,,,,,,2014,,
Kepler-225 b,kepler-225b,,,,,,,0.107,0.006,0.006,0.006,0.006,6.73897500,0.00004100,0.00004100,0.00004100,0.00004100,,,,,,,,,,,,2014,,
omi CrB b,omicrbb,,1.50000,,,,,,,,,,187.83000000,0.54000000,0.54000000,0.54000000,0.54000000,0.191000,0.085000,0.085000,0.085000,0.085000,,,,,,,2012,,
tau Boo b,tauboob,,4.32000,0.04000,0.04000,0.04000,0.04000,,,,,,3.31245680,0.00000690,0.00000690,0.00000690,0.00000690,0.011000,0.006000,0.006000,0.006000,0.006000,,,,,,,1997,,
ups And c,upsandc,,1.98100,0.01900,0.01900,0.01900,0.01900,,,,,,241.25800000,0.06400000,0.06400000,0.06400000,0.06400000,0.259600,0.007900,0.007900,0.007900,0.007900,,,,,,,1999,,
HATS-17 b,hats-17b,,1.33800,0.06500,0.06500,0.06500,0.06500,0.777,0.056,0.056,0.056,0.056,16.25461100,0.00007300,0.00007300,0.00007300,0.00007300,0.029000,0.022000,0.022000,0.022000,0.022000,814,25,25,25,25,,2016,,
TRAPPIST-1 b,trappist-1b,,,,,,,0.099,0.004,0.004,0.004,0.004,1.51084800,0.00001900,0.00001900,0.00001900,0.00001900,0.000000,,,,,400,9,9,9,9,,2016,,
TRAPPIST-1 c,trappist-1c,,,,,,,0.094,0.004,0.004,0.004,0.004,2.42184800,0.00002800,0.00002800,0.00002800,0.00002800,0.000000,,,,,342,8,8,8,8,,2016,,
TRAPPIST-1 d,trappist-1d,,,,,,,0.104,0.006,0.006,0.006,0.006,18.20200000,,,,,0.000000,,,,,,,,,,,2016,,
K2-34 b,k2-34b,,1.76000,0.13000,0.13000,0.13000,0.13000,1.350,0.067,0.067,0.067,0.067,2.99560700,0.00001700,0.00001700,0.00001700,0.00001700,0.000000,,,,,1742,38,38,38,38,,,,
Kepler-461 b,kepler-461b,,,,,,,0.230,0.005,0.006,0.005,0.006,8.31378306,0.00000766,0.00000766,0.00000766,0.00000766,,,,,,,,,,,,,,
Kepler-462 b,kepler-462b,,,,,,,0.336,0.046,0.055,0.046,0.055,84.68798080,0.00020680,0.00020680,0.00020680,0.00020680,,,,,,,,,,,,,,
Kepler-463 b,kepler-463b,,,,,,,0.272,0.027,0.038,0.027,0.038,8.98101683,0.00000316,0.00000316,0.00000316,0.00000316,,,,,,,,,,,,,,
Kepler-464 b,kepler-464b,,,,,,,0.294,0.012,0.014,0.012,0.014,7.25696522,0.00000577,0.00000577,0.00000577,0.00000577,,,,,,,,,,,,,,
Kepler-465 b,kepler-465b,,,,,,,0.263,0.014,0.022,0.014,0.022,9.94067247,0.00000655,0.00000655,0.00000655,0.00000655,,,,,,,,,,,,,,
Kepler-466 b,kepler-466b,,,,,,,0.254,0.015,0.020,0.015,0.020,51.07926307,0.00006345,0.00006345,0.00006345,0.00006345,,,,,,,,,,,,,,
Kepler-466 c,kepler-466c,,,,,,,0.112,0.006,0.009,0.006,0.009,3.70921385,0.00000632,0.00000632,0.00000632,0.00000632,,,,,,,,,,,,,,
Kepler-467 b,kepler-467b,,,,,,,0.201,0.007,0.027,0.007,0.027,24.99324193,0.00006498,0.00006498,0.00006498,0.00006498,,,,,,,,,,,,,,
Kepler-468 b,kepler-468b,,,,,,,1.190,0.026,0.029,0.026,0.029,38.47875707,0.00000485,0.00000485,0.00000485,0.00000485,,,,,,,,,,,,,,
Kepler-470 b,kepler-470b,,,,,,,1.288,0.238,0.520,0.238,0.520,24.66919569,0.00000541,0.00000541,0.00000541,0.00000541,,,,,,,,,,,,,,
Kepler-471 b,kepler-471b,,,,,,,1.335,0.264,0.484,0.264,0.484,5.01423457,0.00000059,0.00000059,0.00000059,0.00000059,,,,,,,,,,,,,,
Kepler-472 b,kepler-472b,,,,,,,0.287,0.025,0.012,0.025,0.012,4.17625551,0.00000184,0.00000184,0.00000184,0.00000184,,,,,,,,,,,,,,
Kepler-473 b,kepler-473b,,,,,,,0.364,0.060,0.070,0.060,0.070,14.55731705,0.00001399,0.00001399,0.00001399,0.00001399,,,,,,,,,,,,,,
Kepler-474 b,kepler-474b,,,,,,,0.273,0.033,0.043,0.033,0.043,5.66067294,0.00000373,0.00000373,0.00000373,0.00000373,,,,,,,,,,,,,,
Kepler-475 b,kepler-475b,,,,,,,0.222,0.016,0.004,0.016,0.004,3.10550819,0.00000104,0.00000104,0.00000104,0.00000104,,,,,,,,,,,,,,
Kepler-476 b,kepler-476b,,,,,,,0.275,0.027,0.045,0.027,0.045,14.00640607,0.00001794,0.00001794,0.00001794,0.00001794,,,,,,,,,,,,,,
Kepler-477 b,kepler-477b,,,,,,,0.185,0.011,0.016,0.011,0.016,11.11990653,0.00001160,0.00001160,0.00001160,0.00001160,,,,,,,,,,,,,,
Kepler-478 b,kepler-478b,,,,,,,0.242,0.029,0.008,0.029,0.008,13.22175760,0.00001390,0.00001390,0.00001390,0.00001390,,,,,,,,,,,,,,
Kepler-479 b,kepler-479b,,,,,,,0.189,0.006,0.008,0.006,0.008,12.49341307,0.00001360,0.00001360,0.00001360,0.00001360,,,,,,,,,,,,,,
Kepler-480 b,kepler-480b,,,,,,,0.248,0.019,0.026,0.019,0.026,4.91958380,0.00000490,0.00000490,0.00000490,0.00000490,,,,,,,,,,,,,,
Kepler-481 b,kepler-481b,,,,,,,0.223,0.026,0.033,0.026,0.033,10.06082567,0.00001522,0.00001522,0.00001522,0.00001522,,,,,,,,,,,,,,
Wolf 1061 d,wolf1061d,,0.01639,0.00214,0.00214,0.00214,0.00214,,,,,,67.27000000,0.12000000,0.12000000,0.12000000,0.12000000,0.320000,0.160000,0.160000,0.160000,0.160000,,,,,,,,,
KELT-14 b,kelt-14b,,1.28400,0.03200,0.03200,0.03200,0.03200,1.743,0.047,0.047,0.047,0.047,1.71005660,0.00000260,0.00000320,0.00000260,0.00000320,0.000000,,,,,1970,50,50,50,50,,,,
KELT-15 b,kelt-15b,,0.91000,0.22000,0.21000,0.22000,0.21000,1.443,0.057,0.110,0.057,0.110,3.32944100,0.00001600,0.00001600,0.00001600,0.00001600,0.000000,,,,,1642,25,45,25,45,,,,
Kepler-1352 b,kepler-1352b,,,,,,,0.079,0.010,0.022,0.010,0.022,1.87788275,0.00000735,0.00000735,0.00000735,0.00000735,,,,,,,,,,,,,,
Kepler-1353 b,kepler-1353b,,,,,,,0.161,0.012,0.033,0.012,0.033,24.75439660,0.00014310,0.00014310,0.00014310,0.00014310,,,,,,,,,,,,,,
Kepler-1354 b,kepler-1354b,,,,,,,0.265,0.045,0.109,0.045,0.109,76.61337700,0.00077730,0.00077730,0.00077730,0.00077730,,,,,,,,,,,,,,
Kepler-1355 b,kepler-1355b,,,,,,,0.130,0.009,0.011,0.009,0.011,1.28958811,0.00000350,0.00000350,0.00000350,0.00000350,,,,,,,,,,,,,,
Kepler-1356 b,kepler-1356b,,,,,,,0.136,0.009,0.010,0.009,0.010,0.63400294,0.00000120,0.00000120,0.00000120,0.00000120,,,,,,,,,,,,,,
Kepler-1357 b,kepler-1357b,,,,,,,0.114,0.010,0.018,0.010,0.018,3.00913240,0.00001520,0.00001520,0.00001520,0.00001520,,,,,,,,,,,,,,
Kepler-1358 b,kepler-1358b,,,,,,,0.100,0.009,0.006,0.009,0.006,7.06317341,0.00002900,0.00002900,0.00002900,0.00002900,,,,,,,,,,,,,,
Kepler-1359 b,kepler-1359b,,,,,,,0.252,0.029,0.040,0.029,0.040,59.49709520,0.00050520,0.00050520,0.00050520,0.00050520,,,,,,,,,,,,,,
Kepler-1360 b,kepler-1360b,,,,,,,0.303,0.068,0.104,0.068,0.104,40.52864130,0.00033280,0.00033280,0.00033280,0.00033280,,,,,,,,,,,,,,
Kepler-1361 b,kepler-1361b,,,,,,,0.077,0.011,0.011,0.011,0.011,3.57554956,0.00002329,0.00002329,0.00002329,0.00002329,,,,,,,,,,,,,,
Kepler-1362 b,kepler-1362b,,,,,,,0.232,0.017,0.011,0.017,0.011,136.20562600,0.00127800,0.00127800,0.00127800,0.00127800,,,,,,,,,,,,,,
Kepler-1363 b,kepler-1363b,,,,,,,0.112,0.007,0.008,0.007,0.008,2.94194094,0.00001171,0.00001171,0.00001171,0.00001171,,,,,,,,,,,,,,
Kepler-1364 b,kepler-1364b,,,,,,,0.192,0.035,0.071,0.035,0.071,13.32196237,0.00008114,0.00008114,0.00008114,0.00008114,,,,,,,,,,,,,,
Kepler-1365 b,kepler-1365b,,,,,,,0.082,0.009,0.012,0.009,0.012,7.69993485,0.00004726,0.00004726,0.00004726,0.00004726,,,,,,,,,,,,,,
Kepler-1365 c,kepler-1365c,,,,,,,0.071,0.007,0.011,0.007,0.011,4.77468005,0.00004014,0.00004014,0.00004014,0.00004014,,,,,,,,,,,,,,
Kepler-1366 b,kepler-1366b,,,,,,,0.128,0.009,0.009,0.009,0.009,2.16457097,0.00000683,0.00000683,0.00000683,0.00000683,,,,,,,,,,,,,,
Kepler-1367 b,kepler-1367b,,,,,,,0.082,0.007,0.006,0.007,0.006,1.57409027,0.00000524,0.00000524,0.00000524,0.00000524,,,,,,,,,,,,,,
Kepler-1368 b,kepler-1368b,,,,,,,0.147,0.015,0.031,0.015,0.031,0.67564949,0.00000255,0.00000255,0.00000255,0.00000255,,,,,,,,,,,,,,
Kepler-1369 b,kepler-1369b,,,,,,,0.240,0.022,0.037,0.022,0.037,25.87314800,0.00014530,0.00014530,0.00014530,0.00014530,,,,,,,,,,,,,,
Kepler-1370 b,kepler-1370b,,,,,,,0.164,0.023,0.059,0.023,0.059,20.26416840,0.00011110,0.00011110,0.00011110,0.00011110,,,,,,,,,,,,,,
Kepler-1370 c,kepler-1370c,,,,,,,0.113,0.016,0.050,0.016,0.050,7.44142113,0.00005404,0.00005404,0.00005404,0.00005404,,,,,,,,,,,,,,
Kepler-1371 b,kepler-1371b,,,,,,,0.065,0.004,0.007,0.004,0.007,3.44620390,0.00002017,0.00002017,0.00002017,0.00002017,,,,,,,,,,,,,,
Kepler-1371 c,kepler-1371c,,,,,,,0.057,0.004,0.006,0.004,0.006,2.00541269,0.00001065,0.00001065,0.00001065,0.00001065,,,,,,,,,,,,,,
Kepler-1372 b,kepler-1372b,,,,,,,0.113,0.012,0.039,0.012,0.039,1.31155557,0.00000554,0.00000554,0.00000554,0.00000554,,,,,,,,,,,,,,
Kepler-1373 b,kepler-1373b,,,,,,,0.103,0.017,0.048,0.017,0.048,1.29123275,0.00000646,0.00000646,0.00000646,0.00000646,,,,,,,,,,,,,,
Kepler-1374 b,kepler-1374b,,,,,,,0.204,0.016,0.018,0.016,0.018,10.65276707,0.00005294,0.00005294,0.00005294,0.00005294,,,,,,,,,,,,,,
Kepler-1375 b,kepler-1375b,,,,,,,0.155,0.030,0.061,0.030,0.061,3.30041920,0.00001505,0.00001505,0.00001505,0.00001505,,,,,,,,,,,,,,
Kepler-225 c,kepler-225c,,,,,,,0.164,0.009,0.009,0.009,0.009,18.79423400,0.00007600,0.00007600,0.00007600,0.00007600,,,,,,,,,,,,2014,,
Kepler-226 b,kepler-226b,,,,,,,0.138,0.055,0.055,0.055,0.055,3.94099700,0.00002000,0.00002000,0.00002000,0.00002000,,,,,,,,,,,,2014,,
Kepler-226 d,kepler-226d,,,,,,,0.109,0.044,0.044,0.044,0.044,8.10904400,0.00009400,0.00009400,0.00009400,0.00009400,,,,,,,,,,,,2014,,
Kepler-227 b,kepler-227b,,,,,,,0.277,0.140,0.140,0.140,0.140,9.48801500,0.00003900,0.00003900,0.00003900,0.00003900,,,,,,,,,,,,2014,,
Kepler-227 c,kepler-227c,,,,,,,0.271,0.136,0.136,0.136,0.136,54.41869400,0.00046000,0.00046000,0.00046000,0.00046000,,,,,,,,,,,,2014,,
