pl_name,pl_name,Lists,pl_bmassj,pl_bmassjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjerr1,pl_radj,pl_radjerr2,pl_radjerr1,pl_radjerr2,pl_radjerr1,pl_orbper,pl_orbpererr2,pl_orbpererr1,pl_orbpererr2,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr2,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenerr1,pl_eqt,pl_eqterr2,pl_eqterr1,pl_eqterr2,pl_eqterr1,Discovery method,pl_publ_date,Last updated [yy/mm/dd],source (xml)
Kepler-766 b,kepler-766b,,,,,,,0.302,0.036,0.083,0.036,0.083,6.10027804,0.00001640,0.00001640,0.00001640,0.00001640,,,,,,,,,,,,,,
Kepler-767 b,kepler-767b,,,,,,,0.592,0.049,0.077,0.049,0.077,161.52801010,0.00030860,0.00030860,0.00030860,0.00030860,,,,,,,,,,,,,,
Kepler-768 b,kepler-768b,,,,,,,0.160,0.012,0.018,0.012,0.018,11.39100250,0.00007499,0.00007499,0.00007499,0.00007499,,,,,,,,,,,,,,
Kepler-769 b,kepler-769b,,,,,,,0.261,0.041,0.116,0.041,0.116,7.42608998,0.00001952,0.00001952,0.00001952,0.00001952,,,,,,,,,,,,,,
Kepler-769 c,kepler-769c,,,,,,,0.160,0.024,0.068,0.024,0.068,15.98701740,0.00019990,0.00019990,0.00019990,0.00019990,,,,,,,,,,,,,,
Kepler-770 b,kepler-770b,,,,,,,0.205,0.015,0.029,0.015,0.029,18.92540274,0.00005291,0.00005291,0.00005291,0.00005291,,,,,,,,,,,,,,
Kepler-770 c,kepler-770c,,,,,,,0.107,0.009,0.017,0.009,0.017,1.47532231,0.00000419,0.00000419,0.00000419,0.00000419,,,,,,,,,,,,,,
Kepler-770 d,kepler-770d,,,,,,,0.125,0.010,0.017,0.010,0.017,4.15244722,0.00001685,0.00001685,0.00001685,0.00001685,,,,,,,,,,,,,,
Kepler-771 b,kepler-771b,,,,,,,0.162,0.019,0.028,0.019,0.028,8.73485836,0.00004732,0.00004732,0.00004732,0.00004732,,,,,,,,,,,,,,
Kepler-772 b,kepler-772b,,,,,,,0.162,0.021,0.033,0.021,0.033,12.99207337,0.00005428,0.00005428,0.00005428,0.00005428,,,,,,,,,,,,,,
Kepler-773 b,kepler-773b,,,,,,,0.128,0.006,0.008,0.006,0.008,3.74910006,0.00000714,0.00000714,0.00000714,0.00000714,,,,,,,,,,,,,,
Kepler-774 b,kepler-774b,,,,,,,0.283,0.048,0.041,0.048,0.041,11.08957230,0.00004373,0.00004373,0.00004373,0.00004373,,,,,,,,,,,,,,
Kepler-775 b,kepler-775b,,,,,,,0.106,0.004,0.004,0.004,0.004,0.97486893,0.00000080,0.00000080,0.00000080,0.00000080,,,,,,,,,,,,,,
Kepler-776 b,kepler-776b,,,,,,,0.114,0.006,0.010,0.006,0.010,4.89718784,0.00001969,0.00001969,0.00001969,0.00001969,,,,,,,,,,,,,,
Kepler-777 b,kepler-777b,,,,,,,0.131,0.007,0.007,0.007,0.007,5.72812599,0.00002019,0.00002019,0.00002019,0.00002019,,,,,,,,,,,,,,
Kepler-778 b,kepler-778b,,,,,,,0.150,0.012,0.009,0.012,0.009,3.75574426,0.00001083,0.00001083,0.00001083,0.00001083,,,,,,,,,,,,,,
Kepler-779 b,kepler-779b,,,,,,,0.082,0.006,0.006,0.006,0.006,7.09714223,0.00002921,0.00002921,0.00002921,0.00002921,,,,,,,,,,,,,,
Kepler-780 b,kepler-780b,,,,,,,0.079,0.005,0.008,0.005,0.008,0.67737516,0.00000125,0.00000125,0.00000125,0.00000125,,,,,,,,,,,,,,
Kepler-271 d,kepler-271d,,,,,,,0.059,0.004,0.004,0.004,0.004,5.24972541,0.00004062,0.00004062,0.00004062,0.00004062,,,,,,,,,,,,,,
Kepler-781 b,kepler-781b,,,,,,,0.258,0.021,0.044,0.021,0.044,13.21407320,0.00003577,0.00003577,0.00003577,0.00003577,,,,,,,,,,,,,,
Kepler-782 b,kepler-782b,,,,,,,0.286,0.027,0.042,0.027,0.042,158.68533080,0.00043730,0.00043730,0.00043730,0.00043730,,,,,,,,,,,,,,
Kepler-783 b,kepler-783b,,,,,,,0.070,0.007,0.004,0.007,0.004,4.29264638,0.00003429,0.00003429,0.00003429,0.00003429,,,,,,,,,,,,,,
Kepler-784 b,kepler-784b,,,,,,,0.141,0.029,0.030,0.029,0.030,31.59226460,0.00068090,0.00068090,0.00068090,0.00068090,,,,,,,,,,,,,,
Kepler-785 b,kepler-785b,,,,,,,1.162,0.047,0.039,0.047,0.039,1.97376093,0.00000010,0.00000010,0.00000010,0.00000010,,,,,,,,,,,,,,
Kepler-786 b,kepler-786b,,,,,,,0.217,0.006,0.011,0.006,0.011,53.52934870,0.00025710,0.00025710,0.00025710,0.00025710,,,,,,,,,,,,,,
Kepler-787 b,kepler-787b,,,,,,,0.114,0.006,0.005,0.006,0.005,0.92831050,0.00000220,0.00000220,0.00000220,0.00000220,,,,,,,,,,,,,,
Kepler-788 b,kepler-788b,,,,,,,0.227,0.036,0.080,0.036,0.080,8.39846269,0.00005719,0.00005719,0.00005719,0.00005719,,,,,,,,,,,,,,
Kepler-789 b,kepler-789b,,,,,,,0.189,0.021,0.037,0.021,0.037,8.63847725,0.00003071,0.00003071,0.00003071,0.00003071,,,,,,,,,,,,,,
Kepler-790 b,kepler-790b,,,,,,,0.194,0.012,0.015,0.012,0.015,13.73469807,0.00004026,0.00004026,0.00004026,0.00004026,,,,,,,,,,,,,,
Kepler-132 c,kepler-132c,,,,,,,0.114,0.022,0.022,0.022,0.022,6.41491400,0.00001900,0.00001900,0.00001900,0.00001900,,,,,,,,,,,,2014,,
Kepler-134 c,kepler-134c,,,,,,,0.112,0.022,0.022,0.022,0.022,10.10578500,0.00005300,0.00005300,0.00005300,0.00005300,,,,,,,,,,,,2014,,
Kepler-136 c,kepler-136c,,,,,,,0.178,0.033,0.033,0.033,0.033,16.39923500,0.00005100,0.00005100,0.00005100,0.00005100,,,,,,,,,,,,2014,,
Kepler-138 c,kepler-138c,,0.00620,0.00352,0.00602,0.00352,0.00602,0.107,0.006,0.006,0.006,0.006,13.78130000,0.00010000,0.00010000,0.00010000,0.00010000,,,,,,,,,,,,2014,,
Kepler-14 b,kepler-14b,,8.40000,0.34000,0.35000,0.34000,0.35000,1.136,0.054,0.073,0.054,0.073,6.79012300,0.00000430,0.00000430,0.00000430,0.00000430,0.035000,0.020000,0.020000,0.020000,0.020000,,,,,,,2011,,
Kepler-140 b,kepler-140b,,,,,,,0.144,0.028,0.028,0.028,0.028,3.25427000,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-142 b,kepler-142b,,,,,,,0.178,0.035,0.035,0.035,0.035,2.02415200,0.00000300,0.00000300,0.00000300,0.00000300,,,,,,,,,,,,2014,,
Kepler-150 c,kepler-150c,,,,,,,0.329,0.053,0.053,0.053,0.053,7.38199800,0.00001000,0.00001000,0.00001000,0.00001000,,,,,,,,,,,,2014,,
Kepler-151 c,kepler-151c,,,,,,,0.186,0.093,0.093,0.093,0.093,24.67461200,0.00010600,0.00010600,0.00010600,0.00010600,,,,,,,,,,,,2014,,
Kepler-154 b,kepler-154b,,,,,,,0.202,0.039,0.039,0.039,0.039,33.04053200,0.00021500,0.00021500,0.00021500,0.00021500,,,,,,,,,,,,2014,,
Kepler-156 b,kepler-156b,,,,,,,0.205,0.015,0.015,0.015,0.015,4.97345600,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-158 b,kepler-158b,,,,,,,0.189,0.032,0.032,0.032,0.032,16.70918400,0.00006400,0.00006400,0.00006400,0.00006400,,,,,,,,,,,,2014,,
Kepler-130 c,kepler-130c,,,,,,,0.259,0.022,0.022,0.022,0.022,27.50868000,0.00007000,0.00006000,0.00007000,0.00006000,0.000000,0.000000,0.070000,0.000000,0.070000,683,29,29,29,29,,2014,,
Kepler-131 c,kepler-131c,,0.02600,0.01900,0.01900,0.01900,0.01900,0.075,0.006,0.006,0.006,0.006,25.51690000,,,,,,,,,,,,,,,,2014,,
Kepler-160 c,kepler-160c,,,,,,,0.322,0.158,0.158,0.158,0.158,13.69908700,0.00003100,0.00003100,0.00003100,0.00003100,,,,,,,,,,,,2014,,
Kepler-162 c,kepler-162c,,,,,,,0.270,0.145,0.145,0.145,0.145,19.44635500,0.00004500,0.00004500,0.00004500,0.00004500,,,,,,,,,,,,2014,,
Kepler-164 c,kepler-164c,,,,,,,0.244,0.046,0.046,0.046,0.046,10.94572300,0.00002900,0.00002900,0.00002900,0.00002900,,,,,,,,,,,,2014,,
Kepler-166 b,kepler-166b,,,,,,,0.203,0.104,0.104,0.104,0.104,7.65025400,0.00001200,0.00001200,0.00001200,0.00001200,,,,,,,,,,,,2014,,
Kepler-168 c,kepler-168c,,,,,,,0.240,0.108,0.108,0.108,0.108,13.19324200,0.00004900,0.00004900,0.00004900,0.00004900,,,,,,,,,,,,2014,,
Kepler-169 e,kepler-169e,,,,,,,0.196,0.026,0.026,0.026,0.026,13.76710200,0.00003400,0.00003400,0.00003400,0.00003400,,,,,,,,,,,,2014,,
Kepler-171 b,kepler-171b,,,,,,,0.209,0.094,0.094,0.094,0.094,4.16697200,0.00000700,0.00000700,0.00000700,0.00000700,,,,,,,,,,,,2014,,
Kepler-172 d,kepler-172d,,,,,,,0.201,0.036,0.036,0.036,0.036,14.62711900,0.00010500,0.00010500,0.00010500,0.00010500,,,,,,,,,,,,2014,,
Kepler-174 b,kepler-174b,,,,,,,0.175,0.010,0.010,0.010,0.010,13.98179000,0.00002400,0.00002400,0.00002400,0.00002400,,,,,,,,,,,,2014,,
Kepler-175 c,kepler-175c,,,,,,,0.277,0.139,0.139,0.139,0.139,34.03525700,0.00027900,0.00027900,0.00027900,0.00027900,,,,,,,,,,,,2014,,
Kepler-177 b,kepler-177b,,0.00600,0.00100,0.00200,0.00100,0.00200,0.259,0.027,0.136,0.027,0.136,36.85500000,,,,,,,,,,,,,,,,2014,,
Kepler-178 d,kepler-178d,,,,,,,0.352,0.152,0.152,0.152,0.152,96.67898800,0.00070200,0.00070200,0.00070200,0.00070200,,,,,,,,,,,,2014,,
Kepler-48 b,kepler-48b,,0.01240,0.00661,0.00661,0.00661,0.00661,0.168,0.009,0.009,0.009,0.009,4.77800000,,,,,,,,,,,,,,,,2013,,
Kepler-49 c,kepler-49c,,0.72000,,,,,0.227,,,,,10.91293430,0.00006900,0.00006900,0.00006900,0.00006900,,,,,,,,,,,,2013,,
Kepler-50 c,kepler-50c,,,,,,,0.194,0.007,0.006,0.007,0.006,9.37647000,0.00004000,0.00004000,0.00004000,0.00004000,,,,,,,,,,,,2013,,
Kepler-52 b,kepler-52b,,8.70000,,,,,0.187,,,,,7.87735650,0.00003800,0.00003800,0.00003800,0.00003800,,,,,,,,,,,,2013,,
Kepler-53 c,kepler-53c,,15.74000,,,,,0.283,,,,,38.55830380,0.00041000,0.00041000,0.00041000,0.00041000,,,,,,,,,,,,2013,,
Kepler-55 b,kepler-55b,,1.49000,,,,,0.217,,,,,27.94814490,0.00024000,0.00024000,0.00024000,0.00024000,,,,,,,,,,,,2013,,
Kepler-55 f,kepler-55f,,,,,,,0.142,0.009,0.009,0.009,0.009,10.19854500,0.00004500,0.00004500,0.00004500,0.00004500,,,,,,,,,,,,2014,,
Kepler-57 c,kepler-57c,,6.95000,,,,,0.138,,,,,11.60925670,0.00008600,0.00008600,0.00008600,0.00008600,,,,,,,,,,,,2013,,
Kepler-59 c,kepler-59c,,1.37000,,,,,0.177,,,,,17.98012350,0.00030000,0.00030000,0.00030000,0.00030000,,,,,,,,,,,,2013,,
Kepler-61 b,kepler-61b,,,,,,,0.192,0.012,0.012,0.012,0.012,59.87756000,0.00020000,0.00020000,0.00020000,0.00020000,0.250000,,,,,273,13,13,13,13,,2013,,
Kepler-62 e,kepler-62e,,0.11300,,,,,0.144,0.004,0.004,0.004,0.004,122.38740000,0.00080000,0.00080000,0.00080000,0.00080000,,,,,,270,15,15,15,15,,2013,,
Kepler-65 c,kepler-65c,,,,,,,0.230,0.005,0.005,0.005,0.005,5.85994400,0.00000300,0.00000300,0.00000300,0.00000300,,,,,,,,,,,,2013,,
Kepler-66 b,kepler-66b,,,,,,,0.250,0.014,0.014,0.014,0.014,17.81581500,0.00007500,0.00007500,0.00007500,0.00007500,,,,,,,,,,,,2013,,
Kepler-68 d,kepler-68d,,0.84007,0.05034,0.05034,0.05034,0.05034,,,,,,625.00000000,16.00000000,16.00000000,16.00000000,16.00000000,,,,,,,,,,,,2013,,
Kepler-77 b,kepler-77b,,0.43000,0.03200,0.03200,0.03200,0.03200,0.960,0.016,0.016,0.016,0.016,3.57878087,0.00000023,0.00000023,0.00000023,0.00000023,0.000000,,,,,1440,120,100,120,100,,2013,,
Kepler-79 d,kepler-79d,,0.01900,0.00500,0.00660,0.00500,0.00660,0.639,0.014,0.012,0.014,0.012,52.09020000,0.00100000,0.00090000,0.00100000,0.00090000,0.025000,0.023000,0.059000,0.023000,0.059000,,,,,,,2014,,
Kepler-8 b,kepler-8b,,0.59000,0.12000,0.13000,0.12000,0.13000,1.416,0.062,0.053,0.062,0.053,3.52249910,0.00000070,0.00000070,0.00000070,0.00000070,,,,,,1680,40,40,40,40,,2010,,
Kepler-80 e,kepler-80e,,0.01299,0.00299,0.00255,0.00299,0.00255,0.143,0.006,0.007,0.006,0.007,4.64489000,0.00019000,0.00020000,0.00019000,0.00020000,,,,,,,,,,,,2014,,
Kepler-82 b,kepler-82b,,,,,,,0.357,0.162,0.162,0.162,0.162,26.44400000,,,,,,,,,,,,,,,,2013,,
Kepler-83 b,kepler-83b,,,,,,,0.252,0.037,0.037,0.037,0.037,9.77000000,,,,,,,,,,,,,,,,2013,,
Kepler-84 c,kepler-84c,,,,,,,0.211,0.010,0.010,0.010,0.010,12.88300000,,,,,,,,,,,,,,,,2013,,
Kepler-85 b,kepler-85b,,,,,,,0.176,0.009,0.009,0.009,0.009,8.30600000,,,,,,,,,,,,,,,,2013,,
Kepler-87 b,kepler-87b,,1.02000,0.02800,0.02800,0.02800,0.02800,1.204,0.049,0.049,0.049,0.049,114.73635000,0.00015000,0.00015000,0.00015000,0.00015000,0.036000,0.009000,0.009000,0.009000,0.009000,478,4,4,4,4,,2014,,
Kepler-92 c,kepler-92c,,0.01900,0.00600,0.00600,0.00600,0.00600,0.232,0.007,0.007,0.007,0.007,26.72300000,,,,,,,,,,,,,,,,2014,,
Kepler-94 c,kepler-94c,,9.83600,0.62900,0.62900,0.62900,0.62900,,,,,,820.30000000,3.00000000,3.00000000,3.00000000,3.00000000,,,,,,,,,,,,2014,,
Kepler-97 b,kepler-97b,,0.01100,0.00600,0.00600,0.00600,0.00600,0.132,0.012,0.012,0.012,0.012,2.58664000,,,,,,,,,,,,,,,,2014,,
Kepler-98 b,kepler-98b,,0.01100,0.00500,0.00500,0.00500,0.00500,0.178,0.020,0.020,0.020,0.020,1.54168000,,,,,,,,,,,,,,,,2014,,
MOA 2007-BLG-192L b,moa2007-blg-192lb,,0.01000,0.00500,0.01500,0.00500,0.01500,,,,,,,,,,,,,,,,,,,,,,2008,,
MOA 2009-BLG-387L b,moa2009-blg-387lb,,2.56000,1.58000,4.15000,1.58000,4.15000,,,,,,1982.00000000,588.00000000,785.00000000,588.00000000,785.00000000,,,,,,,,,,,,2011,,
MOA-bin-1L b,moa-bin-1lb,,3.70000,2.10000,2.10000,2.10000,2.10000,,,,,,,,,,,,,,,,,,,,,,2012,,
NGC 2682 YBP 1514 b,ngc2682ybp1514b,,0.40000,0.38000,0.38000,0.38000,0.38000,,,,,,5.11800000,0.00100000,0.00100000,0.00100000,0.00100000,0.280000,0.090000,0.090000,0.090000,0.090000,,,,,,,2014,,
NN Ser d,nnserd,,2.30000,0.50000,0.50000,0.50000,0.50000,,,,,,2883.50000000,182.50000000,182.50000000,182.50000000,182.50000000,0.190000,0.050000,0.050000,0.050000,0.050000,,,,,,,2010,,
OGLE 2005-BLG-390L b,ogle2005-blg-390lb,,0.01700,0.00800,0.01700,0.00800,0.01700,,,,,,3285.00000000,1095.00000000,3285.00000000,1095.00000000,3285.00000000,,,,,,50,,,,,,2006,,
OGLE 2007-BLG-368L b,ogle2007-blg-368lb,,0.06000,0.03000,0.02000,0.03000,0.02000,,,,,,,,,,,,,,,,,,,,,,2010,,
OGLE 2011-BLG-265L b,ogle2011-blg-265lb,,0.88000,0.18000,0.27000,0.18000,0.27000,,,,,,,,,,,,,,,,,,,,,,2015,,
OGLE 2012-BLG-358L b,ogle2012-blg-358lb,,1.85000,0.19000,0.19000,0.19000,0.19000,,,,,,,,,,,,,,,,,,,,,,2013,,
OGLE 2013-BLG-341L B b,ogle2013-blg-341lbb,,0.00730,0.00080,0.00080,0.00080,0.00080,,,,,,,,,,,,,,,,,,,,,,2014,,
OGLE-TR-10 b,ogle-tr-10b,,0.62000,0.14000,0.14000,0.14000,0.14000,1.250,0.120,0.140,0.120,0.140,3.10127800,,,,,,,,,,,,,,,,2005,,
OGLE-TR-182 b,ogle-tr-182b,,1.01000,0.15000,0.15000,0.15000,0.15000,1.130,0.080,0.240,0.080,0.240,3.97910000,0.00001000,0.00001000,0.00001000,0.00001000,0.000000,,,,,,,,,,,2008,,
PH1 b,ph1b,,0.53100,,,,,0.551,0.015,0.015,0.015,0.015,138.31700000,0.02700000,0.04000000,0.02700000,0.04000000,0.070200,0.003900,0.002900,0.003900,0.002900,481,18,18,18,18,,2013,,
POTS-1 b,pots-1b,,2.31000,0.77000,0.77000,0.77000,0.77000,0.941,0.047,0.036,0.047,0.036,3.16062960,0.00000157,0.00000157,0.00000157,0.00000157,,,,,,,,,,,,2013,,
PSR B1257+12 d,psrb1257+12d,,0.01227,0.00063,0.00063,0.00063,0.00063,,,,,,98.21140000,0.00020000,0.00020000,0.00020000,0.00020000,,,,,,,,,,,,1992,,
Pr0201 b,pr0201b,,0.54000,0.03900,0.03900,0.03900,0.03900,,,,,,4.42640000,0.00700000,0.00700000,0.00700000,0.00700000,0.000000,,,,,,,,,,,2012,,
Qatar-2 b,qatar-2b,,2.49400,0.05400,0.05400,0.05400,0.05400,1.254,0.013,0.013,0.013,0.013,1.33711647,0.00000026,0.00000026,0.00000026,0.00000026,0.000000,,,,,1344,14,14,14,14,,2012,,
UZ For c,uzforc,,7.70000,1.20000,1.20000,1.20000,1.20000,,,,,,1916.25000000,91.25000000,91.25000000,91.25000000,91.25000000,0.050000,0.050000,0.050000,0.050000,0.050000,,,,,,,2011,,
VHS J125601.92-125723.9 b,vhsj125601.92-125723.9b,,11.20000,1.80000,9.70000,1.80000,9.70000,,,,,,,,,,,,,,,,,,,,,,2015,,
WASP-12 b,wasp-12b,,1.47000,0.06900,0.07600,0.06900,0.07600,1.900,0.055,0.057,0.055,0.057,1.09142030,0.00000014,0.00000014,0.00000014,0.00000014,0.000000,,,,,2580,62,58,62,58,,2009,,
WASP-16 b,wasp-16b,,0.85500,0.07600,0.04300,0.07600,0.04300,1.008,0.060,0.083,0.060,0.083,3.11860090,0.00001310,0.00001460,0.00001310,0.00001460,0.000000,,,,,,,,,,,2009,,
WASP-2 b,wasp-2b,,0.91500,0.09300,0.09000,0.09300,0.09000,1.071,0.083,0.080,0.083,0.080,2.15222600,,,,,,,,,,1304,54,54,54,54,,2007,,
WASP-24 b,wasp-24b,,1.07100,0.03800,0.03600,0.03800,0.03600,1.300,0.038,0.039,0.038,0.039,2.34121242,0.00000200,0.00000200,0.00000200,0.00000200,0.000000,,,,,,,,,,,2010,,
WASP-29 b,wasp-29b,,0.24400,0.02000,0.02000,0.02000,0.02000,0.792,0.035,0.056,0.035,0.056,3.92272700,0.00000400,0.00000400,0.00000400,0.00000400,0.030000,0.030000,0.050000,0.030000,0.050000,,,,,,,2010,,
WASP-33 b,wasp-33b,,4.10000,,,,,1.497,0.045,0.045,0.045,0.045,1.21986690,0.00000120,0.00000120,0.00000120,0.00000120,,,,,,,,,,,,2010,,
WASP-37 b,wasp-37b,,1.80000,0.17000,0.17000,0.17000,0.17000,1.160,0.060,0.070,0.060,0.070,3.57746900,0.00001100,0.00001100,0.00001100,0.00001100,0.000000,,,,,,,,,,,2011,,
WASP-41 b,wasp-41b,,0.94000,0.05000,0.05000,0.05000,0.05000,1.180,0.030,0.030,0.030,0.030,3.05240400,0.00000090,0.00000090,0.00000090,0.00000090,0.026000,,,,,1244,10,10,10,10,,2012,,
WASP-45 b,wasp-45b,,1.00200,0.06200,0.06200,0.06200,0.06200,0.992,0.038,0.038,0.038,0.038,3.12609600,0.00000490,0.00000490,0.00000490,0.00000490,,,,,,1170,24,24,24,24,,2012,,
WASP-49 b,wasp-49b,,0.37800,0.02700,0.02700,0.02700,0.02700,1.115,0.047,0.047,0.047,0.047,2.78173870,0.00000560,0.00000560,0.00000560,0.00000560,0.000000,,,,,,,,,,,2012,,
WASP-55 b,wasp-55b,,0.62700,0.03900,0.03800,0.03900,0.03800,1.335,0.022,0.032,0.022,0.032,4.46562910,0.00000110,0.00000110,0.00000110,0.00000110,,,,,,1300,13,15,13,15,,2012,,
WASP-59 b,wasp-59b,,0.86300,0.04500,0.04500,0.04500,0.04500,0.775,0.068,0.068,0.068,0.068,7.91958500,0.00001000,0.00001000,0.00001000,0.00001000,0.100000,0.042000,0.042000,0.042000,0.042000,670,35,35,35,35,,2013,,
WASP-62 b,wasp-62b,,0.57000,0.04000,0.04000,0.04000,0.04000,1.390,0.060,0.060,0.060,0.060,4.41195300,0.00000300,0.00000300,0.00000300,0.00000300,0.210000,,,,,,,,,,,2012,,
WASP-66 b,wasp-66b,,2.32000,0.13000,0.13000,0.13000,0.13000,1.390,0.090,0.090,0.090,0.090,4.08605200,0.00000700,0.00000700,0.00000700,0.00000700,0.110000,,,,,,,,,,,2012,,
WASP-7 b,wasp-7b,,0.96000,0.13000,0.13000,0.13000,0.13000,1.330,0.093,0.093,0.093,0.093,4.95465800,0.00004300,0.00005500,0.00004300,0.00005500,0.000000,,,,,,,,,,,2009,,
WASP-73 b,wasp-73b,,1.88000,0.06000,0.07000,0.06000,0.07000,1.160,0.080,0.120,0.080,0.120,4.08722000,0.00022000,0.00022000,0.00022000,0.00022000,0.000000,,,,,1790,51,75,51,75,,2014,,
WASP-79 b,wasp-79b,,0.90000,0.08000,0.08000,0.08000,0.08000,2.090,0.140,0.140,0.140,0.140,3.66238660,0.00000850,0.00000850,0.00000850,0.00000850,0.000000,,,,,1900,50,50,50,50,,2012,,
WASP-82 b,wasp-82b,,1.24000,0.04000,0.04000,0.04000,0.04000,1.670,0.050,0.070,0.050,0.070,2.70578200,0.00000300,0.00000300,0.00000300,0.00000300,0.000000,,,,,2190,40,40,40,40,,2015,,
WASP-94 A b,wasp-94ab,,0.45200,0.03200,0.03500,0.03200,0.03500,1.720,0.050,0.060,0.050,0.060,3.95019070,0.00000300,0.00000440,0.00000300,0.00000440,0.130000,,,,,1604,22,25,22,25,,2014,,
WASP-97 b,wasp-97b,,1.32000,0.05000,0.05000,0.05000,0.05000,1.130,0.060,0.060,0.060,0.060,2.07276000,0.00000100,0.00000100,0.00000100,0.00000100,0.000000,,,,,1555,40,40,40,40,,2014,,
WTS-2 b,wts-2b,,1.12000,0.16000,0.16000,0.16000,0.16000,1.363,0.061,0.061,0.061,0.061,1.01870680,0.00000065,0.00000065,0.00000065,0.00000065,0.000000,,,,,2000,100,100,100,100,,2014,,
XO-4 b,xo-4b,,1.78000,0.08000,0.08000,0.08000,0.08000,1.330,0.050,0.050,0.050,0.050,4.12508280,0.00000400,0.00000400,0.00000400,0.00000400,0.000000,,,,,,,,,,,2008,,
Kepler-237 c,kepler-237c,,,,,,,0.186,0.098,0.098,0.098,0.098,8.10363600,0.00003200,0.00003200,0.00003200,0.00003200,,,,,,,,,,,,2014,,
Kepler-238 b,kepler-238b,,,,,,,0.154,0.036,0.036,0.036,0.036,2.09087600,0.00002000,0.00002000,0.00002000,0.00002000,,,,,,,,,,,,2014,,
Kepler-238 c,kepler-238c,,,,,,,0.213,0.040,0.040,0.040,0.040,6.15555700,0.00005000,0.00005000,0.00005000,0.00005000,,,,,,,,,,,,2014,,
Kepler-238 d,kepler-238d,,,,,,,0.274,0.051,0.051,0.051,0.051,13.23354900,0.00008100,0.00008100,0.00008100,0.00008100,,,,,,,,,,,,2014,,
Kepler-238 e,kepler-238e,,0.53400,0.21700,0.22600,0.21700,0.22600,0.500,0.041,0.211,0.041,0.211,23.65400000,,,,,,,,,,,,,,,,2014,,
Kepler-238 f,kepler-238f,,0.04200,0.00800,0.00900,0.00800,0.00900,0.178,0.015,0.076,0.015,0.076,50.44700000,,,,,,,,,,,,,,,,2014,,
Kepler-239 b,kepler-239b,,,,,,,0.208,0.013,0.013,0.013,0.013,11.76305100,0.00003400,0.00003400,0.00003400,0.00003400,,,,,,,,,,,,2014,,
Kepler-239 c,kepler-239c,,,,,,,0.224,0.037,0.037,0.037,0.037,56.22809800,0.00058000,0.00058000,0.00058000,0.00058000,,,,,,,,,,,,2014,,
Kepler-240 b,kepler-240b,,,,,,,0.122,0.050,0.050,0.050,0.050,4.14449500,0.00002600,0.00002600,0.00002600,0.00002600,,,,,,,,,,,,2014,,
Kepler-240 c,kepler-240c,,,,,,,0.196,0.079,0.079,0.079,0.079,7.95352800,0.00002500,0.00002500,0.00002500,0.00002500,,,,,,,,,,,,2014,,
Kepler-241 b,kepler-241b,,,,,,,0.208,0.092,0.092,0.092,0.092,12.71809200,0.00003500,0.00003500,0.00003500,0.00003500,,,,,,,,,,,,2014,,
Kepler-241 c,kepler-241c,,,,,,,0.229,0.099,0.099,0.099,0.099,36.06597800,0.00013300,0.00013300,0.00013300,0.00013300,,,,,,,,,,,,2014,,
Kepler-242 b,kepler-242b,,,,,,,0.233,0.143,0.143,0.143,0.143,8.20395000,0.00002000,0.00002000,0.00002000,0.00002000,,,,,,,,,,,,2014,,
Kepler-243 b,kepler-243b,,,,,,,0.219,0.103,0.103,0.103,0.103,5.71544200,0.00001100,0.00001100,0.00001100,0.00001100,,,,,,,,,,,,2014,,
Kepler-243 c,kepler-243c,,,,,,,0.178,0.087,0.087,0.087,0.087,20.02621800,0.00016300,0.00016300,0.00016300,0.00016300,,,,,,,,,,,,2014,,
Kepler-244 b,kepler-244b,,,,,,,0.246,0.103,0.103,0.103,0.103,4.31179200,0.00000800,0.00000800,0.00000800,0.00000800,,,,,,,,,,,,2014,,
Kepler-244 d,kepler-244d,,,,,,,0.206,0.087,0.087,0.087,0.087,20.05040100,0.00013000,0.00013000,0.00013000,0.00013000,,,,,,,,,,,,2014,,
Kepler-245 b,kepler-245b,,,,,,,0.229,0.016,0.016,0.016,0.016,7.49019000,0.00001900,0.00001900,0.00001900,0.00001900,,,,,,,,,,,,2014,,
Kepler-245 c,kepler-245c,,,,,,,0.194,0.015,0.015,0.015,0.015,17.46081200,0.00007600,0.00007600,0.00007600,0.00007600,,,,,,,,,,,,2014,,
Kepler-245 d,kepler-245d,,,,,,,0.270,0.019,0.019,0.019,0.019,36.27710800,0.00017300,0.00017300,0.00017300,0.00017300,,,,,,,,,,,,2014,,
Kepler-246 c,kepler-246c,,,,,,,0.134,0.068,0.068,0.068,0.068,11.18716100,0.00007500,0.00007500,0.00007500,0.00007500,,,,,,,,,,,,2014,,
Kepler-247 b,kepler-247b,,,,,,,0.146,0.041,0.041,0.041,0.041,3.33616000,0.00000700,0.00000700,0.00000700,0.00000700,,,,,,,,,,,,2014,,
Kepler-247 c,kepler-247c,,,,,,,0.365,0.102,0.102,0.102,0.102,9.43945200,0.00000700,0.00000700,0.00000700,0.00000700,,,,,,,,,,,,2014,,
